,CCC,RMSE,CORR
0,0.8603364791158717,0.0418740919602262,0.9608795970896513
1,0.8553599430943715,0.04173639776637319,0.9556859741039515
2,0.8551545689975358,0.04142242088765633,0.9524208876185158
3,0.8566816718673895,0.041605092179707225,0.9533084830127521
4,0.8714738302245248,0.03988043958816801,0.9590302993840853
5,0.8654571015581334,0.0411086049343433,0.9584095435392561
6,0.8612155829610655,0.04235975802398871,0.960875247252956
7,0.8515297547950956,0.043937356842277016,0.9557059080753436
8,0.8590263098542045,0.041985305226450456,0.9598064548395628
9,0.8546820417500159,0.042925228519901625,0.960311016207885
10,0.8580627216917247,0.043064586600504634,0.9593495118229831
11,0.8513641635548629,0.04302096889226666,0.9571195096248704
12,0.8547864727255667,0.04195021066012407,0.9544802109562778
13,0.8568794757691244,0.04319567625025002,0.9597046410410661
14,0.8604848751846697,0.042611486596239694,0.9609909270655583
15,0.8616570706806922,0.04192278154310648,0.9562712745561832
16,0.8646576776390728,0.04217527079120243,0.9594703580705702
17,0.8542300136040679,0.042663901235274575,0.9595165165306634
18,0.8570114297602044,0.04236612010309344,0.9573059764319367
19,0.8679670908734856,0.04255092709327401,0.961952811016725
