,CCC,RMSE,CORR
0,0.45630750922415364,0.1039508518534642,0.9945487723777799
1,0.4506940877423626,0.10221818775321434,0.9940460007214336
2,0.4395475771337055,0.10364524022353017,0.9929839399483433
3,0.4528864870040573,0.10265549935192078,0.9935280487393334
4,0.45876792619868956,0.10532164589689767,0.9944521774621188
5,0.4613479986731189,0.10154969424853348,0.9934427533164513
6,0.4278395292029656,0.1022985281517837,0.9939914159893026
7,0.44716257415594596,0.10335641899310849,0.9934905755546365
8,0.44972348502389653,0.10242385920117884,0.9936501361210427
9,0.4602236318707866,0.10211038075988038,0.9946072170088781
10,0.46798240083009796,0.102318515922591,0.994533142882353
11,0.4587672858341519,0.10109811181914426,0.993749918821003
12,0.4404082372130617,0.10349651005489453,0.9931439910151156
13,0.44408877520553913,0.10482758696488591,0.9941982935801474
14,0.4630577823699632,0.10034465662448774,0.9944297547177279
15,0.43774820066143033,0.10388234043461092,0.9921634345868966
16,0.44258073867571274,0.10572972975715382,0.9934240247011104
17,0.45516392423525176,0.10471333644262246,0.9940123223326385
18,0.46561757980367935,0.10269502187900006,0.9936219851196852
19,0.44272194985290697,0.104291258213226,0.9936691448574247
