,VA,AV,BA,FI,HS,IM
0,0.21466807,0.07729778,0.055288885,0.37326485,0.13741517,0.14206527
1,0.23559843,0.12447782,0.17350958,0.12217102,0.052161276,0.29208183
2,0.06261034,0.29792607,0.080528885,0.29077992,0.13336955,0.13478525
3,0.1363758,0.2159435,0.28108358,0.08583883,0.060092296,0.22066595
4,0.09287069,0.1573033,0.16993332,0.24623425,0.07806039,0.25559807
5,0.13948633,0.13184322,0.05610153,0.07179936,0.3050456,0.29572394
6,0.1994178,0.14543235,0.08211709,0.2828829,0.0784804,0.21166946
7,0.06357269,0.1999279,0.36111036,0.07070925,0.17173393,0.13294585
8,0.14542498,0.23040873,0.19759499,0.2327578,0.05648192,0.1373316
9,0.058831573,0.20913461,0.17483923,0.23161715,0.20807792,0.11749948
10,0.14858225,0.1925485,0.1382312,0.23073523,0.2104486,0.079454176
11,0.14783046,0.13309877,0.063348815,0.09005872,0.17029572,0.39536753
12,0.10213339,0.34097695,0.06479546,0.08623736,0.08523429,0.3206226
13,0.06568028,0.15976422,0.23695685,0.22041783,0.27174175,0.045439076
14,0.06798182,0.10420523,0.12306341,0.06755824,0.38316855,0.25402272
15,0.3262027,0.07519905,0.103346035,0.3369444,0.07510413,0.08320378
16,0.2003862,0.17357467,0.3107402,0.18477005,0.06968328,0.060845558
17,0.048646957,0.17975825,0.05351711,0.12187013,0.31389347,0.28231403
18,0.08768797,0.11969548,0.06952782,0.22579749,0.23990886,0.25738245
19,0.055086553,0.21988565,0.10500878,0.06923592,0.4268461,0.123937085
20,0.2024656,0.14473388,0.13153736,0.220283,0.26118353,0.03979665
21,0.10137531,0.18454924,0.1051403,0.17112422,0.22317758,0.21463329
22,0.053692088,0.095689,0.22187944,0.10771059,0.28761464,0.23341425
23,0.20585193,0.26126412,0.26603436,0.07541909,0.0781955,0.11323501
24,0.13576847,0.08470269,0.368993,0.123879135,0.05708544,0.22957124
25,0.11782838,0.10431271,0.12639336,0.35716334,0.056219988,0.2380822
26,0.10519014,0.11778424,0.42203733,0.23199096,0.05472962,0.06826764
27,0.24988826,0.10055757,0.2053107,0.09344928,0.28245655,0.068337716
28,0.12832054,0.116228186,0.05045507,0.27508864,0.15470546,0.27520213
29,0.12211764,0.33879244,0.21174413,0.05867093,0.19760054,0.071074285
