,VA,AV,BA,FI,HS,IM
0,0.18736273,0.18151622,0.27702302,0.09143609,0.10966531,0.15299664
1,0.16613473,0.1071052,0.24228717,0.18635018,0.22297905,0.07514361
2,0.16683316,0.18846571,0.24240209,0.24790531,0.08754752,0.06684623
3,0.08102769,0.14177726,0.09190034,0.24163102,0.19516617,0.24849758
4,0.0738054,0.19914581,0.115072414,0.20471175,0.13583285,0.2714318
5,0.049154207,0.16151956,0.18028569,0.107361466,0.27513555,0.22654344
6,0.080741294,0.10029347,0.28694028,0.26604208,0.18930142,0.076681495
7,0.058086466,0.1203007,0.07056949,0.3046775,0.061334707,0.38503125
8,0.052219287,0.11074648,0.11375459,0.06540936,0.45966032,0.19820988
9,0.16516763,0.22687836,0.082255155,0.08040658,0.28954685,0.15574543
10,0.21775451,0.19198798,0.15985699,0.24987131,0.08425587,0.09627329
11,0.25747076,0.17254265,0.12277293,0.1028955,0.12130451,0.22301364
12,0.08950357,0.489613,0.16128802,0.06648148,0.12527135,0.06784266
13,0.09209008,0.10201831,0.25827786,0.25694442,0.089850724,0.20081861
14,0.13753994,0.10303009,0.26979926,0.06776165,0.24781246,0.1740566
15,0.119469814,0.4370397,0.10029049,0.08366295,0.18069652,0.078840524
16,0.108985126,0.13908072,0.17485331,0.12799196,0.19973898,0.24934986
17,0.27111527,0.07218562,0.3088397,0.162591,0.0799122,0.10535611
18,0.058944438,0.09056559,0.26554966,0.20472293,0.047739603,0.3324778
19,0.16158572,0.11448429,0.1538561,0.28749073,0.075593196,0.20698999
20,0.08357626,0.24283776,0.16899931,0.09908827,0.15919937,0.246299
21,0.08547858,0.083903514,0.40007547,0.065853916,0.26969784,0.09499063
22,0.08230636,0.14375572,0.26628962,0.3635458,0.0740863,0.070016146
23,0.13607837,0.17175354,0.24862112,0.12792097,0.18392646,0.13169955
24,0.12494964,0.068564326,0.28494552,0.13391918,0.090711124,0.29691023
25,0.07161249,0.18889785,0.12841843,0.19508642,0.17787135,0.23811346
26,0.14195509,0.060591046,0.12403415,0.11741551,0.36483762,0.19116656
27,0.12778303,0.095943876,0.08377053,0.36508736,0.096724644,0.23069055
28,0.07398702,0.16087392,0.18553974,0.25368115,0.11063093,0.21528725
29,0.101771004,0.20696323,0.07656077,0.24294941,0.23383108,0.13792446
30,0.058009584,0.067039505,0.15290077,0.15888548,0.43151265,0.13165194
31,0.1288884,0.13193907,0.26881474,0.18733168,0.0879704,0.19505568
32,0.23186336,0.066171944,0.098204084,0.07718755,0.41404933,0.11252377
33,0.07624117,0.18384668,0.070844315,0.22915506,0.21234953,0.22756325
34,0.088455394,0.30501813,0.15774287,0.14583768,0.18767926,0.11526668
35,0.07157652,0.116393805,0.069500305,0.24173214,0.340713,0.16008429
36,0.07580899,0.4898176,0.17763951,0.052052967,0.09662897,0.108051926
37,0.1868153,0.22356446,0.15461166,0.15589336,0.053772397,0.22534284
38,0.094201885,0.21975458,0.21730919,0.18220271,0.23586252,0.050669104
39,0.07771184,0.16380559,0.26232344,0.21925104,0.15311185,0.12379624
40,0.19771236,0.08627272,0.22514263,0.1144898,0.22341675,0.15296575
41,0.13666958,0.061544176,0.1131355,0.20877029,0.29135573,0.1885247
42,0.06341261,0.12073613,0.07248695,0.15929835,0.24084015,0.34322587
43,0.07617573,0.11964891,0.21124205,0.09338492,0.22057997,0.27896845
44,0.21057285,0.116009586,0.24762067,0.12738815,0.062506564,0.23590216
45,0.14907607,0.30037972,0.10582549,0.091061115,0.061980832,0.2916768
46,0.059411254,0.13911822,0.08312808,0.16231547,0.29807535,0.25795165
47,0.102074355,0.09070499,0.08740767,0.29731038,0.2240168,0.19848578
48,0.07845874,0.26448274,0.059571847,0.17710578,0.37728387,0.04309703
49,0.19249257,0.22319442,0.1587604,0.2041282,0.07911474,0.14230967
50,0.14822017,0.093665,0.059002854,0.26683572,0.22392201,0.20835428
51,0.21118754,0.13844572,0.11369144,0.17003739,0.051189903,0.31544805
52,0.056085013,0.14005898,0.24823499,0.22433516,0.1925357,0.13875017
53,0.19076416,0.2791572,0.09306312,0.25597167,0.077513315,0.10353052
54,0.29922974,0.15763673,0.10262332,0.11818324,0.2489161,0.07341088
55,0.066788115,0.1390125,0.14612521,0.33652845,0.14537916,0.16616662
56,0.05356091,0.13584858,0.14098409,0.20599173,0.26372814,0.1998865
57,0.08147937,0.3490831,0.10740078,0.14841859,0.25167274,0.061945375
58,0.12788731,0.30522642,0.07839949,0.34870663,0.06879966,0.07098058
59,0.10370751,0.21772522,0.057134267,0.30023018,0.21343987,0.10776303
60,0.07118729,0.21361531,0.11792821,0.058562633,0.31621936,0.22248718
61,0.1758941,0.17757674,0.13318188,0.17298578,0.2307479,0.10961359
62,0.16627243,0.072794825,0.28824025,0.1428559,0.098145954,0.23169066
63,0.066889755,0.079519525,0.14050627,0.14789963,0.2677006,0.2974842
64,0.1418198,0.19090556,0.1624792,0.060457587,0.22148551,0.2228524
65,0.07139416,0.14445394,0.2834973,0.10779964,0.22630262,0.1665523
66,0.14982313,0.1391524,0.23156829,0.1648455,0.248945,0.06566565
67,0.27116632,0.0918271,0.10186278,0.15430956,0.10218074,0.27865356
68,0.080456465,0.10239425,0.07764834,0.29194114,0.04990378,0.39765602
69,0.094939776,0.17455244,0.17159322,0.08547299,0.15463789,0.3188037
70,0.100093804,0.15996003,0.26233256,0.31783208,0.098974414,0.060807098
71,0.3411874,0.15629865,0.21317916,0.09164881,0.09517536,0.10251064
72,0.16284873,0.18175955,0.08427458,0.09841262,0.08235211,0.39035234
73,0.12419998,0.16094837,0.12970854,0.28426746,0.06931138,0.23156427
74,0.2500312,0.07696925,0.15354851,0.16806282,0.13121915,0.22016905
75,0.21102223,0.13358396,0.06152672,0.27915668,0.1414085,0.17330189
76,0.20894189,0.06804172,0.11123215,0.35431546,0.07490878,0.18256
77,0.098620184,0.189308,0.18496655,0.11815458,0.059204355,0.34974638
78,0.11776457,0.10688006,0.20185503,0.13591054,0.21842363,0.21916614
