,VA,AV,BA,FI,HS,IM
0,0.23452275,0.13379142,0.24316092,0.09147036,0.24261002,0.05444458
1,0.08180508,0.11237781,0.2224827,0.25776824,0.039967906,0.28559825
2,0.5410217,0.122147456,0.08973257,0.11561087,0.06051563,0.07097176
3,0.0836974,0.12224484,0.19850288,0.26482585,0.20081422,0.1299148
4,0.14566888,0.16883475,0.08527924,0.2638397,0.06949323,0.2668842
5,0.08766026,0.2670871,0.13038844,0.17502429,0.13206698,0.20777297
6,0.25910065,0.23628299,0.05880447,0.119902655,0.22738142,0.09852783
7,0.2278915,0.16135404,0.17173757,0.08908912,0.13747545,0.21245238
8,0.08990661,0.06375236,0.057239324,0.25557485,0.17811505,0.3554118
9,0.14968318,0.15588221,0.2802068,0.06738389,0.09357733,0.25326663
10,0.08046677,0.19205144,0.29724997,0.073697634,0.10607088,0.25046334
11,0.056430474,0.100509144,0.19468088,0.25858173,0.17357531,0.21622244
12,0.2642148,0.109930485,0.09047923,0.20062807,0.12671712,0.20803024
13,0.10429217,0.12862366,0.12245364,0.05063522,0.32599637,0.26799896
14,0.08305017,0.26003978,0.22690178,0.069162436,0.09753368,0.26331222
15,0.062015787,0.32335833,0.22801778,0.09086439,0.19532089,0.10042284
16,0.056720722,0.06924247,0.2740606,0.14107436,0.22732946,0.23157233
17,0.07538125,0.31080812,0.2586591,0.10558847,0.20136271,0.04820031
18,0.07362464,0.36572772,0.104702756,0.32109478,0.07862435,0.056225765
19,0.26687536,0.16663784,0.048936058,0.2499066,0.19620624,0.07143786
20,0.08900054,0.24955216,0.060363777,0.37436932,0.07817132,0.14854293
21,0.31521857,0.15896745,0.0649109,0.124633335,0.16744405,0.16882573
22,0.06593416,0.09623897,0.25123742,0.2685535,0.15025082,0.16778511
23,0.056215968,0.08528968,0.17855692,0.073899776,0.38632035,0.21971738
24,0.26631746,0.15879688,0.21337007,0.17138427,0.060763337,0.12936792
25,0.092196964,0.13364066,0.15845914,0.29106227,0.25786936,0.06677161
26,0.29061005,0.04798784,0.2094618,0.121545516,0.058044598,0.2723502
27,0.07549327,0.07228935,0.22159353,0.30927297,0.11731199,0.20403895
28,0.06660625,0.2585686,0.15954624,0.14526188,0.20160349,0.16841352
29,0.20287192,0.2543138,0.08498424,0.22601008,0.1829167,0.048903253
30,0.17051196,0.26050556,0.22906642,0.045886807,0.22647929,0.06754996
31,0.13200739,0.104681745,0.16059412,0.19121057,0.1209051,0.2906011
32,0.15932119,0.073579766,0.08471701,0.26070902,0.2036156,0.21805738
33,0.12511103,0.23455213,0.15080804,0.050738428,0.24425304,0.19453734
34,0.09388615,0.10011955,0.31750375,0.058456562,0.0769057,0.3531283
35,0.11784751,0.07819911,0.30500245,0.12528066,0.0607727,0.3128976
36,0.18973199,0.2337646,0.1914254,0.23164125,0.09027037,0.063166365
37,0.1281588,0.12999043,0.11053861,0.30167267,0.11285092,0.21678855
38,0.04672166,0.22662531,0.22295912,0.17152861,0.057367537,0.27479774
39,0.28587434,0.107892536,0.10728467,0.29824314,0.12775639,0.07294898
40,0.18033391,0.15783015,0.19439726,0.17752793,0.10559263,0.18431817
41,0.11162931,0.2856957,0.10312792,0.12959018,0.32476735,0.045189515
42,0.079875745,0.19432412,0.25332922,0.119573966,0.26923123,0.08366572
43,0.15875648,0.27040157,0.19152363,0.09260734,0.15731563,0.12939534
44,0.09333171,0.08384639,0.08021685,0.20092231,0.2965437,0.24513905
45,0.23321146,0.069985755,0.28289372,0.16670522,0.0863134,0.16089045
46,0.17635919,0.11308921,0.46332595,0.0891927,0.11240384,0.04562913
47,0.3041642,0.0725893,0.09206669,0.14674747,0.05956058,0.32487172
48,0.12303707,0.11016048,0.22400907,0.23371674,0.24298844,0.06608811
49,0.18136494,0.09427222,0.0641544,0.29344872,0.092292085,0.27446765
50,0.20922302,0.13408707,0.19179767,0.28655103,0.074552104,0.10378908
51,0.2724913,0.26042688,0.10663085,0.07338201,0.22344334,0.06362559
52,0.10851477,0.20263834,0.20328614,0.2986209,0.09333719,0.093602635
53,0.20641945,0.2185572,0.18599562,0.07386358,0.207624,0.1075401
54,0.12613635,0.1554753,0.21736896,0.19853832,0.23696962,0.06551148
55,0.307872,0.1276488,0.10321745,0.11612769,0.25982744,0.08530666
56,0.07936673,0.4591021,0.09596402,0.06956327,0.10507157,0.19093232
57,0.16227764,0.09524983,0.09557495,0.30088386,0.2554777,0.090536
58,0.22210838,0.09145643,0.22136766,0.28721264,0.11299028,0.064864576
59,0.13475722,0.100911215,0.20934866,0.25095356,0.05977081,0.24425854
60,0.12343115,0.114568904,0.31452656,0.051480237,0.33642307,0.059570126
61,0.17429177,0.22985086,0.24592413,0.21787776,0.06162428,0.07043116
62,0.13714929,0.257654,0.14127882,0.2787411,0.12753028,0.05764648
63,0.07155785,0.2210748,0.17380637,0.2996204,0.17337327,0.060567334
64,0.13148403,0.28696534,0.0503357,0.076021336,0.23275273,0.22244085
65,0.28049636,0.11618617,0.11672965,0.33279794,0.075587876,0.07820201
66,0.057975795,0.4393952,0.12421883,0.13233419,0.16906139,0.077014595
67,0.22269326,0.19007564,0.20813502,0.22755334,0.07851245,0.07303025
68,0.07982276,0.16157871,0.21194999,0.066123575,0.306812,0.17371295
69,0.15154332,0.05841384,0.10697922,0.33376494,0.10241018,0.24688844
70,0.28799877,0.16954127,0.13040097,0.061591733,0.05423113,0.2962361
71,0.15806638,0.199176,0.09435729,0.24276048,0.20833294,0.09730681
72,0.21725701,0.26108035,0.21823984,0.07016519,0.16509256,0.06816504
73,0.12043939,0.13950793,0.046322607,0.18906155,0.2954546,0.20921393
74,0.27542585,0.1427189,0.16958612,0.14725323,0.13209452,0.13292138
75,0.23232189,0.059129115,0.15284984,0.32815766,0.07587155,0.15167
76,0.122899465,0.11145496,0.24992083,0.189395,0.051365964,0.27496386
77,0.105908595,0.2723775,0.13644859,0.3144254,0.07890408,0.0919359
78,0.0607487,0.06687799,0.056073423,0.17629667,0.3734322,0.26657104
79,0.24904485,0.10346954,0.0828801,0.35746664,0.063261256,0.14387766
80,0.1747853,0.22182432,0.20725667,0.09992023,0.13574724,0.16046624
81,0.08340607,0.1763629,0.05861101,0.34919387,0.142788,0.1896382
82,0.19228156,0.08718956,0.15712073,0.21454924,0.10250781,0.24635111
83,0.18567644,0.21581411,0.13359201,0.16887231,0.0703715,0.22567372
84,0.08465754,0.09391684,0.28473127,0.22031498,0.058960985,0.2574184
85,0.16229843,0.13003935,0.24385928,0.15231754,0.23998402,0.071501404
86,0.23589799,0.123792626,0.22109696,0.07358646,0.08603315,0.2595928
87,0.08989902,0.29522753,0.17612071,0.07921047,0.1732516,0.18629067
88,0.27537313,0.18161458,0.12653482,0.13326208,0.10809394,0.17512147
89,0.25007877,0.37180203,0.05939738,0.1075161,0.15214434,0.059061453
90,0.0708707,0.10588516,0.23528306,0.34092838,0.10135623,0.1456764
91,0.17363705,0.16748114,0.18594848,0.06714974,0.11586073,0.28992286
92,0.23311616,0.13011073,0.25097874,0.05631737,0.047858078,0.28161898
93,0.05243057,0.19665174,0.2192482,0.17165315,0.1859738,0.17404252
94,0.0811932,0.092058435,0.24151993,0.26528183,0.13610555,0.18384111
95,0.29960307,0.16089782,0.07493715,0.2723479,0.10440198,0.0878121
96,0.22191294,0.06039498,0.07512122,0.10053459,0.24920483,0.29283142
97,0.11886499,0.33751503,0.19416496,0.079971366,0.20871285,0.06077077
98,0.20512049,0.26270908,0.27299032,0.07473892,0.07502056,0.1094206
99,0.10361828,0.2392615,0.098547764,0.39736533,0.09434933,0.066857785
100,0.14905868,0.26284915,0.14143029,0.17538965,0.11767045,0.15360175
101,0.052253667,0.10325099,0.09801773,0.25650474,0.24568309,0.24428977
102,0.08016475,0.23898856,0.06264492,0.051597714,0.20203385,0.36457023
103,0.13243747,0.15315536,0.12865894,0.22338024,0.29341286,0.0689551
104,0.07451963,0.09258856,0.1832697,0.06442664,0.5324381,0.0527574
105,0.10226215,0.071898706,0.17930514,0.05755683,0.4202417,0.16873544
106,0.23048358,0.27695805,0.14971392,0.17772213,0.111198194,0.053924154
107,0.3393769,0.24184315,0.052700847,0.0817136,0.2006151,0.083750404
108,0.06344502,0.23656854,0.13158803,0.10678209,0.25249013,0.20912623
109,0.16354765,0.22568665,0.23425454,0.08807595,0.12352919,0.16490602
110,0.16112414,0.283156,0.15323484,0.17962414,0.15687715,0.06598377
111,0.20475368,0.2053924,0.060713865,0.21102184,0.13611114,0.18200706
112,0.118360884,0.23934306,0.10344287,0.12250289,0.31062755,0.10572274
113,0.1210021,0.06977889,0.18779214,0.28164312,0.08476515,0.2550186
114,0.09146139,0.2945588,0.22408392,0.07666687,0.16170622,0.1515228
115,0.07571914,0.16745813,0.11219564,0.0696461,0.14153756,0.4334434
116,0.20061389,0.24516986,0.25741172,0.074690595,0.1592912,0.0628227
117,0.06512394,0.20346242,0.28840205,0.11452572,0.058931045,0.26955488
118,0.060528085,0.09004211,0.1859128,0.2119649,0.27048323,0.18106887
119,0.22899653,0.19697057,0.11792881,0.11896025,0.22882003,0.10832388
120,0.09225753,0.08063401,0.08473294,0.19446301,0.06128041,0.4866321
121,0.22702639,0.25038123,0.13447985,0.056994177,0.25200507,0.07911327
122,0.12216146,0.36625713,0.09970897,0.25111592,0.09490028,0.06585626
123,0.20054169,0.1886348,0.20064294,0.17441209,0.053524353,0.18224408
124,0.078922965,0.24549139,0.118147545,0.21135756,0.2903014,0.05577912
125,0.26195097,0.17025019,0.18811461,0.20308371,0.11913613,0.057464357
126,0.12145663,0.21597481,0.27509755,0.17981605,0.16207454,0.04558044
127,0.11378363,0.20832898,0.067414865,0.10497589,0.43115148,0.074345194
128,0.27758315,0.13343786,0.21902235,0.06411673,0.065155946,0.24068396
129,0.08750302,0.27015463,0.04890609,0.3788358,0.11905009,0.09555042
130,0.09463369,0.13676299,0.15750754,0.08543645,0.31362438,0.21203505
131,0.106746905,0.3192164,0.12227037,0.2595164,0.094069086,0.09818085
132,0.1179453,0.08450263,0.19013782,0.22826806,0.05229,0.32685617
133,0.07264053,0.18257555,0.3939371,0.09310099,0.16461773,0.0931281
134,0.09066533,0.31401372,0.058298185,0.14883396,0.30516344,0.08302534
135,0.18361247,0.103807546,0.189681,0.29041663,0.11138948,0.12109294
136,0.073983796,0.051015675,0.052114952,0.24737561,0.05554136,0.5199686
137,0.06380723,0.09262447,0.2373858,0.19047107,0.18776251,0.22794886
138,0.115835145,0.1621708,0.16927014,0.2039591,0.11152086,0.23724392
139,0.119712055,0.087566584,0.25816667,0.22567025,0.25466186,0.054222587
140,0.10432816,0.06853739,0.041119974,0.31441122,0.058508147,0.4130951
141,0.13241407,0.27902147,0.054622397,0.2507821,0.15285677,0.13030317
142,0.15168425,0.16099858,0.10569336,0.25622523,0.15601327,0.16938534
143,0.109066084,0.25297534,0.35032758,0.056431767,0.12941378,0.10178547
144,0.26372665,0.18948525,0.1720719,0.06916182,0.07206141,0.23349297
145,0.20259663,0.22078921,0.09360341,0.051311366,0.24071366,0.1909857
146,0.11957308,0.09845884,0.06365983,0.17654775,0.27566096,0.26609948
147,0.19451693,0.25368556,0.1984756,0.05730943,0.18938749,0.10662501
148,0.15093927,0.343475,0.17544253,0.10538733,0.104291774,0.120464064
149,0.07913444,0.123114556,0.10950614,0.23893861,0.40358418,0.045722056
150,0.22261362,0.20213845,0.2010146,0.11548511,0.068659976,0.1900882
151,0.081066824,0.09762426,0.11383768,0.26283866,0.18897176,0.25566086
152,0.07316405,0.13909046,0.10731753,0.27680847,0.20770977,0.19590974
153,0.19400132,0.06596369,0.20416011,0.12643482,0.25082067,0.15861936
154,0.064236045,0.11692856,0.1653189,0.2033847,0.2005771,0.24955462
155,0.057065733,0.1970163,0.19205077,0.06689351,0.2972988,0.18967488
156,0.08328787,0.15140995,0.14766331,0.20974974,0.24730788,0.16058129
157,0.22819577,0.088421635,0.18934183,0.24897562,0.04804188,0.1970232
158,0.20048693,0.29961023,0.1409873,0.08833977,0.123590164,0.14698559
159,0.10061515,0.091394015,0.113409504,0.17866196,0.2133597,0.30255964
160,0.23028563,0.1335865,0.10775757,0.343897,0.12858172,0.05589151
161,0.2209934,0.15532623,0.27967334,0.12843578,0.08990632,0.12566493
162,0.18788874,0.08943549,0.1774707,0.04495483,0.35630465,0.14394557
163,0.32232836,0.13066243,0.050107583,0.36835653,0.07309584,0.05544929
164,0.21634991,0.16819493,0.22513811,0.12932795,0.06846945,0.19251962
165,0.22422254,0.09139522,0.3694055,0.18144892,0.07685072,0.056677073
166,0.19973166,0.17515554,0.087541506,0.09844485,0.3656206,0.07350589
167,0.17755874,0.10877972,0.09475322,0.2685439,0.18323961,0.16712484
168,0.20254539,0.07366665,0.16416633,0.13318397,0.19151556,0.23492205
169,0.12250417,0.26685685,0.26623264,0.22476415,0.07143782,0.04820432
170,0.12931342,0.12681706,0.2138162,0.047931243,0.25134718,0.23077486
171,0.099772766,0.21521518,0.11315753,0.18058127,0.21214469,0.17912857
172,0.09081512,0.25506335,0.14126283,0.3331353,0.06310405,0.116619326
173,0.24506213,0.16272905,0.15932402,0.14103384,0.17731622,0.1145347
174,0.21472612,0.37902552,0.054837495,0.17095439,0.06695702,0.113499455
175,0.056086857,0.19780545,0.24141268,0.15856594,0.22174935,0.12437978
176,0.056668676,0.08847108,0.1938968,0.27424315,0.101006605,0.28571367
177,0.08122829,0.13854326,0.34393463,0.21421498,0.1564759,0.06560299
178,0.0619268,0.20290205,0.10000606,0.30611348,0.08441141,0.24464022
179,0.1370558,0.14541152,0.27857077,0.06837939,0.045837615,0.32474488
180,0.1567559,0.13614672,0.26768443,0.04770564,0.28501898,0.10668834
181,0.24836497,0.13348818,0.0979626,0.2591146,0.04828683,0.21278279
182,0.06815774,0.11048029,0.18287227,0.18236104,0.33848676,0.11764187
183,0.16093828,0.18008189,0.16827932,0.050023127,0.3422727,0.09840468
184,0.21383357,0.12801695,0.07797534,0.32886052,0.067628786,0.1836849
185,0.06727524,0.18885945,0.20881833,0.22281241,0.25641507,0.05581949
186,0.19781226,0.057501446,0.26623338,0.20272456,0.1412958,0.13443254
187,0.41213897,0.1203057,0.2090979,0.14182852,0.051969282,0.06465961
188,0.1308386,0.21049562,0.26729888,0.10218825,0.21101934,0.07815928
189,0.30481538,0.23811571,0.12333597,0.06421964,0.1766456,0.092867754
190,0.13252641,0.20478897,0.059132084,0.11275828,0.24391855,0.24687569
191,0.064752385,0.25234264,0.12903552,0.23954073,0.12439352,0.18993522
192,0.14224039,0.12555596,0.16113918,0.21961282,0.2564827,0.09496895
193,0.16444655,0.14418414,0.15011013,0.2673029,0.16411242,0.10984384
194,0.29445228,0.08662013,0.11104877,0.16379173,0.1363677,0.20771942
195,0.09330055,0.2870159,0.28786743,0.14444298,0.12325859,0.06411453
196,0.09653744,0.2064759,0.22005251,0.10785664,0.102621816,0.26645568
197,0.097959146,0.08960628,0.16111766,0.31808534,0.1578656,0.17536598
198,0.05704123,0.25555667,0.23044996,0.10810037,0.15182008,0.19703168
199,0.19460043,0.191676,0.09050475,0.1483282,0.20280758,0.17208308
200,0.059039827,0.25742286,0.09464578,0.13241176,0.3553998,0.101079926
201,0.1829439,0.14708416,0.052328043,0.2278753,0.17693993,0.21282862
202,0.18616971,0.19620167,0.119790986,0.06688437,0.26682213,0.16413116
203,0.07771794,0.37946767,0.25213665,0.14738366,0.07018959,0.0731045
204,0.27990746,0.05022776,0.16379571,0.18843383,0.16488232,0.15275295
205,0.14158307,0.047905322,0.10389328,0.22846626,0.26840404,0.20974803
206,0.21311268,0.15867215,0.16064002,0.21116596,0.048109237,0.20829998
207,0.2861437,0.17556725,0.05469994,0.13455482,0.22241656,0.12661776
208,0.08046321,0.30661035,0.20239532,0.13215454,0.12480441,0.15357214
209,0.13264278,0.3528983,0.16232356,0.119322166,0.07572365,0.15708955
210,0.13588117,0.2286311,0.15696755,0.100084476,0.09889344,0.27954227
211,0.12663163,0.14935315,0.26734385,0.093249224,0.28275257,0.080669574
212,0.15038511,0.11059846,0.11873324,0.10768855,0.22696102,0.28563365
213,0.26319605,0.057941936,0.14478923,0.24822758,0.09313992,0.19270524
214,0.22493103,0.26165342,0.10772791,0.14952576,0.12412787,0.13203397
215,0.14354894,0.29100952,0.046956457,0.27841866,0.13760158,0.102464825
216,0.14873782,0.25465822,0.09314537,0.26813436,0.13895026,0.09637395
217,0.1467944,0.12094961,0.06158963,0.11565359,0.2056785,0.3493342
218,0.13657793,0.1583498,0.07115897,0.38184422,0.13166313,0.120405994
219,0.1539828,0.069342196,0.08298931,0.29602295,0.15259643,0.24506634
220,0.23471831,0.14248246,0.21919505,0.07958078,0.089652136,0.23437124
221,0.15303338,0.45491835,0.058929052,0.12950099,0.109145,0.09447323
222,0.17260674,0.0729144,0.19429828,0.26142108,0.08469973,0.21405977
223,0.13195466,0.18278714,0.07910293,0.08591199,0.3262462,0.19399706
224,0.14355004,0.26403564,0.21017934,0.07657331,0.21945484,0.08620679
225,0.3342222,0.06121429,0.21305498,0.09561297,0.04423465,0.25166094
226,0.19525479,0.0627506,0.14667511,0.1403842,0.089061424,0.36587384
227,0.11258757,0.2470675,0.06321359,0.17160769,0.06520429,0.3403194
228,0.083403945,0.16085784,0.22123379,0.088034764,0.21040548,0.23606421
229,0.35005617,0.09066685,0.088875294,0.17559572,0.07838792,0.21641801
230,0.2023565,0.2375912,0.08150531,0.2217236,0.13003804,0.12678535
231,0.0762418,0.26043695,0.0759441,0.2172905,0.28495878,0.085127875
232,0.16690734,0.24587789,0.053325254,0.21401739,0.09083707,0.22903503
233,0.12954672,0.11149124,0.24199058,0.123622485,0.31598395,0.077365026
234,0.23245847,0.07897438,0.22659512,0.21468906,0.18307182,0.06421109
235,0.14121667,0.2373218,0.052617386,0.23333879,0.18925525,0.14625017
236,0.11977343,0.067283936,0.058724806,0.24315315,0.3801887,0.13087608
237,0.14882949,0.06420008,0.27762708,0.12726556,0.13603844,0.24603935
238,0.16241226,0.06849663,0.21818955,0.23658499,0.05060465,0.26371193
239,0.13715367,0.21750455,0.0925103,0.22381082,0.18098055,0.14804007
240,0.3090005,0.21468878,0.113381736,0.17872109,0.09241336,0.09179457
241,0.2623205,0.25283507,0.1453724,0.06117405,0.2260991,0.052198824
242,0.1330279,0.17816041,0.12273661,0.060077652,0.26208228,0.24391516
243,0.09781833,0.2921835,0.16180754,0.06649945,0.29044166,0.09124953
244,0.06846097,0.22672983,0.17291844,0.15879077,0.20844491,0.16465512
245,0.10896453,0.0799029,0.25380233,0.18486086,0.2112816,0.1611878
246,0.12983453,0.16635749,0.054779004,0.18990074,0.21570013,0.24342813
247,0.20853788,0.2384941,0.12303689,0.06328442,0.07748881,0.2891579
248,0.08030823,0.14813134,0.30959764,0.21304815,0.1794323,0.06948232
249,0.084413305,0.078575015,0.31054002,0.15271595,0.20930886,0.16444686
