,CCC,RMSE,CORR
0,0.940466484057803,0.033576661667761035,0.940816338378704
1,0.9304230418089338,0.03610464287955053,0.9316303646029245
2,0.8965987182819938,0.04363570163559084,0.9021660116636301
3,0.9260963524180621,0.037524140732287374,0.9303799745741455
4,0.8354662220232686,0.06093318748235419,0.8486098699309763
5,0.926211438517142,0.037737963348115196,0.9328389579709526
6,0.9575046840824744,0.026447629999017157,0.9586370462216686
7,0.9377963832105735,0.035373801457510456,0.9474225933134053
8,0.9436159497747076,0.034204105327320794,0.9586943469722098
9,0.92994146711491,0.03661962900229392,0.9309203627748031
10,0.920092066672153,0.04050188239025574,0.9256102157832934
11,0.912288402112622,0.040171591067544005,0.9130584034668978
12,0.9203655933556129,0.036958082784799874,0.9223282005002993
13,0.9593217099764454,0.027038381642511995,0.9658936977371295
14,0.9419451077033221,0.033845174203455154,0.972144223814704
15,0.8533262058068889,0.050703667892636244,0.8604439440564111
16,0.9510908554024808,0.029603864180276787,0.9533682965852504
17,0.9670142408926883,0.02601754481630813,0.9695211257178185
18,0.8386484690858866,0.052143059636806724,0.859597776648701
19,0.8213508493483235,0.05712523586293101,0.8263599691203618
