,AV1,AV2,AV3,BA,FI1,FI2,HS,IM1,IM2,IM3,IM4,PE1,PE2,VA1,VA2,VA3
0,0.06818169,0.12676612,0.06055226,0.09896409,0.031397905,0.035394184,0.038382664,0.080691986,0.083859555,0.14570282,0.051094443,0.053807013,0.029641947,0.028818134,0.026859032,0.03988619
1,0.05283003,0.0395791,0.052557457,0.07409023,0.04829465,0.03628347,0.03634659,0.05209902,0.0705643,0.14265257,0.068485446,0.053012885,0.034843035,0.108492315,0.089666426,0.04020246
2,0.02380827,0.024058586,0.05409903,0.04347278,0.12976116,0.10276847,0.033362985,0.032967042,0.13112976,0.053291183,0.07172666,0.064498715,0.066420585,0.040147983,0.086502776,0.041984
3,0.06003065,0.06144352,0.06345667,0.061562415,0.08227166,0.09241418,0.061472192,0.07578244,0.051117074,0.080367796,0.048393227,0.062275857,0.03379082,0.039922472,0.03168666,0.09401237
4,0.0475491,0.08842645,0.047944352,0.033347532,0.09518218,0.14544885,0.04799864,0.11357718,0.103379585,0.086751945,0.062568754,0.05397291,0.03225101,0.0038671647,0.014451469,0.023282781
5,0.054382827,0.07313052,0.08308819,0.06749507,0.03949392,0.030055217,0.05472363,0.050677344,0.047513463,0.08033414,0.058149412,0.06421294,0.09498126,0.07558213,0.07270782,0.05347209
6,0.046768643,0.06811816,0.10154096,0.121795,0.043739084,0.032446634,0.07088522,0.018744802,0.04196962,0.037200727,0.07762389,0.08569745,0.076258756,0.046495266,0.09450783,0.036207892
7,0.017895078,0.052916374,0.0855901,0.041672874,0.13082579,0.2001351,0.041611783,0.035539255,0.102874994,0.03978297,0.053657595,0.053657524,0.04859069,0.012220329,0.062730625,0.020298827
8,0.082583934,0.053648166,0.064509846,0.07755161,0.070480585,0.09486728,0.057511367,0.02883338,0.024563873,0.033443496,0.02637465,0.037260033,0.077883445,0.05155537,0.108940296,0.109992765
9,0.07455393,0.07506905,0.10172237,0.098525815,0.051337767,0.13034852,0.071830444,0.042961337,0.04155031,0.042895567,0.03445466,0.054080077,0.041534334,0.017439224,0.080194786,0.0415018
