,AV1,AV2,AV3,BA,FI1,FI2,HS,IM1,IM2,IM3,IM4,PE1,PE2,VA1,VA2,VA3
0,0.019982368,0.049060363,0.06025154,0.09674634,0.12723574,0.18506978,0.028123029,0.012707366,0.029826794,0.0684307,0.014028667,0.06939234,0.035152506,0.03835733,0.07194394,0.093691185
1,0.036377013,0.0553864,0.04467427,0.051398844,0.076218545,0.04872121,0.068269685,0.05073018,0.05095266,0.087724485,0.058831472,0.07923512,0.04347292,0.10133629,0.0645421,0.08212883
2,0.07109796,0.053928524,0.07016929,0.047561374,0.02818898,0.024867922,0.0604405,0.13069205,0.09654112,0.11715429,0.134412,0.04491571,0.031426314,0.0328799,0.020003313,0.035720747
3,0.019659318,0.049725186,0.06573759,0.09424784,0.066726744,0.17445265,0.026095862,0.050450604,0.0563555,0.10740666,0.021821346,0.05226062,0.12163896,0.01373187,0.050996,0.028693283
4,0.08988519,0.09771738,0.050820697,0.03334585,0.055933043,0.051750068,0.07408122,0.04806271,0.054029968,0.06212284,0.04171683,0.04829184,0.033593364,0.09325343,0.074413285,0.0909823
5,0.053843774,0.041110758,0.07683403,0.09630571,0.07099062,0.078508675,0.037632443,0.04149542,0.08016308,0.07387882,0.033131976,0.044157665,0.059812132,0.062155124,0.08524864,0.06473118
6,0.06287118,0.045823846,0.08828735,0.067684166,0.12496301,0.05132764,0.051365618,0.034806408,0.05591505,0.09392405,0.068871684,0.05890522,0.04192052,0.035660923,0.034573283,0.083100036
7,0.10167849,0.063481264,0.04831263,0.031995647,0.0600886,0.048416384,0.05630646,0.10481865,0.0683886,0.08002369,0.07969678,0.044922743,0.037456673,0.053917784,0.04219742,0.0782981
8,0.05837443,0.048678465,0.083880134,0.048244484,0.056191567,0.067248166,0.04442644,0.061826814,0.07646897,0.05492337,0.07348897,0.043036636,0.065718286,0.08222122,0.061685618,0.07358641
9,0.073997825,0.07045629,0.08141411,0.04171133,0.03805099,0.04763905,0.055590402,0.08858054,0.0691592,0.09174456,0.038641345,0.040728696,0.034723133,0.08170126,0.046905663,0.0989555
10,0.053299803,0.032554336,0.04063953,0.027375618,0.07674133,0.049359474,0.05871092,0.063521445,0.07166187,0.06956199,0.059026033,0.049347047,0.023406351,0.114392355,0.05405448,0.15634744
11,0.020487884,0.019483833,0.05430366,0.045232043,0.1684841,0.07796239,0.03043044,0.03726121,0.10974068,0.08619655,0.019230712,0.040929772,0.111560754,0.039631244,0.097069666,0.041995056
12,0.08336277,0.06167775,0.037780806,0.024346426,0.064698376,0.08405461,0.048130486,0.09818676,0.06736859,0.09919952,0.051104665,0.04190736,0.040451128,0.055089828,0.05350013,0.089140825
13,0.07725695,0.09771049,0.06992058,0.06214629,0.1019227,0.099649355,0.063119985,0.014195303,0.050009478,0.048129912,0.03905472,0.035812266,0.035729293,0.03790496,0.1427805,0.024657207
14,0.040246796,0.02248422,0.034148388,0.030456487,0.05725455,0.03871363,0.043161515,0.09791851,0.124692395,0.086898826,0.08382975,0.05752426,0.08420297,0.08046093,0.051322035,0.06668467
15,0.09611891,0.05045086,0.029387634,0.029751882,0.06520043,0.058234487,0.06920323,0.067700334,0.14723338,0.06383156,0.1136944,0.026141843,0.032222014,0.039560836,0.074326046,0.036942177
16,0.03054365,0.06237594,0.03910604,0.04865798,0.19045494,0.098415285,0.05814757,0.01535424,0.024247466,0.03893937,0.020194754,0.07704603,0.064998776,0.043281645,0.10217927,0.08605702
17,0.11841016,0.061209623,0.062427204,0.0381365,0.06278319,0.060992695,0.091373846,0.04432755,0.063054934,0.043110907,0.055257913,0.034396064,0.05664048,0.058951374,0.11287174,0.03605587
18,0.04334495,0.07002995,0.05353178,0.05635222,0.07269035,0.04047255,0.06933823,0.03502243,0.04134236,0.043081712,0.053628314,0.05512438,0.06371939,0.07696122,0.09188655,0.1334736
19,0.091607444,0.10006466,0.08952843,0.086714074,0.05683336,0.039372504,0.05075251,0.02028146,0.021779964,0.03920082,0.017037347,0.07052592,0.04787372,0.090010256,0.13447669,0.04394089
20,0.050733276,0.03879712,0.09112392,0.089779265,0.074292794,0.0557392,0.06621294,0.02237057,0.04185436,0.053035095,0.029735895,0.083805084,0.03513402,0.0917225,0.084708996,0.090955004
21,0.08058381,0.04254979,0.07566073,0.07531562,0.055958312,0.030786887,0.061789535,0.051706307,0.051592816,0.056977823,0.08941741,0.073383115,0.039387595,0.082213774,0.053227928,0.07944854
22,0.08536984,0.14604758,0.056671362,0.036743335,0.06618413,0.06619024,0.056365453,0.050890155,0.046956416,0.08161575,0.047634065,0.06260211,0.030666253,0.053431224,0.04899798,0.063634075
23,0.073591724,0.07230048,0.064721555,0.15956925,0.078187175,0.05187853,0.06640985,0.026397508,0.09561436,0.07282442,0.03474236,0.03962549,0.024398617,0.028518138,0.08880759,0.02241298
