"","neu","NK","CD4","CD8","B","mono"
"0",0.318379388507209,0.074507250161293,0.0588598933809947,0.398541161990524,0.0545338486289186,0.095178457331061
"1",0.0718375781883284,0.25430106995031,0.12581707174559,0.0911746484073089,0.196170166409743,0.260699465298719
"2",0.286866031489647,0.304985762714575,0,0.217837687499206,0,0.190310518296572
"3",0.226519447029868,0.231462327351814,0,0.190446454554367,0.0975431286560653,0.254028642407886
"4",0.0145091779621264,0.283173125579751,0.0333073810905066,0.183077493163061,0.140581902581384,0.345350919623171
"5",0.0633662259177329,0.23450010517175,0.140166648557855,0.44335436274841,0.0900952278220213,0.0285174297822318
"6",0.00111454713193567,0.233479255190188,0.178799214110741,0.260582358209449,0.0901008802745421,0.235923745083145
"7",0.274497211686495,0.170088161750742,0.0309566770420223,0.31365074481035,0.0886488126499385,0.122158392060452
"8",0.167504598631808,0.180768763704396,0.226897096319036,0.0056961828645841,0.393495678484385,0.0256376799957903
"9",0.0156949850932548,0.220154698656189,0.130223360211996,0.129798287690259,0.232154812025026,0.271973856323275
"10",0.21385488994367,0.0799741327027729,0.0571932499496354,0.268151987949555,0.211001223074969,0.169824516379398
"11",0.324808314761427,0.312134602333857,0.189844533593324,0.061336200033192,0.0823027324607595,0.0295736168174408
"12",0.157364466185549,0.064513306498289,0.0242843424706629,0.300640348614889,0.138917758501026,0.314279777729583
"13",0.0890477618705436,0.210357134771308,0.00620935256435193,0.340129637844816,0.0381295260222882,0.316126586926693
"14",0,0.291698039318275,0.0517415675203638,0.292420689883779,0.248299917498876,0.115839785778707
"15",0.13539383862804,0.346822321832761,0.35164919740022,0.0705982014105816,0.042929733922384,0.0526067068060134
"16",0.112169503037102,0.207454661447371,0.154249399649875,0.112346076256851,0.183472250378478,0.230308109230323
"17",0.161639189328351,0.273925927643354,0.199108479088109,0.0219555060712315,0.103549476054057,0.239821421814898
"18",0.320902597184263,0.308199028473322,0.112222403614373,0.175036669276382,0.0383719806193776,0.0452673208322831
"19",0.117890393469822,0.458675212350476,0.0752125714558964,0.161938511742545,0.125554716055741,0.0607285949255196
"20",0.156122062571626,0.0721071688949514,0.197988481059546,0.160147230814783,0.237114979524571,0.176520077134523
"21",0.0352191784295994,0.194570307838445,0.0954383474903439,0.262656521205939,0.0281967045306245,0.383918940505048
"22",0.118862283554581,0.0269181313719606,0.0970234760195349,0.160204033698558,0.270727765574017,0.326264309781349
"23",0.208963992287434,0.228993886440929,0.190319883261336,0.21980889922036,0.11451744071491,0.0373958980750311
"24",0.348369214591154,0.289793314717092,0.0113551984097188,0.101784255284978,0.113528696609903,0.135169320387155
"25",0.301671108331699,0.0583823486193014,0.0161764339224532,0.146552580639749,0.291139552128028,0.186077976358769
"26",0.245703705496091,0.320176121240674,0.0412448254048124,0.261136752660482,0.0493623995189863,0.0823761956789541
"27",0.22102781179881,0.183749489000101,0.174406464872295,0.144163121674633,0.146126915674418,0.130526196979743
"28",0.171082762803352,0.0755611089843613,0.0987351738737487,0.141584446073458,0.211128188440408,0.301908319824671
"29",0.0771081890065835,0.306391920012787,0.391981604931588,0.165939106955587,0.020245793012658,0.0383333860807969
"30",0.166770401944672,0.215265919237154,0.0413079274233885,0.209785853188344,0.261679129873249,0.105190768333192
"31",0.100538479640418,0.0707343412068527,0.38173737965911,0.156295037617939,0.0477417758945423,0.242952985981139
"32",0.251268318310669,0.166552572323599,0.024632429726976,0.224619096514752,0.105176299042125,0.22775128408188
"33",0.209455173850556,0.0814330417113411,0.252351190572372,0.069488920108394,0.261103702806288,0.126167970951049
"34",0.361725222908959,0.1353538096514,0.208810207260707,0.0476065069079076,0.22880291524235,0.0177013380286763
"35",0.291331478780105,0.184585211979329,0.0565806007391532,0.122170932107028,0.170809076346427,0.174522700047959
"36",0.158271781518309,0.244752454047063,0.00974225831368527,0.169120143220912,0.185932442351403,0.232180920548629
"37",0.125337286030752,0.0994857124219457,0.27902086488081,0.324765852158077,0.136500800096789,0.0348894844116257
"38",0.179075862398348,0.143539593659307,0.139149687634918,0.144417001141152,0.0446828363695602,0.349135018796714
"39",0.169127326383556,0.200702934516176,0.220148431995019,0.0908178681025084,0.198410055596874,0.120793383405866
"40",0.118571053213422,0.259311886582345,0.294566557242178,0.185975610351477,0.0179267768763979,0.12364811573418
"41",0.148685488221562,0.177774775755606,0.336894742409376,0.246414517353948,0.0596893777791341,0.0305410984803727
"42",0.168635385216242,0.0700111456968988,0.164958223552012,0.201475391101822,0.0999827504539842,0.294937103979041
"43",0.202834606878557,0.260941954443518,0.0549884811512725,0.153552707702031,0.0410153748331633,0.286666874991457
"44",0.0982037619219574,0.204116302905443,0.146413319793539,0.199352331916114,0.1220962937389,0.229817989724046
"45",0.0334134224424113,0.237720069995707,0.302217939905009,0.0340299263087483,0.126080762589069,0.266537878759055
"46",0.0476428397177494,0.329345535114519,0.019278591766723,0.212551820214568,0.308823661195273,0.0823575519911676
"47",0.0480272225842611,0.412983835615933,0.200287829081196,0.0162776291207088,0.308091226117336,0.0143322574805657
"48",0.398045460799564,0.178153233357338,0.0822571318976307,0.192258283000627,0,0.14928589094484
"49",0.188300786906869,0.17359277372096,0.0814333010446809,0.223820400054748,0.0805715912694939,0.252281147003248
"50",0,0.129999062973856,0.160746688449579,0.326502832471174,0.170614541632832,0.21213687447256
"51",0.219419175004205,0.158490652172583,0.194922457185918,0.164165787007912,0.102256442494757,0.160745486134627
