,AV1,AV2,AV3,BA,FI1,FI2,HS,IM1,IM2,IM3,IM4,PE1,PE2,VA1,VA2,VA3
0,0.055855755,0.055891838,0.058989454,0.06878629,0.06781121,0.0746157,0.057677366,0.059754465,0.06412098,0.06142564,0.06075264,0.06895894,0.07147906,0.05524543,0.06042318,0.05821206
1,0.053059105,0.051660676,0.051477596,0.055310793,0.068585366,0.07461615,0.053042777,0.06987698,0.07059116,0.06720261,0.059887275,0.063398845,0.072602645,0.062516816,0.06465586,0.061515383
2,0.057592627,0.05667321,0.057442207,0.06021568,0.066059865,0.07127661,0.05740823,0.06798542,0.06954868,0.06623361,0.0626171,0.06246994,0.06821791,0.057502963,0.060152262,0.058603633
3,0.05764128,0.05702446,0.05823676,0.06316855,0.06460054,0.06892427,0.057627827,0.06482809,0.066193,0.064739,0.060914174,0.063537784,0.0684148,0.060442973,0.06353,0.06017649
4,0.0517017,0.050177414,0.05207027,0.060562674,0.06925853,0.076992705,0.0510543,0.06998886,0.07215184,0.06679315,0.06218442,0.065927766,0.074356124,0.05689774,0.062618986,0.057263505
5,0.058910746,0.058813926,0.059542004,0.060610943,0.06592862,0.07080934,0.061060395,0.063885786,0.0661456,0.06395227,0.061734233,0.06256337,0.066975325,0.058232874,0.05963099,0.061203565
6,0.06710572,0.06667711,0.0649635,0.0579736,0.060926016,0.062376697,0.06847016,0.06587411,0.06553157,0.065446384,0.06209821,0.056682523,0.059423126,0.059053045,0.057416826,0.059981357
7,0.06361467,0.06496324,0.064977,0.06458836,0.061924193,0.06398414,0.0668812,0.058139924,0.059837602,0.061264064,0.059555914,0.06281827,0.0629643,0.060980394,0.060348853,0.06315786
8,0.054485194,0.053599104,0.05415335,0.058215316,0.068320744,0.07464857,0.05510568,0.06657076,0.06801963,0.06538491,0.059662834,0.06361957,0.071021944,0.061628405,0.06360357,0.061960455
9,0.06350337,0.063863605,0.061689384,0.057561576,0.059468385,0.05975409,0.06451415,0.06711153,0.06547474,0.066322595,0.062259,0.058497623,0.06103815,0.06426498,0.061422754,0.06325414
