,AV1,AV2,AV3,BA,FI1,FI2,HS,IM1,IM2,IM3,IM4,PE1,PE2,VA1,VA2,VA3
0,0.06746403,0.0686539,0.06959181,0.06737285,0.059724484,0.05614488,0.065806106,0.0636097,0.062924884,0.065178335,0.06482453,0.059264295,0.056936756,0.057243735,0.056452826,0.05880689
1,0.06158116,0.06172571,0.06224632,0.06449231,0.062843464,0.059682585,0.059246786,0.06486941,0.06388013,0.06613577,0.06357383,0.061391305,0.06059834,0.06291427,0.06295016,0.061868448
2,0.055598143,0.05559881,0.056150217,0.06316393,0.07131089,0.07150185,0.054196607,0.0666088,0.06647316,0.0657188,0.061437592,0.064745136,0.06652003,0.05872059,0.062196318,0.06005912
3,0.06278961,0.06384933,0.064342074,0.06504109,0.065749906,0.06408749,0.06227433,0.06339947,0.06360194,0.06462626,0.06239403,0.060942195,0.060540263,0.05778027,0.05818318,0.060398575
4,0.06176859,0.06203535,0.062081322,0.06401825,0.06924211,0.06954676,0.06071461,0.06763468,0.06774817,0.06601976,0.06287282,0.060500044,0.06223085,0.05240927,0.05502634,0.056151032
5,0.06432243,0.06502171,0.06561813,0.06525012,0.062495444,0.05954368,0.06341502,0.06282501,0.06240668,0.06473342,0.06300506,0.060810834,0.059769884,0.060192775,0.059713654,0.060876165
6,0.06646358,0.06833386,0.07136599,0.07159591,0.05982007,0.056370262,0.06728584,0.05799015,0.058508165,0.061926063,0.063234895,0.062334124,0.058244728,0.05856189,0.058003694,0.05996077
7,0.058999676,0.05948475,0.060929786,0.066066444,0.070611484,0.071531594,0.057886124,0.06543219,0.06595979,0.064882874,0.06186558,0.062248785,0.0639379,0.05452182,0.0580391,0.05760208
8,0.06358312,0.06419858,0.06528728,0.06665717,0.06426479,0.062230956,0.062492914,0.06011167,0.06068719,0.06324089,0.061393257,0.060919948,0.060483616,0.060774922,0.061166406,0.06250731
9,0.06582786,0.06699971,0.069724865,0.07044503,0.062929325,0.06127057,0.065416604,0.060560584,0.06122663,0.06305233,0.06292964,0.060213033,0.05860256,0.05566984,0.056674518,0.058456928
10,0.06863144,0.069737,0.06921121,0.06407609,0.05814958,0.05350215,0.06772781,0.05900263,0.058804035,0.06367794,0.06237794,0.0585156,0.05576066,0.064925514,0.061221235,0.06467916
11,0.061644193,0.061698705,0.060160816,0.06015239,0.06734063,0.06583332,0.05975455,0.06528073,0.06484516,0.065801024,0.061254624,0.060568333,0.062032785,0.060460933,0.06077946,0.062392328
12,0.061428685,0.06204364,0.063100815,0.06575728,0.065375775,0.06377615,0.059965834,0.06628992,0.065471664,0.06566015,0.06345523,0.062061295,0.062116317,0.056877434,0.058759842,0.057859946
13,0.06285806,0.063594155,0.064897984,0.06791161,0.06568587,0.06399542,0.06196584,0.06204309,0.062501594,0.06404316,0.061759192,0.061918065,0.06181768,0.057087973,0.058921356,0.058998976
14,0.055811577,0.0558217,0.057863202,0.06843548,0.07267367,0.07336413,0.054660838,0.06526224,0.06554759,0.06510606,0.060759403,0.067289606,0.067933336,0.053901255,0.059133217,0.056436673
15,0.063954435,0.06397127,0.063107766,0.06227716,0.06446264,0.062527865,0.061789796,0.065826915,0.065260865,0.06603002,0.062791854,0.058907997,0.0602033,0.05912039,0.059758835,0.060008902
16,0.061594486,0.062053327,0.0622182,0.064027354,0.06650988,0.06495035,0.06031355,0.064623296,0.06445258,0.06528382,0.062193967,0.061282735,0.06156034,0.05872647,0.059588853,0.060620792
17,0.06250783,0.06373496,0.06646377,0.06997147,0.06487101,0.06358029,0.06128415,0.06656096,0.06648983,0.06552915,0.06576793,0.06243513,0.060241,0.051725153,0.053743903,0.055093404
18,0.062405977,0.062433485,0.060354505,0.05922042,0.062667556,0.058700047,0.060221225,0.065250754,0.064020395,0.06622998,0.06253024,0.060713697,0.060587354,0.066058554,0.06449454,0.06411125
19,0.06527825,0.06591471,0.06676972,0.06667234,0.06434161,0.06269528,0.06342121,0.06309591,0.06385005,0.06502734,0.06338059,0.0589008,0.058691513,0.055889104,0.056777593,0.05929392
20,0.061990928,0.062040903,0.060873527,0.061704427,0.06890535,0.067890935,0.060692295,0.063574135,0.06470002,0.065299414,0.06125648,0.060011968,0.061534125,0.058321096,0.059589844,0.06161452
21,0.063080624,0.06379669,0.062849656,0.06193851,0.06643855,0.06450631,0.06281264,0.06109738,0.062212132,0.06374196,0.061187685,0.059981577,0.06018203,0.061210047,0.061183434,0.0637808
22,0.062405836,0.0629735,0.06327971,0.06405085,0.06466427,0.0625093,0.06155133,0.06504513,0.06453935,0.065385655,0.06312466,0.060729254,0.060615234,0.05933363,0.059632,0.060160283
23,0.064521946,0.06575795,0.06975984,0.07437518,0.06395666,0.06237322,0.06481843,0.058277775,0.059360817,0.061734177,0.061364166,0.06318223,0.060974147,0.054959692,0.0571942,0.05738954
24,0.06521456,0.06588442,0.066269144,0.06460393,0.0646621,0.06294272,0.06472392,0.06341759,0.06385423,0.065045826,0.062842146,0.058485284,0.058611043,0.056815773,0.056831926,0.059795376
25,0.06686493,0.067874104,0.06655425,0.061174743,0.06054801,0.056793034,0.06637677,0.06315816,0.06272926,0.064962775,0.06365163,0.05776082,0.05679909,0.062314276,0.059465922,0.0629722
26,0.060456976,0.06182211,0.06438085,0.0694036,0.06688117,0.0659713,0.059685178,0.06481539,0.064893335,0.06484442,0.06414357,0.06457644,0.061785847,0.053610213,0.05534462,0.05738501
27,0.068674825,0.06977832,0.07044946,0.065621465,0.06152022,0.05910858,0.068709366,0.060651798,0.061236188,0.063561015,0.062846884,0.05705751,0.056319818,0.057607807,0.05662004,0.060236644
28,0.062751286,0.06370962,0.06378391,0.064644605,0.06444395,0.061532922,0.06217855,0.061208554,0.06123433,0.06416825,0.06140685,0.06240596,0.060993582,0.061560616,0.06103857,0.06293844
29,0.054177847,0.053639613,0.054381307,0.0635253,0.07151246,0.07187699,0.0518492,0.06839961,0.067585826,0.066752374,0.061465047,0.06528747,0.068174295,0.05879577,0.063579634,0.05899721
30,0.06262763,0.06396965,0.06609692,0.06938247,0.0669934,0.066185825,0.06258973,0.060090445,0.06110622,0.06253161,0.060866587,0.063444726,0.062358562,0.05559073,0.057452895,0.058712658
31,0.05486893,0.054221984,0.053544898,0.060271814,0.075329244,0.07731973,0.053209253,0.06852096,0.06818216,0.06630248,0.059533324,0.064106755,0.0688907,0.056164376,0.06096344,0.058569912
32,0.07395921,0.0762218,0.07581883,0.06502882,0.054930154,0.0498027,0.07420139,0.056555595,0.05687275,0.062194005,0.0629208,0.056266326,0.052140314,0.062418193,0.05688522,0.063783824
33,0.06538158,0.06650792,0.06729522,0.066688925,0.06309126,0.060422175,0.065408096,0.059656184,0.060642533,0.06324315,0.0623379,0.060201313,0.0585728,0.059534803,0.059165865,0.061850324
34,0.0618763,0.06315679,0.066163324,0.07119182,0.06781616,0.067590706,0.06261263,0.059374094,0.060450163,0.06201134,0.060353052,0.065034665,0.06343861,0.054346874,0.056870352,0.05771311
35,0.063683406,0.064563006,0.06623053,0.06821129,0.064080246,0.061983816,0.06232776,0.06161496,0.062241483,0.06443781,0.06295485,0.061050367,0.05956152,0.058027696,0.058510765,0.060520496
36,0.064690515,0.06508842,0.06528567,0.06472318,0.063328534,0.06081889,0.063053004,0.06294251,0.06275297,0.06494767,0.062246133,0.0593811,0.059427574,0.060200885,0.060141046,0.060971897
37,0.058665667,0.05858441,0.057109527,0.05858783,0.06918633,0.068290405,0.057087217,0.06954522,0.06862861,0.06723313,0.062991686,0.060744535,0.062997445,0.059009813,0.060479008,0.06085919
38,0.063059054,0.06398567,0.0650814,0.065460086,0.062938645,0.059983853,0.06260762,0.06042046,0.060619425,0.063628644,0.062363293,0.061263006,0.059486628,0.063102655,0.062060293,0.06393924
