,AV1,AV2,AV3,BA,FI1,FI2,HS,IM1,IM2,IM3,IM4,PE1,PE2,VA1,VA2,VA3
0,0.054812685,0.051423736,0.05089165,0.057554383,0.06717124,0.06680914,0.053355243,0.06781312,0.06710831,0.066390395,0.061416384,0.0636602,0.067194104,0.0699148,0.06724582,0.06723878
1,0.058294315,0.055392306,0.055772673,0.06327035,0.065643944,0.06482982,0.057556182,0.06433394,0.0648384,0.06423752,0.061685238,0.06480393,0.06582806,0.06541346,0.0642594,0.063840464
2,0.056706607,0.052193765,0.054663934,0.06510755,0.07004591,0.072071806,0.055079177,0.06904755,0.070198685,0.06484487,0.0635719,0.065551415,0.06917241,0.05606174,0.05924272,0.056439962
3,0.056479715,0.05257155,0.053012908,0.062247653,0.07162307,0.07373544,0.05475693,0.06511133,0.06704541,0.06418058,0.059801232,0.06453007,0.069314934,0.061098464,0.06286539,0.06162527
4,0.06356327,0.06011046,0.06098756,0.06492425,0.062299035,0.06080156,0.06308636,0.06661609,0.06675338,0.06505958,0.06531759,0.062396068,0.061275758,0.059639722,0.05847827,0.058691073
5,0.05688041,0.052970424,0.051332295,0.05376019,0.066556774,0.06557062,0.055731922,0.0713166,0.06990372,0.067713246,0.063076295,0.06133937,0.064808324,0.068617485,0.064393125,0.06602914
6,0.06376587,0.060161486,0.062126808,0.06645556,0.06345414,0.062718764,0.06320094,0.0663114,0.06678303,0.06418612,0.06581634,0.06176639,0.060734842,0.057329856,0.05688294,0.05830548
7,0.057791665,0.054699615,0.0555302,0.062842906,0.06689447,0.067138605,0.056976452,0.06554117,0.06600048,0.0642351,0.06169834,0.06446831,0.0669468,0.063538656,0.06349204,0.0622052
8,0.05582839,0.052101113,0.05213043,0.05814171,0.069121145,0.0698714,0.05498317,0.070137426,0.07016243,0.06603364,0.06294528,0.06400771,0.06805766,0.06243631,0.062398855,0.061643343
9,0.07182383,0.0689127,0.06631319,0.056684125,0.05708667,0.05378938,0.072115704,0.06996635,0.0669591,0.06646259,0.06697644,0.053582225,0.051597573,0.062297277,0.05453121,0.06090161
10,0.054884594,0.050495084,0.05121567,0.060633194,0.0715639,0.07348604,0.053262934,0.069708504,0.07093444,0.06579744,0.061846692,0.065219305,0.07122117,0.059249222,0.06219549,0.058286346
11,0.0643709,0.06072197,0.060346574,0.060438257,0.062090665,0.06066008,0.06405157,0.06993978,0.06881388,0.06636907,0.065381125,0.06032337,0.06069233,0.059802562,0.057777837,0.05822001
12,0.05967469,0.055060655,0.056701306,0.06485186,0.06959565,0.07158026,0.05834239,0.06768014,0.069729015,0.064384885,0.063317634,0.06348947,0.06676111,0.055046577,0.057882093,0.05590231
13,0.065475784,0.06282646,0.064903714,0.07173038,0.06279987,0.0619145,0.06473535,0.060356632,0.06222999,0.06196788,0.06308034,0.06282952,0.060193982,0.057844218,0.057849504,0.0592619
14,0.057741802,0.053778116,0.052642386,0.05605285,0.06877729,0.06899496,0.0570832,0.068957336,0.06905982,0.0658534,0.061772063,0.061334,0.066076875,0.064970545,0.063372776,0.06353252
15,0.064630575,0.061473254,0.06308208,0.065782756,0.061954606,0.06058095,0.064577155,0.06696975,0.0664017,0.064800724,0.065393515,0.061290916,0.05988179,0.058496617,0.05684284,0.05784083
16,0.059645373,0.055964388,0.057619207,0.06428444,0.06543615,0.06518648,0.059441023,0.068010196,0.06880004,0.06456477,0.06603738,0.064120434,0.06449202,0.05849799,0.059260823,0.058639273
17,0.06541675,0.06332544,0.06335839,0.06535729,0.061575968,0.059788305,0.06537532,0.06151804,0.062209945,0.06278076,0.06272737,0.060625855,0.058889642,0.06340221,0.060273785,0.06337493
18,0.063948676,0.061397996,0.060229644,0.059763227,0.063720256,0.062457006,0.06411126,0.06535234,0.06504504,0.06426688,0.062627204,0.059417382,0.059810676,0.06413254,0.06008571,0.06363411
19,0.06745124,0.06469095,0.06345676,0.05914747,0.058888655,0.056100268,0.067040555,0.06874426,0.06653548,0.06601938,0.06658633,0.056997314,0.05509063,0.06362915,0.057533056,0.062088486
20,0.060121257,0.055556297,0.055655237,0.059957407,0.06847117,0.06903869,0.059716113,0.068960875,0.07008578,0.065485545,0.063634865,0.06186883,0.06491468,0.05866012,0.05875952,0.059113614
21,0.06450875,0.061144855,0.061828975,0.06394371,0.061722267,0.06026315,0.063633986,0.066790976,0.06615391,0.06515731,0.06476652,0.06078223,0.05981532,0.061020307,0.058707558,0.059760194
