,CCC,RMSE,CORR
0,0.8544632546796209,0.1010293183390367,0.8584914200755863
1,0.8497370548949316,0.10705933452972313,0.8616696102406443
2,0.8607119014346291,0.10807722402623583,0.8784560307237643
3,0.8573143269995104,0.1033217712489116,0.8643875624507515
4,0.8503460364238324,0.1065314156304683,0.8562403063929803
5,0.8701189530206866,0.09902295598008372,0.8816308502334114
6,0.9137471631579204,0.07987968420504922,0.9217025040037916
7,0.8554667477856371,0.10339217388499974,0.8642293243928693
8,0.8662142703729628,0.09911753088094673,0.8754654460998164
9,0.833842857728374,0.10830788741732954,0.8402266965407547
10,0.8738749947188866,0.09397617302552644,0.874090660075828
11,0.8386813638402731,0.10589272554165771,0.842745611286236
12,0.8716185503206417,0.09558985582825831,0.8761783862050259
13,0.8689361086811577,0.09858429195852354,0.8753857098219968
14,0.8612374615663029,0.10146328897576157,0.8692501239843377
15,0.8446679398004256,0.11311390990691397,0.8693764404486326
16,0.8794432246702997,0.09290008492053337,0.8861302783374356
17,0.8565388598430219,0.10313907065402778,0.8654365573646032
18,0.846694306430633,0.10893301327002655,0.8568858322578261
19,0.8381682421269834,0.1124052657147962,0.8539513431424688
