"","neu","NK","CD4","CD8","B","mono"
"0",0.138847097738212,0.164378681903482,0.235348536821053,0.378593629721246,0.0449207115832572,0.0379113422327507
"1",0.280959473384057,0.137107870438584,0.115426473211399,0.202953160250578,0.152540404011948,0.111012618703434
"2",0.065806161644868,0.114285661314636,0.0953408403195404,0.325450428888605,0.0215601123706201,0.377556795461731
"3",0.0864210360959247,0.145657285497563,0.143828532950543,0.326797418978809,0.157085381248389,0.14021034522877
"4",0.147785688884195,0.0907963267782962,0.235831286829031,0.216257280095391,0.139879682582868,0.169449734830219
"5",0.204642795236384,0.0950842601996372,0.00969143143593304,0.157319050091942,0.182076412701294,0.35118605033481
"6",0.176851764484965,0.114480552560934,0.0907455387910642,0.172477873098877,0.174858192968883,0.270586078095277
"7",0.113854399573808,0.0640624437869828,0.0398342826071803,0.283512523256071,0.138625512556976,0.360110838218983
"8",0.134814538359501,0.151700339743872,0.0464204983306807,0.400917847641993,0.214779131500651,0.0513676444233028
"9",0.150815166004673,0.142142742854812,0.129119445704777,0.224465411381959,0.267297576345824,0.0861596577079553
"10",0.180319877782221,0.0994499012451748,0.22407088747755,0.305644118997413,0.0516026545095682,0.138912559988073
"11",0.138606183839524,0.14017968682807,0.160667583353275,0.266861836167403,0.0944594295696319,0.199225280242096
"12",0.293119803865318,0.147980275748686,0.0325674266755475,0.402473870308456,0.0927874337458329,0.031071189656159
"13",0.1721744231334,0.121915348606387,0.0883766018203723,0.289556464832657,0.104138330386893,0.22383883122029
"14",0.0725626961573023,0.0650738877000445,0.324259037038549,0.195971282539257,0.339979206241262,0.00215389032358456
"15",0.0281413183357679,0.149327925457645,0.135310727270921,0.363940963228807,0.32327906570686,0
"16",0.0817861059618356,0.111435938310986,0.317797334912073,0.165081494129538,0.000699065881370895,0.323200060804197
"17",0.107175393509708,0.156117261050107,0.174782336056247,0.417072399309093,0.037134786045023,0.107717824029822
"18",0.0424384811470021,0.147451229481358,0.131037050573203,0.335531444538292,0.0289702302092584,0.314571564050886
"19",0.145683114332661,0.161568640275874,0.0946255059725228,0.339986877696202,0.212124297526774,0.046011564195965
"20",0.0316233360186237,0.173183455835126,0.125651613931679,0.253869812522305,0.313692958753703,0.101978822938564
"21",0.0350958865280782,0.11498880651183,0.169786758644882,0.478848388103613,0.197371919289055,0.00390824092254171
"22",0.25595632369601,0.0863688339959858,0.220847932715392,0.373569291335002,0.0238351219826022,0.0394224962750082
"23",0.279394829181383,0.138847670634918,0.07323117286161,0.248580652730533,0.0345778252197896,0.225367849371766
"24",0.211799218952512,0.118373159441234,0,0.337448373929457,0,0.332379247676797
"25",0.181940117491828,0.0835024426497253,0.114321638070296,0.288600959887339,0.272955076035427,0.0586797658653857
"26",0.203027507170981,0.0900999307903703,0.259703579241547,0.137875878373238,0.0324820737165611,0.276811030707302
"27",0.164792999284446,0.0899534787889894,0.163520914300635,0.375862692887516,0.177695516616405,0.0281743981220083
"28",0.0395083780217812,0.14023281557841,0.110609571296332,0.336076735203792,0.174228677041401,0.199343822858283
"29",0.33433800479646,0.0586021272115006,0.164608761292474,0.179512503377603,0.176409469462359,0.0865291338596026
"30",0.10822804051066,0.0893904554897547,0.182862272835934,0.249495269426748,0.0857220472362823,0.284301914500621
"31",0.118918866438298,0.0834803337162119,0.180842900322938,0.416037976756595,0.135585696524528,0.0651342262414289
"32",0.21449257774796,0.0534769744087826,0.320198467355259,0.173330169807177,0.201454154880265,0.0370476558005568
"33",0.332330193142611,0.0457481353978618,0.188000145543754,0.314063365219748,0,0.119858160696026
"34",0.184386636932195,0.074726421016001,0.109357551184569,0.26076389502774,0.159160356012859,0.211605139826636
"35",0.42518629451365,0.124910160734562,0.0327668434425884,0.203229315881482,0.207264923174788,0.00664246225293032
"36",0.270444758201472,0.0558859403573339,0.125393085685536,0.340100345661612,0.137007346397869,0.0711685236961785
"37",0.166414044544484,0.141810752538218,0.0273049330314985,0.340189124837713,0.140035384245292,0.184245760802794
"38",0.126032130727637,0.184835175820858,0.0200407669608325,0.310995394555194,0.0905279147120437,0.267568617223435
"39",0.0787414980787336,0.125617129590239,0.177503659427041,0.249462452987426,0.195275240666155,0.173400019250405
"40",0.121064562426562,0.121029675628049,0.121790697109286,0.367936858259349,0.148959109689655,0.1192190968871
"41",0.0344601999924036,0.133721735959628,0.151097511190591,0.316217382436812,0.253330548509489,0.111172621911076
"42",0.0831608248528221,0.124007361273122,0.0809470377381509,0.212030505592147,0.293368161132563,0.206486109411196
"43",0.233984526589495,0.105532302493825,0.116190260997833,0.30753080188935,0,0.236762108029496
"44",0.0374237608385755,0.155716713675417,0.0745842940715306,0.306451259028071,0.0862305427240802,0.339593429662326
