,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.045869768,0.04034729,0.06282384,0.069299646,0.10354012,0.045475494,0.08362315,0.07234359,0.04246093,0.032678884,0.11258379,0.06280138,0.03633983,0.07088301,0.015659003,0.103270225
1,0.08778623,0.039349064,0.043256987,0.054941703,0.057319775,0.053100422,0.05240427,0.045732234,0.08424801,0.093816735,0.07113252,0.06125291,0.047081176,0.049427107,0.101277106,0.057873804
2,0.069928266,0.025485741,0.035602704,0.06233276,0.06965757,0.06649581,0.08505106,0.06896966,0.046375006,0.06920941,0.082571946,0.057718117,0.04949418,0.09152525,0.035135623,0.08444694
3,0.042329997,0.07167408,0.09113454,0.060856026,0.082206234,0.062171046,0.0703173,0.042157263,0.07251284,0.028057376,0.09044033,0.060151298,0.037939366,0.026569324,0.026030963,0.13545199
4,0.06473446,0.05749921,0.05337223,0.048506975,0.09825789,0.04045698,0.067936376,0.035694335,0.05982821,0.024742253,0.13777263,0.071070485,0.060137153,0.05621781,0.017304135,0.10646889
5,0.092452966,0.035040814,0.037458833,0.065339535,0.08067995,0.06950433,0.09927971,0.05066962,0.05375344,0.057125296,0.06590178,0.04901961,0.07798594,0.05324137,0.054766417,0.05778035
6,0.07344329,0.037221935,0.053500246,0.070795484,0.10406256,0.024826841,0.04718523,0.0688468,0.06363913,0.040864836,0.13499081,0.08825036,0.023999974,0.07684532,0.021266563,0.07026062
7,0.06152449,0.07013142,0.04723249,0.07608517,0.06686018,0.06691129,0.046336953,0.046471745,0.05799016,0.10753336,0.092402704,0.050026637,0.056648746,0.03023889,0.03973497,0.08387074
8,0.051778387,0.051822413,0.089196146,0.037336156,0.03684481,0.11650849,0.10110253,0.040664364,0.07943819,0.040970583,0.05985488,0.04913306,0.07061536,0.023134256,0.07482795,0.0767725
9,0.030278558,0.0996779,0.06765246,0.05259185,0.0654149,0.09351652,0.06486058,0.03207479,0.032701317,0.061101902,0.04686138,0.060390558,0.056786433,0.04044157,0.036736708,0.15891254
10,0.04448289,0.03871375,0.067050904,0.075976186,0.08456037,0.060511947,0.07675239,0.06367088,0.05236603,0.036944218,0.06398434,0.06644309,0.030744648,0.07883865,0.055670623,0.103289045
11,0.06343758,0.01862818,0.0401185,0.041036263,0.040779952,0.048453704,0.110246204,0.08481119,0.07354743,0.06264934,0.15934986,0.063747264,0.05521373,0.06560161,0.020551642,0.05182755
12,0.05780886,0.028739443,0.033817083,0.0705123,0.08267655,0.043166187,0.05978115,0.047150616,0.053224593,0.06768263,0.12038448,0.09212265,0.034764007,0.07672376,0.024192432,0.10725325
13,0.06670472,0.08197143,0.06843414,0.07263977,0.0849087,0.039695416,0.046220098,0.054554466,0.073883206,0.06519265,0.07023155,0.061526388,0.05404442,0.04611884,0.062270325,0.051603884
14,0.057011943,0.056839038,0.06254616,0.055653036,0.0897139,0.068666816,0.10599381,0.027939916,0.06262489,0.042392384,0.07897111,0.083892815,0.070003726,0.027834937,0.032509454,0.077406004
15,0.0660774,0.051160295,0.06367588,0.032992188,0.053711236,0.06927048,0.08843037,0.06089053,0.050210003,0.057053898,0.06734348,0.043337494,0.08466666,0.07067306,0.057345975,0.083161026
16,0.09446327,0.043308962,0.02356346,0.076559186,0.11103492,0.056955606,0.06512111,0.022650694,0.053601276,0.06554537,0.05438693,0.08079387,0.08098464,0.05611131,0.059508353,0.05541111
17,0.05258059,0.038465302,0.06457517,0.100335956,0.09514969,0.05764832,0.06691437,0.08333868,0.049131755,0.079285905,0.052602086,0.03773503,0.027048394,0.040968362,0.073216796,0.081003554
18,0.051443625,0.026333181,0.03307024,0.041126497,0.06372206,0.0676285,0.112356834,0.05501071,0.04296763,0.07058314,0.10561291,0.039805412,0.07785034,0.0780297,0.025357911,0.10910133
19,0.06367283,0.04806751,0.05118224,0.12606625,0.12907863,0.030152522,0.039708782,0.042310935,0.068950765,0.053975496,0.078304395,0.0914995,0.02054418,0.039520826,0.051418733,0.06554639
20,0.064687476,0.04223905,0.051879738,0.07671105,0.063599,0.057427123,0.05699009,0.05532539,0.09356304,0.061755616,0.07098375,0.043851662,0.047115635,0.040484127,0.100249715,0.07313756
21,0.068996735,0.07318819,0.062314015,0.051621914,0.08890426,0.068374366,0.076738596,0.026477395,0.054886702,0.022149732,0.08306286,0.08243477,0.06071502,0.039712153,0.029022507,0.11140079
22,0.10822023,0.038054395,0.016694995,0.0900138,0.14502378,0.03851524,0.039735872,0.026236499,0.034577403,0.08140377,0.077489026,0.07336783,0.049431186,0.0802976,0.03501714,0.065921254
23,0.075165756,0.031751666,0.03221384,0.11666901,0.11394859,0.05871354,0.060622018,0.06803202,0.034709234,0.103848815,0.07739424,0.038597316,0.030675007,0.04387425,0.0317436,0.082041144
24,0.041867096,0.08142393,0.08100309,0.031233823,0.07359245,0.07876868,0.0972347,0.029427245,0.04356179,0.022851193,0.049443204,0.07221166,0.085807264,0.060654175,0.03609187,0.11482785
25,0.051177386,0.10172394,0.056229156,0.029488048,0.057035685,0.10161749,0.06642821,0.023669826,0.034503292,0.053749476,0.04380606,0.045136657,0.10273405,0.04710132,0.060920466,0.12467887
26,0.06717185,0.069474585,0.036541533,0.049325693,0.11317083,0.074242145,0.071910985,0.02465266,0.038298603,0.039544996,0.08105766,0.041563768,0.08666853,0.040744707,0.024794364,0.14083709
27,0.080177195,0.06541693,0.052390914,0.088842876,0.1265013,0.049568787,0.06443248,0.031633057,0.07337981,0.032718193,0.07935172,0.06243424,0.05013532,0.029149503,0.040399868,0.07346781
28,0.04399118,0.06658998,0.06673909,0.068140484,0.059111875,0.03810138,0.049597736,0.06862493,0.07999712,0.09470355,0.073171794,0.07494367,0.052737117,0.058074143,0.052039277,0.0534367
29,0.061662573,0.04272457,0.042404655,0.08299378,0.06985571,0.07910938,0.06867817,0.053127963,0.049319934,0.071734846,0.052398253,0.054767024,0.04709482,0.06387215,0.07856537,0.081690826
30,0.062004376,0.057975307,0.0831811,0.057549834,0.07378716,0.05244808,0.0742074,0.050450683,0.08183242,0.033950545,0.11001921,0.072893664,0.044770543,0.03609835,0.03303161,0.075799726
31,0.05206691,0.03677467,0.047853734,0.07106563,0.070834264,0.05751888,0.07866952,0.055798728,0.06478566,0.055749904,0.1002427,0.07214514,0.046620723,0.05861625,0.032919995,0.09833727
32,0.060164127,0.08159708,0.040186975,0.06299009,0.15924801,0.06716812,0.0603364,0.019644476,0.03180262,0.036705244,0.04809485,0.049592387,0.06525108,0.04619606,0.042199183,0.1288233
33,0.07355585,0.04936084,0.058217987,0.051760677,0.047528397,0.030803666,0.037854463,0.05030023,0.12394727,0.052155867,0.092433035,0.11699337,0.03579241,0.0658179,0.068507105,0.04497091
34,0.07277439,0.041899312,0.03835832,0.07690154,0.10344732,0.044960443,0.04964992,0.048603,0.03914747,0.073451124,0.099359035,0.07671308,0.032726705,0.06846612,0.027600894,0.10594135
35,0.044130202,0.03091514,0.04322208,0.09153011,0.08841068,0.05297907,0.11479024,0.038508397,0.07038808,0.028325936,0.091146685,0.106636465,0.04762761,0.048212763,0.02431755,0.07885901
36,0.06442555,0.050215427,0.059577387,0.0456986,0.07126274,0.049804103,0.0785948,0.050724503,0.054162074,0.035033155,0.117798865,0.083972834,0.055445716,0.0686455,0.020447783,0.094190925
37,0.07812176,0.034320276,0.050269503,0.09092974,0.08967041,0.03970243,0.045642167,0.06812605,0.06190503,0.05494218,0.06668783,0.072271444,0.021853501,0.07674874,0.08037668,0.068432264
38,0.058618788,0.03940493,0.08010475,0.04505844,0.05352809,0.036757518,0.050768692,0.10070351,0.057105068,0.06831298,0.07000176,0.07117378,0.023045143,0.102016956,0.074548215,0.06885142
39,0.047883853,0.040830046,0.051118467,0.050780166,0.10577813,0.06146672,0.124375544,0.036534082,0.052352894,0.036171906,0.08660365,0.06197316,0.07046839,0.03936417,0.023712596,0.11058622
40,0.034273136,0.094205774,0.14451133,0.04668966,0.052618593,0.05912785,0.05587241,0.058010798,0.065003805,0.03520142,0.04665177,0.077237666,0.03663762,0.049020264,0.071291886,0.07364602
41,0.10327824,0.06481511,0.070196725,0.03143096,0.051039305,0.030473435,0.0351662,0.050870653,0.09013021,0.037259754,0.067180224,0.08861601,0.048887495,0.09138482,0.09753519,0.041735668
