,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.069684714,0.068805955,0.052891433,0.065114714,0.097750455,0.058476064,0.060003284,0.04856172,0.042558163,0.06864808,0.052187428,0.05360863,0.05489709,0.05379175,0.051403504,0.101617
1,0.110461734,0.040893145,0.042331934,0.04505181,0.054927062,0.0788012,0.057578206,0.033425782,0.061030697,0.06915358,0.07108604,0.07366442,0.041297536,0.04670131,0.052426714,0.12116879
2,0.08988456,0.050087545,0.04164933,0.061190605,0.07161003,0.06660653,0.049901366,0.0440677,0.055829983,0.08611589,0.072828315,0.05855084,0.043474883,0.06569599,0.058019865,0.084486604
3,0.13108258,0.032396495,0.025316576,0.040647227,0.10214614,0.059513867,0.060028423,0.02064147,0.053207103,0.028521277,0.10637143,0.06398924,0.03453312,0.05876938,0.028896727,0.15393895
4,0.08916322,0.022590967,0.028571067,0.099820256,0.07757723,0.07663216,0.085326314,0.042773355,0.064360626,0.062209386,0.08115342,0.05111664,0.03648758,0.056953177,0.046522226,0.07874234
5,0.06669886,0.07570696,0.05823128,0.06637659,0.091207124,0.080113,0.06582574,0.024927294,0.080834396,0.03783704,0.048029438,0.08333558,0.045166492,0.029098764,0.064177155,0.082434274
6,0.08904339,0.039387736,0.028583154,0.08672657,0.11507461,0.056215566,0.056740034,0.030024394,0.051687162,0.060503263,0.058219034,0.072978064,0.033368353,0.076167464,0.059302505,0.085978724
7,0.16321124,0.15360875,0.11065563,0.029412476,0.12963812,0.021741139,0.018177684,0.04265656,0.037501816,0.044547666,0.05197406,0.037197307,0.02198794,0.03774963,0.036388423,0.06355152
8,0.057592917,0.06370905,0.044486318,0.08517506,0.16739227,0.04459423,0.059826452,0.028534472,0.040805776,0.032412525,0.057172652,0.1058569,0.026197014,0.052512344,0.024209104,0.1095229
9,0.059746698,0.075739875,0.03899066,0.06023026,0.11344715,0.057765484,0.058952753,0.025724046,0.045722157,0.03249791,0.06289632,0.10879818,0.052372303,0.06580292,0.031845096,0.10946814
10,0.105366796,0.03779317,0.049866598,0.048665836,0.089628905,0.042610418,0.06511564,0.0665632,0.040236596,0.042168494,0.113646604,0.06695122,0.030599356,0.057410974,0.014671435,0.12870474
11,0.067101024,0.074544184,0.0585252,0.085393995,0.10379433,0.03485649,0.039222553,0.09636129,0.030135483,0.09349606,0.051062454,0.033133164,0.042993616,0.083354674,0.045377016,0.060648482
12,0.08687702,0.12877892,0.050243568,0.039016113,0.12191557,0.046188116,0.034881055,0.024430752,0.03260694,0.0411445,0.039741244,0.053540606,0.059485346,0.072878756,0.06988598,0.09838551
13,0.11552918,0.054661065,0.087371685,0.022911718,0.032216363,0.08603802,0.054007452,0.041840583,0.09212598,0.048343077,0.08885419,0.035557717,0.06130753,0.029842615,0.07048581,0.078907035
14,0.08615458,0.093734145,0.06067868,0.041001692,0.074023835,0.04676159,0.032889143,0.039907455,0.058912966,0.05196448,0.060003515,0.08732373,0.03723109,0.09406916,0.06562211,0.069721825
15,0.10757599,0.08261536,0.07293793,0.029031197,0.058299005,0.06519967,0.04240361,0.04537804,0.051495444,0.06585639,0.073416,0.043264657,0.050844964,0.045397166,0.052771404,0.11351321
16,0.11139024,0.033720735,0.028941767,0.08374467,0.06687043,0.090556055,0.07282734,0.02056864,0.103978716,0.04093349,0.06526592,0.083202995,0.050617617,0.027758548,0.05651648,0.063106395
17,0.07440156,0.023217594,0.03583408,0.08968112,0.08127555,0.04332762,0.066601105,0.094453834,0.045483436,0.12012374,0.08071455,0.042367052,0.029545559,0.07020902,0.033233963,0.06953015
18,0.06260059,0.039798014,0.027503991,0.080891706,0.15421839,0.028808868,0.07160913,0.035693094,0.07666836,0.027918452,0.12355715,0.06455362,0.052932303,0.06750126,0.01914473,0.066600315
19,0.05733332,0.10242236,0.059521835,0.056294575,0.08052496,0.08383036,0.04351828,0.038361844,0.032068755,0.11515188,0.036485147,0.02777078,0.05068648,0.019691668,0.055259425,0.14107831
20,0.09882306,0.09039998,0.05456007,0.032807298,0.13230592,0.021878941,0.02487432,0.033466324,0.05949231,0.058816254,0.079320215,0.068799295,0.027215974,0.08511659,0.05152368,0.08059973
21,0.100892045,0.07217241,0.0493191,0.07209509,0.11547569,0.050072715,0.049519386,0.047150705,0.051260483,0.06678119,0.07098948,0.047824368,0.043172736,0.03998964,0.036596525,0.08668844
22,0.07574678,0.057104584,0.059190422,0.04942873,0.114538275,0.03520366,0.06138709,0.04723355,0.055673238,0.034161482,0.102731675,0.06804312,0.03786021,0.06561233,0.023498429,0.11258642
23,0.108379275,0.07099428,0.046133835,0.067055576,0.119915105,0.039875682,0.038103405,0.04356271,0.051540166,0.059061315,0.0742892,0.07148082,0.027643183,0.067006335,0.037812974,0.07714614
24,0.1160833,0.021545643,0.035459053,0.026768612,0.046714023,0.07872541,0.08612863,0.025741918,0.058180932,0.02261834,0.087251924,0.098127276,0.042094264,0.09794287,0.040515438,0.116102375
25,0.080694996,0.08167357,0.056412563,0.050990965,0.08988267,0.05892205,0.04638071,0.045758273,0.042392787,0.072378986,0.054043025,0.05426312,0.044671,0.06487319,0.056253612,0.1004085
26,0.057201236,0.02981018,0.045151547,0.035503525,0.062496573,0.08255014,0.11056843,0.029329704,0.05602616,0.029289698,0.069043495,0.108757235,0.049229946,0.06552681,0.035708796,0.13380653
27,0.06290334,0.021085331,0.030032938,0.10632679,0.11735797,0.028341563,0.08222419,0.07284755,0.07184995,0.05716933,0.13398202,0.0639166,0.024778476,0.053804588,0.01530318,0.058076162
28,0.106226884,0.038850434,0.026195696,0.09942087,0.11211648,0.055268496,0.07287256,0.03905104,0.04823409,0.03836635,0.105421476,0.04489537,0.056150097,0.047395438,0.020780874,0.08875391
29,0.04732569,0.016072216,0.029001882,0.09844848,0.07078301,0.043278266,0.102192044,0.10116086,0.07209689,0.11305032,0.08869794,0.037671555,0.047578275,0.053300608,0.034895808,0.04444614
30,0.036826063,0.05640817,0.07279122,0.08807204,0.06560692,0.0641594,0.079252556,0.07136265,0.05897488,0.08006605,0.047321957,0.05680594,0.05156033,0.04492268,0.05736926,0.06849983
31,0.0750781,0.047496315,0.044707194,0.07091934,0.08778405,0.05327111,0.07500896,0.053914573,0.06269502,0.04162393,0.10712769,0.0765845,0.044584032,0.0534011,0.021931881,0.08387218
32,0.05544157,0.07687145,0.056765452,0.049940664,0.0820739,0.064114034,0.04757547,0.03599256,0.07271045,0.08632356,0.054172847,0.08968235,0.032530773,0.05440392,0.0670285,0.07437247
33,0.12885766,0.051204722,0.037430257,0.049904317,0.14461197,0.03273252,0.043095637,0.023749372,0.06553507,0.021670349,0.10690255,0.07991412,0.023946593,0.07396852,0.026593952,0.08988235
34,0.044513743,0.042054772,0.030653277,0.06249839,0.091201074,0.07371815,0.1106297,0.0276385,0.058039278,0.028157143,0.12527786,0.064456,0.040403746,0.027533771,0.009715202,0.16350935
35,0.03608806,0.037875477,0.06787515,0.04493581,0.066324994,0.080716744,0.10158935,0.047740657,0.04718509,0.076107614,0.040495075,0.075793914,0.032128673,0.05668853,0.05458477,0.13387005
36,0.09007028,0.06055822,0.069702365,0.039398804,0.049809575,0.0680631,0.048580308,0.058501307,0.0846029,0.09456692,0.08580351,0.04737473,0.04282175,0.03664017,0.049459696,0.074046366
37,0.11600414,0.05464959,0.05413185,0.04214841,0.07751001,0.040358353,0.044298276,0.076226756,0.04763,0.091676414,0.09399202,0.035578992,0.053592335,0.05287196,0.03482321,0.084507726
38,0.09357432,0.07649044,0.0316554,0.06814479,0.12206308,0.053542804,0.045069154,0.016709147,0.062015664,0.033001516,0.044094995,0.10923037,0.053327482,0.05746473,0.06502187,0.06859428
