,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.09569803,0.025667125,0.0544128,0.050566494,0.10558327,0.048893172,0.08826217,0.050949425,0.045998022,0.035245534,0.11813468,0.050396904,0.03811258,0.06633759,0.034017254,0.09172493
1,0.07857495,0.04474352,0.059594173,0.12040164,0.14044182,0.051435854,0.06554812,0.047802698,0.04735663,0.07012549,0.06950949,0.030375928,0.03488708,0.021542212,0.04299127,0.074669145
2,0.09749937,0.05383687,0.09536957,0.05204256,0.10537973,0.05174923,0.040153917,0.053781543,0.028327981,0.0933182,0.05165718,0.039662614,0.018631576,0.044095423,0.07247614,0.10201809
3,0.07417404,0.031803627,0.054228082,0.07034134,0.097255625,0.07357326,0.08472732,0.054239113,0.043356776,0.11071322,0.06290638,0.021348603,0.050394922,0.028362127,0.06841724,0.074158296
4,0.117488466,0.03571701,0.043246686,0.025434846,0.06537261,0.093169294,0.051678453,0.015166146,0.04953905,0.055184916,0.072083175,0.0770983,0.041450243,0.07165429,0.10395413,0.0817624
5,0.07792133,0.03789519,0.053775325,0.075779766,0.06262614,0.07124317,0.06678715,0.05266218,0.0733481,0.09048691,0.062377263,0.08485364,0.03639147,0.033125415,0.051741306,0.06898562
6,0.0902263,0.053446162,0.03947021,0.065023966,0.12274491,0.06899831,0.057385385,0.01930383,0.05910824,0.049873073,0.089265145,0.03487039,0.05762754,0.040443204,0.073576145,0.078637205
7,0.107989274,0.04385084,0.044313025,0.03509434,0.055899452,0.11315906,0.0619525,0.019100575,0.08422026,0.040814746,0.119526275,0.045566957,0.041411158,0.026617177,0.049424704,0.11105975
8,0.07776132,0.052370742,0.07043506,0.10396364,0.09615015,0.03882963,0.042307317,0.059622526,0.06637653,0.06358483,0.07978032,0.086801015,0.022627579,0.02908359,0.034564935,0.07574079
9,0.09620481,0.03702033,0.053599346,0.07964757,0.11511019,0.05133219,0.0754803,0.054211065,0.046597403,0.065806545,0.067250215,0.038896702,0.05267774,0.04286803,0.063923866,0.059373733
