,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.038887218,0.0536511,0.07106655,0.070965186,0.07494292,0.06676909,0.09646976,0.03975552,0.05423327,0.0325537,0.07664842,0.098621,0.04886054,0.04574834,0.03503116,0.09579622
1,0.06690291,0.015154406,0.035945106,0.08281446,0.08496139,0.0413702,0.124057986,0.066488594,0.06578002,0.063775845,0.08013079,0.084050216,0.030938057,0.062022496,0.044482324,0.051125128
2,0.057159424,0.060788482,0.044437487,0.087510146,0.09510701,0.04647985,0.05260135,0.05469169,0.06574939,0.08600027,0.09793178,0.06277157,0.038270626,0.045683045,0.04249282,0.062325034
3,0.03722599,0.017666923,0.0391813,0.07421083,0.06586365,0.07635882,0.16345166,0.048627663,0.03595311,0.02830285,0.074530914,0.09691891,0.04258117,0.08199972,0.021484265,0.09564219
4,0.06751781,0.036305197,0.030791605,0.08056388,0.1075154,0.032835465,0.04324958,0.064970404,0.066736095,0.16837434,0.055485994,0.03464525,0.035812266,0.051680636,0.089447536,0.034068543
5,0.13048072,0.01850291,0.016710656,0.065688625,0.079306215,0.06644758,0.08315771,0.063629024,0.035140418,0.106768616,0.059962068,0.052158058,0.070439674,0.07162858,0.039065685,0.04091349
6,0.11143843,0.058995094,0.028734287,0.065842174,0.09319138,0.05865385,0.060557872,0.036883716,0.07803277,0.07094029,0.07697715,0.06509384,0.07895288,0.03213391,0.046565335,0.037007023
7,0.033788197,0.042205658,0.05260029,0.08845774,0.071494706,0.057269424,0.09052376,0.044699237,0.059139192,0.03628303,0.06670973,0.0938132,0.068910696,0.086845465,0.040246326,0.0670133
8,0.05215606,0.050160263,0.050024655,0.04422119,0.07402289,0.035939593,0.03990915,0.027293637,0.08755893,0.065623075,0.060207445,0.11087058,0.050518747,0.08306018,0.12789868,0.040534902
9,0.07060888,0.033217344,0.04932611,0.04077746,0.056701247,0.086906165,0.07708458,0.04553398,0.045129295,0.06283087,0.052746627,0.065994345,0.058701158,0.08885991,0.103259645,0.062322427
10,0.11938628,0.023276487,0.024465041,0.08310998,0.09680142,0.035767745,0.049539525,0.06190927,0.04756214,0.0924054,0.11040062,0.06339643,0.033076253,0.07223611,0.0395227,0.047144573
11,0.038881134,0.025137221,0.03161104,0.047181387,0.072325535,0.122721195,0.125366,0.025652759,0.060881507,0.047925577,0.047751576,0.043568656,0.06376549,0.0720163,0.08560032,0.08961427
12,0.055971045,0.051532265,0.0488961,0.07750963,0.12087683,0.029508077,0.042486902,0.04260129,0.04362114,0.0855793,0.0655657,0.06837109,0.057718147,0.07477089,0.09675918,0.0382324
13,0.068579875,0.044289608,0.043720055,0.08056188,0.10578209,0.05628338,0.04682265,0.05054186,0.030870223,0.10167482,0.061947715,0.05655573,0.024542855,0.06421103,0.05508436,0.10853187
14,0.06330123,0.022282235,0.029749885,0.04318269,0.08126397,0.07425075,0.09735013,0.021069115,0.05238683,0.030610817,0.0997295,0.07446935,0.044910666,0.07859654,0.060437698,0.12640862
15,0.045155812,0.049806412,0.06553686,0.08443481,0.12343415,0.04171263,0.0625586,0.048752297,0.043692216,0.058533896,0.039931297,0.06208834,0.04248515,0.08745122,0.09210142,0.052324917
16,0.11116722,0.033455953,0.033109147,0.06257842,0.09839187,0.052833725,0.03913809,0.06330117,0.031305708,0.13116923,0.054569494,0.038603134,0.0246967,0.07436361,0.08620649,0.06511002
17,0.083019696,0.033855725,0.04812042,0.03212368,0.068553515,0.09707341,0.13808936,0.028747782,0.06339323,0.024654726,0.08187874,0.045985743,0.069185115,0.03253067,0.043381054,0.10940715
18,0.07158494,0.01883401,0.04558605,0.05319835,0.08474231,0.08043787,0.11622865,0.030047955,0.037231788,0.022418493,0.05144024,0.08934242,0.02387234,0.08258529,0.04651868,0.1459306
