,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.0690462,0.029549412,0.06860169,0.075241394,0.10182127,0.064443596,0.085469104,0.13384922,0.027839908,0.06901071,0.05388558,0.050522525,0.02346343,0.07648795,0.02132612,0.049441814
1,0.09934693,0.022934735,0.026267106,0.05118056,0.08046659,0.088424325,0.07852596,0.038818065,0.04766793,0.08426256,0.06458474,0.060320217,0.049141843,0.08286208,0.059139967,0.06605641
2,0.06893069,0.040101472,0.030095018,0.093535356,0.10229173,0.040818702,0.04330076,0.07163557,0.04702465,0.124551274,0.06893163,0.03575426,0.05514002,0.073636435,0.063371815,0.04088064
3,0.07867623,0.04130569,0.047917694,0.035998996,0.053598464,0.09447519,0.08696904,0.035485636,0.0560175,0.07070016,0.0606429,0.07476697,0.06267538,0.07047876,0.07501569,0.05527571
4,0.08712065,0.023843648,0.034104284,0.065871045,0.069082655,0.08463108,0.07318756,0.051092673,0.063739985,0.08393347,0.09381089,0.089973025,0.038882032,0.050213475,0.035260025,0.05525351
5,0.09332166,0.02828856,0.055424243,0.04646187,0.099214025,0.062993445,0.0969483,0.07475383,0.06772765,0.045849394,0.111289136,0.040882736,0.030681292,0.03179689,0.026337735,0.08802924
6,0.10218191,0.038344137,0.082020305,0.033868004,0.040298272,0.1206047,0.06544721,0.063685305,0.053072315,0.08342177,0.076101445,0.09265635,0.026014917,0.031526875,0.033130616,0.05762589
7,0.070446454,0.1160678,0.059835922,0.07637818,0.10502267,0.06689171,0.044275716,0.02423575,0.055703923,0.035226833,0.052814618,0.06962732,0.050167546,0.045706924,0.054384474,0.07321414
8,0.0988062,0.024812037,0.05462165,0.037792847,0.095303476,0.06577046,0.1055244,0.06915911,0.032681096,0.061429188,0.041619867,0.046565384,0.038987312,0.09548682,0.06391855,0.06752154
9,0.08321329,0.058437884,0.064719155,0.041553125,0.083952345,0.06152651,0.07702527,0.056070924,0.046974014,0.04911862,0.06057154,0.04301119,0.05689049,0.07442962,0.069443986,0.07306203
10,0.051615763,0.02746325,0.07081136,0.044744015,0.04538088,0.07460058,0.1418643,0.11539849,0.061548967,0.08708614,0.09325946,0.03746284,0.045449432,0.020950472,0.027340924,0.055023193
11,0.08368013,0.022354126,0.030955827,0.08394148,0.07387581,0.067756206,0.061981037,0.08797071,0.03823075,0.13307084,0.05970682,0.06740552,0.041493427,0.0608239,0.03880005,0.047953352
12,0.05015099,0.05126065,0.07456602,0.043363284,0.096953146,0.0728272,0.121772945,0.065912016,0.025590328,0.04693234,0.033545632,0.02672185,0.04806012,0.072123714,0.06120189,0.10901785
13,0.10998384,0.018632967,0.026661811,0.040641107,0.0664612,0.0785134,0.08508573,0.043755706,0.04676247,0.12137594,0.0651493,0.041991588,0.053560704,0.06550068,0.088051535,0.047872026
14,0.05782941,0.026579997,0.029421732,0.059376687,0.065792225,0.038765118,0.042162348,0.083607905,0.08268461,0.10408118,0.10258167,0.062202767,0.039459806,0.097213954,0.048199043,0.060041606
