,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.03554776,0.026849976,0.0290294,0.049595077,0.09044516,0.15529162,0.12399283,0.022889746,0.04060155,0.09967222,0.04435429,0.07625655,0.05300334,0.021921135,0.05992514,0.070624195
1,0.08495211,0.03806987,0.02591903,0.051935527,0.09588784,0.05447066,0.0679647,0.035896327,0.058220755,0.10629994,0.09989544,0.06780416,0.058335576,0.04470725,0.04655716,0.06308363
2,0.08338701,0.0519533,0.03989139,0.06425265,0.14875141,0.04991774,0.067556836,0.037239376,0.06301861,0.079329334,0.09796951,0.04127696,0.043270063,0.014607043,0.032834515,0.08474427
3,0.08690032,0.054706026,0.053671513,0.046077013,0.074850835,0.05749634,0.059963267,0.042658824,0.071232654,0.049258117,0.10282242,0.074130036,0.05285876,0.03909575,0.04110396,0.09317417
4,0.12365979,0.059280973,0.06330538,0.07961782,0.14821257,0.04169005,0.06498766,0.03442927,0.05844051,0.048995703,0.05520487,0.0333038,0.039458882,0.015549775,0.0827051,0.051157866
5,0.070136584,0.048889328,0.05717294,0.03833427,0.078831255,0.07450107,0.07181217,0.04301196,0.053041816,0.06551769,0.09483274,0.041253347,0.061104205,0.035715465,0.05988876,0.10595644
6,0.0802769,0.02127988,0.020673443,0.077995464,0.073770076,0.07512403,0.08009147,0.019105053,0.08088719,0.054427456,0.058610845,0.1226193,0.036393262,0.046355467,0.09345243,0.058937747
7,0.09667369,0.082953095,0.06545011,0.056596234,0.14639561,0.04352023,0.041480172,0.021948336,0.044637058,0.03964598,0.089553416,0.06563897,0.033139814,0.020467753,0.062860906,0.08903863
8,0.06834841,0.0448342,0.03178813,0.054778192,0.0749014,0.09729152,0.07733203,0.018769443,0.08312824,0.049970675,0.10560175,0.066715926,0.074260116,0.025245205,0.06023486,0.06679983
9,0.03785393,0.038197454,0.032741785,0.054487873,0.07902095,0.05506127,0.084693104,0.041539345,0.051437657,0.07336497,0.12823646,0.04415682,0.07782074,0.091823876,0.029287472,0.08027636
10,0.09373205,0.033670984,0.044460822,0.07796657,0.07918775,0.054440364,0.09017604,0.07775545,0.049321186,0.04257768,0.05910651,0.06382177,0.057847917,0.06738783,0.027752986,0.08079413
11,0.0752408,0.06057964,0.07694646,0.046308924,0.0819765,0.07081692,0.056317303,0.04154156,0.040335223,0.055292066,0.084025405,0.07311354,0.03990579,0.040766213,0.05606027,0.10077337
12,0.06536579,0.052018557,0.04740554,0.048313558,0.06682184,0.08277898,0.06180762,0.03847604,0.06930451,0.08612607,0.101052605,0.0546288,0.04872172,0.031202273,0.061490517,0.08448557
13,0.083405256,0.031195214,0.019209987,0.06888649,0.12074539,0.04267374,0.06830116,0.024094762,0.042501044,0.08730066,0.061921943,0.066974625,0.04950266,0.088450015,0.10660312,0.038233932
14,0.058593255,0.028682351,0.027579391,0.12943117,0.16711847,0.04809847,0.0865314,0.027055534,0.048419148,0.054101955,0.08380478,0.08024651,0.03170817,0.034207385,0.0312999,0.06312212
15,0.039661918,0.0319614,0.053741444,0.08149866,0.083079904,0.08952379,0.11267442,0.039328296,0.06063256,0.037854463,0.063219234,0.07049081,0.050794795,0.029541934,0.04443256,0.111563794
16,0.025572347,0.04092497,0.08299575,0.046744157,0.055695917,0.09567947,0.073299654,0.12316885,0.022416517,0.11164548,0.030131072,0.043333557,0.031763833,0.058209214,0.050337315,0.108081885
17,0.037482858,0.039758544,0.025169706,0.09203496,0.14684461,0.060235526,0.077043824,0.028461048,0.032909933,0.11525443,0.05491161,0.033994433,0.05392773,0.053619877,0.09323909,0.055111814
18,0.084126584,0.038799558,0.03918465,0.06936734,0.08601877,0.06761729,0.07770974,0.034158044,0.07088127,0.07716868,0.083482444,0.044224102,0.0500104,0.028890157,0.09341607,0.05494487
19,0.04130887,0.04877593,0.052827496,0.080347665,0.12048612,0.04811276,0.06858631,0.05524272,0.04477118,0.081815846,0.08656138,0.03855737,0.044631515,0.038026925,0.045770075,0.10417787
20,0.055295676,0.050102383,0.03887595,0.08924178,0.14776628,0.054521263,0.06538746,0.028829878,0.038302112,0.08507073,0.08617707,0.050306577,0.04228499,0.04353839,0.062931865,0.06136756
21,0.08734899,0.0576119,0.0629046,0.05359906,0.10159909,0.084532075,0.07864389,0.036984157,0.037866008,0.028240405,0.047303896,0.07242278,0.06787741,0.054870266,0.047157507,0.081038006
22,0.07741129,0.047678143,0.022788277,0.087465465,0.1236591,0.03063094,0.055633377,0.027435185,0.09063509,0.08102268,0.11739099,0.05470839,0.059592832,0.03283472,0.05630703,0.03480656
