,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.07109889,0.07963011,0.04378906,0.08830456,0.10191065,0.07454861,0.05428436,0.020967266,0.06671947,0.042560723,0.07095498,0.054921582,0.049798522,0.02853016,0.051210333,0.10077069
1,0.06900208,0.03542952,0.04181674,0.09860751,0.094230555,0.069180585,0.06368713,0.0239,0.07411611,0.041247737,0.07801994,0.07200622,0.040087815,0.05115855,0.083778836,0.06373068
2,0.0439271,0.0347213,0.055214718,0.09466472,0.10221427,0.06515112,0.07069305,0.045590103,0.05106227,0.067745425,0.06941026,0.056955446,0.027427867,0.043607306,0.06992808,0.10168702
3,0.050399635,0.045324553,0.04938956,0.0769932,0.073441066,0.06173724,0.06366899,0.04279231,0.06164244,0.06199066,0.08507795,0.052710775,0.058224693,0.073385775,0.08565845,0.05756272
4,0.06075187,0.023329845,0.06971287,0.09417913,0.094596714,0.049812052,0.069704406,0.055739477,0.056989867,0.066897936,0.09016124,0.06739432,0.021685893,0.0311028,0.08764284,0.060298692
5,0.029331721,0.099632226,0.04248169,0.19311345,0.13752227,0.06720605,0.048776377,0.04175328,0.02459532,0.060435813,0.02834016,0.05782786,0.045405705,0.034594238,0.036828574,0.0521553
6,0.078214414,0.038538497,0.07204199,0.07424426,0.14333566,0.044771537,0.085936666,0.047636542,0.049764883,0.043517184,0.09995336,0.03172524,0.028127471,0.022683525,0.05130921,0.088199556
7,0.04640344,0.072116464,0.08003298,0.09267316,0.11967486,0.041054808,0.054735083,0.050195396,0.088839374,0.028077736,0.08911673,0.056046873,0.025788978,0.043330844,0.03314774,0.07876552
8,0.055828523,0.06074044,0.08160279,0.055312082,0.097938865,0.06728501,0.09419183,0.04120863,0.048120413,0.059851196,0.07291206,0.06568995,0.044230934,0.024147183,0.052797917,0.07814214
9,0.073201366,0.0740227,0.09430677,0.06073341,0.18185629,0.035438593,0.08401809,0.047308873,0.04498117,0.020863106,0.05299974,0.05286342,0.03928361,0.050775465,0.031667624,0.055679712
10,0.037739456,0.049322143,0.041956913,0.059616566,0.10312184,0.11113279,0.109261654,0.020874271,0.041528102,0.04225251,0.059295867,0.04658514,0.049569856,0.028019028,0.028458273,0.17126565
11,0.074150324,0.0671396,0.06531706,0.03906004,0.11499107,0.06107424,0.09478795,0.03229797,0.03127582,0.03487672,0.04457344,0.037315164,0.08033141,0.08314202,0.07181566,0.067851536
12,0.06463227,0.021989614,0.03501905,0.059046652,0.08281989,0.07839964,0.10227155,0.035591688,0.04309106,0.08311561,0.08874574,0.044574063,0.045802742,0.039994564,0.054121953,0.120783925
13,0.068926714,0.04124777,0.064683944,0.04292163,0.055788253,0.06776003,0.08426106,0.07044639,0.043530535,0.1148982,0.057364594,0.052151874,0.054951835,0.044351477,0.085458875,0.051256824
14,0.066346176,0.0355113,0.04457056,0.04189874,0.06336622,0.07367355,0.07543158,0.044734094,0.030720348,0.10471252,0.045406293,0.034716774,0.06844559,0.07786495,0.1395198,0.053081457
15,0.05874419,0.020472957,0.033564728,0.077842176,0.057178777,0.08749735,0.08781415,0.05033754,0.041351262,0.10897944,0.06551012,0.08009804,0.042697415,0.06095535,0.050505742,0.07645076
16,0.04293244,0.07054847,0.09666487,0.040586684,0.08616658,0.10054531,0.08768976,0.029286692,0.029708117,0.034716945,0.0451411,0.051462788,0.04103266,0.050233245,0.06547681,0.12780754
17,0.053204995,0.058842074,0.06575278,0.070577644,0.081405215,0.059935894,0.067393266,0.053878214,0.05501825,0.0955309,0.07148936,0.04647994,0.042379554,0.030681008,0.08265883,0.06477208
18,0.12567084,0.021834591,0.032123372,0.083213024,0.06846651,0.043776173,0.056431144,0.04786182,0.053909015,0.12310026,0.08454057,0.068376385,0.04153302,0.028919404,0.08654672,0.033697207
19,0.089734145,0.03482595,0.058259428,0.0808638,0.09436805,0.049525972,0.08436719,0.047872514,0.07904086,0.061742384,0.10386459,0.05716489,0.035294764,0.019166887,0.047459003,0.056449573
20,0.10247636,0.035739068,0.034490243,0.07802876,0.1326326,0.05564918,0.096999764,0.04568172,0.0451694,0.08012507,0.06654724,0.028832586,0.054609332,0.042316377,0.057159696,0.04354261
