,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.06567751,0.060129154,0.033124365,0.06266128,0.118690915,0.03728083,0.033360984,0.030753031,0.051161338,0.07260079,0.07588754,0.056838155,0.049983174,0.0780651,0.12779221,0.045993607
1,0.07537358,0.042602435,0.076244265,0.05696656,0.07737931,0.100262605,0.08991263,0.05985729,0.047707096,0.08779347,0.045571223,0.024191193,0.030791251,0.027083362,0.064039655,0.09422409
2,0.03460294,0.056707833,0.04449418,0.06100272,0.08788338,0.06406609,0.07144959,0.032605696,0.06975845,0.051040675,0.08400431,0.05038175,0.06015424,0.04867701,0.06720561,0.11596546
3,0.06007831,0.026272455,0.060722437,0.055134654,0.046513546,0.06357991,0.08565109,0.096131824,0.06356635,0.078890935,0.061368268,0.065091126,0.02796617,0.07754997,0.04899974,0.08248323
4,0.036917187,0.037377257,0.054778438,0.0507659,0.07126909,0.081423186,0.10283067,0.05871549,0.034820028,0.0765334,0.050283965,0.025471414,0.05352746,0.06741769,0.07362061,0.1242482
5,0.08242675,0.096995406,0.0360574,0.056569964,0.11283492,0.063965484,0.037430555,0.024052354,0.052069668,0.073101796,0.07445011,0.040068883,0.0722361,0.03684075,0.07654425,0.0643556
6,0.10381746,0.053627476,0.06357377,0.04929376,0.07296127,0.07759752,0.051307693,0.031893145,0.07734627,0.0419637,0.122372545,0.055754732,0.023672171,0.027707629,0.037489224,0.10962161
7,0.07732154,0.08188749,0.049155712,0.047524363,0.085602604,0.0331721,0.01884179,0.029582098,0.07658736,0.09270478,0.11162517,0.05610767,0.027990423,0.03894636,0.11751602,0.055434573
8,0.053286076,0.069442004,0.060852904,0.08924282,0.10693345,0.06383511,0.06367469,0.049049217,0.05957089,0.063062124,0.05830009,0.044796262,0.040840223,0.039954886,0.062536575,0.07462269
9,0.08315557,0.06948604,0.08799258,0.013022476,0.04062194,0.08627162,0.03203566,0.023849545,0.042564895,0.07573755,0.10407853,0.025441686,0.029126495,0.029376173,0.09680146,0.1604378
10,0.11934349,0.03929366,0.084964834,0.017523332,0.036466654,0.05320549,0.041146424,0.05491997,0.046753425,0.064999945,0.1086149,0.041310094,0.039838243,0.077367455,0.110893525,0.06335852
11,0.07807553,0.04302265,0.04932901,0.066583514,0.08744985,0.06679314,0.07322869,0.063880056,0.055972278,0.065870345,0.07904613,0.03773548,0.047753915,0.048955202,0.042644363,0.09365985
12,0.075564094,0.028193645,0.06519615,0.06201924,0.05223326,0.051318917,0.080584295,0.0878709,0.06660695,0.067445874,0.056288734,0.06905385,0.033245187,0.071849205,0.07801642,0.054513317
13,0.05101366,0.052095562,0.04319526,0.05949239,0.082474165,0.058965277,0.08133143,0.042750433,0.049561907,0.04125622,0.07135289,0.057151046,0.08459884,0.09275816,0.06544813,0.06655466
14,0.053047914,0.057760417,0.059220742,0.03618739,0.06333345,0.045336854,0.03870813,0.047658455,0.052749142,0.086427204,0.124059714,0.035100628,0.046590794,0.05417189,0.1016936,0.097953714
15,0.079076566,0.030433943,0.07032258,0.045118283,0.03932257,0.08038523,0.093716465,0.08819157,0.07064857,0.07630545,0.079196766,0.05387001,0.038796138,0.036757413,0.032848954,0.08500943
16,0.027480958,0.03162605,0.05063212,0.028833905,0.03998163,0.040651705,0.044023942,0.06274452,0.045582324,0.11583719,0.16573124,0.028678453,0.039317157,0.058187336,0.09142321,0.12926826
17,0.07982132,0.036874533,0.06639934,0.048460167,0.055520188,0.06579784,0.10430452,0.06957461,0.06922084,0.04202648,0.06550393,0.04316884,0.064194165,0.07248261,0.057264652,0.059385914
18,0.04746115,0.057028648,0.06886832,0.04874112,0.058804333,0.057520416,0.07028697,0.062451437,0.052192498,0.05628601,0.07819568,0.059465956,0.051623568,0.07615673,0.05619116,0.098726034
19,0.033499856,0.06777229,0.06813682,0.07138213,0.060160995,0.056402136,0.06532016,0.06255969,0.07810525,0.062456876,0.07544317,0.05254288,0.051055927,0.041329432,0.05300049,0.100831896
20,0.04496732,0.06906543,0.055817474,0.054951776,0.0734499,0.06962485,0.06431851,0.04086293,0.056524742,0.065030575,0.074400194,0.041076932,0.062270973,0.054826736,0.07431334,0.09849829
21,0.06977832,0.06900526,0.052057743,0.050023537,0.11008195,0.09141613,0.076352105,0.019436682,0.07304891,0.03581896,0.059099734,0.043609675,0.06082073,0.027247176,0.07325234,0.08895081
22,0.06105858,0.061106563,0.048403412,0.043998476,0.07150618,0.08401526,0.08423743,0.023797864,0.071716696,0.023190552,0.08780476,0.070125766,0.067680776,0.052959964,0.04085725,0.10754045
23,0.100305825,0.033960134,0.04409748,0.041116413,0.05641215,0.07507519,0.06440425,0.05232672,0.07111597,0.101127595,0.10010874,0.026358403,0.07411616,0.027174287,0.06899392,0.06330677
