,HS,VA3,VA1,FI2,FI1,IM1,IM2,VA2,AV2,PE2,AV1,AV3,IM4,BA,PE1,IM3
0,0.059535917,0.035758752,0.05227678,0.08030469,0.08343554,0.07444462,0.10466378,0.046334993,0.07164542,0.0541901,0.054695945,0.05665205,0.040872987,0.05061331,0.050807517,0.08376765
1,0.10370585,0.07025536,0.037654005,0.030931143,0.10386089,0.070753105,0.061000988,0.030018145,0.02696018,0.07140618,0.072443135,0.033561997,0.08642,0.062110554,0.050474446,0.088443965
2,0.048738163,0.06815238,0.056794304,0.06955425,0.06781718,0.06599359,0.055994004,0.04151611,0.06720438,0.08685868,0.06719244,0.030284861,0.079907335,0.034810975,0.11415013,0.04503126
3,0.08469681,0.0365326,0.023498321,0.07883822,0.17342101,0.06598852,0.08662039,0.016781183,0.03655484,0.04949635,0.058103483,0.05393145,0.054827403,0.037570104,0.028108656,0.11503071
4,0.07599398,0.076083146,0.052511472,0.053946886,0.17991835,0.051962283,0.051346187,0.029265353,0.027965253,0.07468224,0.045967404,0.036834206,0.040471744,0.038937245,0.053254645,0.1108596
5,0.04792884,0.058463592,0.0753307,0.08539652,0.08352712,0.04035998,0.0638789,0.06022807,0.06428205,0.056548804,0.086790375,0.08231296,0.03581508,0.042295974,0.03370219,0.083138786
6,0.103547215,0.03328696,0.047871295,0.062059905,0.07595842,0.031909157,0.05015536,0.06382623,0.06009725,0.11340309,0.059746597,0.094015576,0.033557016,0.05255236,0.084205754,0.03380776
7,0.04629675,0.030108439,0.03614552,0.06391675,0.09273187,0.057793707,0.09565126,0.048935324,0.043857396,0.08826501,0.06611077,0.059626345,0.060550045,0.09516558,0.057585817,0.057259444
8,0.03624847,0.049651187,0.05386449,0.06636602,0.10723124,0.08813711,0.09314158,0.03374503,0.024072772,0.07553867,0.031701256,0.065797955,0.04748544,0.067939125,0.063496806,0.095582865
9,0.1028823,0.029227719,0.022714384,0.079126686,0.084022045,0.059754923,0.08298339,0.033107515,0.042493016,0.09320273,0.08063603,0.081103586,0.07398454,0.031723667,0.030169284,0.072868206
10,0.075838506,0.05902953,0.062113535,0.053440258,0.12348184,0.06716695,0.08024254,0.0348406,0.035141166,0.07185931,0.054295465,0.038896415,0.057260066,0.04123299,0.0630287,0.08213209
11,0.106482126,0.042521104,0.04595037,0.049726892,0.08840597,0.027536606,0.046208788,0.055445418,0.043598343,0.09575283,0.11898623,0.092384815,0.036432117,0.042830706,0.031557348,0.0761803
12,0.06413788,0.04933497,0.06901771,0.045407634,0.07432828,0.044235587,0.062870525,0.06206553,0.048233043,0.07259389,0.064381056,0.09228453,0.033590574,0.09609533,0.054457802,0.066965625
13,0.049654547,0.031031037,0.020334193,0.059161067,0.122029446,0.05894305,0.06833888,0.025494838,0.023498347,0.15125458,0.056394424,0.041298427,0.064646184,0.07062688,0.07171418,0.08557994
14,0.09410716,0.031735554,0.04592258,0.033974696,0.054111045,0.05252487,0.06265172,0.041370112,0.06776342,0.08882519,0.0883953,0.08446709,0.03901094,0.06251882,0.06987342,0.08274807
15,0.11087837,0.06526055,0.06841378,0.025459176,0.06263988,0.074248195,0.06944575,0.027736539,0.07424479,0.03124032,0.073869236,0.06426018,0.051514164,0.057208087,0.06535077,0.078230195
16,0.064802825,0.018689224,0.012371271,0.054041166,0.14401913,0.027131675,0.04306392,0.024659054,0.037925474,0.12945588,0.095529355,0.07498292,0.035862237,0.11338472,0.057201046,0.066880085
17,0.05058982,0.014440641,0.011802322,0.07335399,0.14297546,0.026452169,0.05986156,0.040392403,0.034962583,0.1348337,0.12966296,0.03987113,0.03097871,0.057521295,0.014643658,0.13765757
18,0.06803175,0.05956076,0.05398843,0.019801395,0.070924856,0.08448997,0.08412504,0.021261064,0.018511675,0.046327796,0.06637155,0.054717522,0.104320675,0.08741585,0.060095713,0.100055896
19,0.08991403,0.08023242,0.06756595,0.051300734,0.13594615,0.050405096,0.059024226,0.036804084,0.036720604,0.051551137,0.06635391,0.05832826,0.047090035,0.044450194,0.040973905,0.08333924
20,0.05013134,0.09121862,0.09238339,0.05486403,0.10669124,0.034429457,0.040822163,0.044131856,0.052702833,0.033086788,0.054581936,0.11167676,0.02031077,0.06737705,0.0341647,0.11142702
21,0.069044776,0.021191893,0.036039125,0.08205914,0.06660548,0.053730946,0.12362725,0.056151748,0.047678113,0.050598383,0.08749646,0.08080124,0.046834797,0.029731879,0.012192755,0.13621601
22,0.08194741,0.03789117,0.03501089,0.060359776,0.06953803,0.077122144,0.08453562,0.03497799,0.064933866,0.07003944,0.08276238,0.068216525,0.061842605,0.052463565,0.047096487,0.07126214
