"","neu","NK","CD4","CD8","B","mono"
"0",0.0559,0.1577,0.0834,0.3473,0.0771,0.2786
"1",0.2462,0.1002,0.1853,0.3112,0.0467,0.1104
"2",0.0215,0.2255,0.1879,0.3458,0.0647,0.1545
"3",0.126,0.1368,0.2218,0.3124,0.1516,0.0512
"4",0.1212,0.204,0.1034,0.3142,0.1197,0.1377
"5",0.1297,0.2149,0.1836,0.3764,0.0193,0.0759
"6",0.0255,0.2252,0.1833,0.3092,0.0662,0.1906
"7",0.2211,0.0505,0.1637,0.303,0.09,0.1717
"8",0.0499,0.1629,0.1104,0.3768,0.1525,0.1476
"9",0.0856,0.0519,0.2374,0.3296,0.1285,0.167
"10",0.1729,0.2017,0.0433,0.2857,0.0825,0.2139
"11",0.2006,0.0652,0.1812,0.3327,0.002,0.2183
"12",0.1922,0.1749,0.067,0.2942,0.016,0.2558
"13",0.0997,0.2008,0.1934,0.3254,0.1013,0.0794
"14",0.2474,0.1137,0.148,0.3667,0.0154,0.1089
"15",0.2585,0.1037,0.1409,0.3148,0.092,0.0901
"16",0.1045,0.1754,0.1912,0.3364,0.0829,0.1095
"17",0.055,0.2598,0.1111,0.398,0.0841,0.092
"18",0.1048,0.0543,0.2329,0.3261,0.0734,0.2085
"19",0.0296,0.0803,0.1384,0.3787,0.155,0.218
"20",0.059,0.2023,0.2031,0.3467,0.0224,0.1664
"21",0.0993,0.1382,0.1106,0.3317,0.0601,0.2601
"22",0.1424,0.2056,0.1435,0.355,0.0102,0.1433
"23",0.0309,0.2704,0.114,0.302,0.0183,0.2645
"24",0.0614,0.1799,0.2331,0.3529,0.0335,0.1393
"25",0.0952,0.2832,0.1788,0.3262,0.0808,0.0358
"26",0.0331,0.1994,0.2376,0.344,0.1374,0.0485
"27",0.1668,0.1789,0.1581,0.2723,0,0.2239
"28",0.2326,0.0995,0.2664,0.2932,0.0082,0.1
"29",0.0425,0.1262,0.2129,0.3749,0.0658,0.1776
"30",0.1677,0.0898,0.0862,0.3632,0.0468,0.2464
"31",0.1215,0.24,0.1501,0.3765,0.0597,0.0523
"32",0.1309,0.1619,0.1759,0.3304,0.0173,0.1836
"33",0.1243,0.0926,0.3405,0.3321,0.0619,0.0486
"34",0.0216,0.121,0.1393,0.3936,0.1509,0.1736
"35",0.1632,0.1035,0.1167,0.3068,0.0967,0.2131
"36",0.1451,0.1748,0.1205,0.3521,0.0731,0.1345
"37",0.0639,0.2144,0.1759,0.3449,0.0937,0.1072
"38",0.191,0.0688,0.191,0.2747,0.1073,0.1674
"39",0.0193,0.2364,0.1471,0.3607,0.0961,0.1403
