,G1,S,G2
0,0.055599567,0.7357779,0.2086225
1,0.34555784,0.51194745,0.14249471
2,0.662601,0.095878534,0.24152048
3,0.18721302,0.39402613,0.4187608
4,0.5836276,0.09871716,0.31765515
5,0.671337,0.112691686,0.21597135
6,0.6229166,0.0782993,0.29878414
7,0.64587283,0.11095247,0.24317469
8,0.6510308,0.09636489,0.25260434
9,0.48104548,0.33234116,0.18661335
10,0.10393613,0.66576236,0.23030151
11,0.17146161,0.21535072,0.6131877
12,0.549341,0.15734036,0.2933186
13,0.23750135,0.54798913,0.21450952
14,0.5329823,0.21581253,0.25120518
15,0.32351917,0.17741509,0.49906573
16,0.061803058,0.7997834,0.1384135
17,0.2531965,0.52436167,0.2224418
18,0.7283339,0.08212066,0.18954544
19,0.4011673,0.2694328,0.3293999
20,0.6503033,0.23400465,0.115692146
21,0.27248862,0.62777716,0.09973422
22,0.390674,0.3712794,0.2380466
23,0.41825882,0.4821673,0.09957383
24,0.08145434,0.31778717,0.6007585
25,0.59015214,0.12001312,0.28983477
26,0.49624583,0.34495687,0.15879734
27,0.14589368,0.2793632,0.5747431
28,0.5544928,0.24317272,0.20233451
29,0.35451934,0.4458764,0.19960432
30,0.56973755,0.32946312,0.10079934
31,0.6549705,0.12883711,0.2161924
32,0.5841403,0.29633167,0.11952804
33,0.6598817,0.0880636,0.25205463
34,0.5256523,0.19867389,0.2756738
35,0.32741472,0.42573664,0.24684861
36,0.054553393,0.36843392,0.57701266
37,0.05699606,0.3930943,0.5499096
38,0.5509425,0.34344715,0.1056104
39,0.24279942,0.656987,0.10021356
40,0.21483985,0.6945662,0.09059394
41,0.5863315,0.3117461,0.10192244
42,0.14151032,0.41179505,0.44669464
43,0.08066248,0.1585598,0.7607777
44,0.6743391,0.108723864,0.21693705
45,0.5219359,0.36876333,0.10930078
46,0.35340992,0.47067225,0.17591786
47,0.19955796,0.108396776,0.6920453
48,0.75065523,0.09303969,0.15630512
49,0.69601464,0.101479486,0.20250586
50,0.05002181,0.31049109,0.6394871
51,0.5640422,0.12793726,0.3080206
52,0.15932794,0.46754977,0.37312225
53,0.08454581,0.12330089,0.7921533
54,0.49472147,0.18446955,0.320809
55,0.39683396,0.25523216,0.3479339
56,0.058463402,0.42093956,0.52059704
57,0.1401779,0.756702,0.1031201
58,0.6598817,0.0880636,0.25205463
59,0.3466048,0.13044682,0.5229484
60,0.29122505,0.16816899,0.54060596
61,0.109455414,0.2711261,0.6194185
62,0.11016907,0.16121414,0.7286168
63,0.6880066,0.093486786,0.21850666
64,0.2024623,0.64509124,0.15244643
65,0.29081124,0.6065715,0.102617286
66,0.3248315,0.32183692,0.3533316
67,0.052024767,0.33113256,0.6168427
68,0.39389104,0.16185586,0.44425303
69,0.5739443,0.30515343,0.1209023
70,0.49916443,0.36003944,0.1407962
71,0.21187878,0.09212839,0.6959928
72,0.4122176,0.29450798,0.29327437
73,0.22936437,0.5423451,0.22829048
74,0.24903226,0.0928521,0.6581156
75,0.5628424,0.31810609,0.11905151
76,0.33493972,0.45817712,0.20688315
77,0.21375048,0.68747395,0.09877554
