,G1,S,G2
0,0.2714974,0.62224185,0.1062607
1,0.058718372,0.49504003,0.44624165
2,0.6098269,0.27926624,0.11090685
3,0.32672405,0.54572123,0.12755473
4,0.58582646,0.30388302,0.110290565
5,0.38766456,0.331661,0.2806745
6,0.5509312,0.2283432,0.22072558
7,0.25657135,0.21486528,0.5285634
8,0.6934216,0.13480204,0.17177643
9,0.039139174,0.8395507,0.12131018
10,0.047651872,0.75052655,0.20182163
11,0.052614402,0.87163603,0.07574954
12,0.624239,0.10148163,0.27427936
13,0.610532,0.27675855,0.11270941
14,0.47829285,0.26378343,0.2579237
15,0.5219962,0.36586314,0.11214073
16,0.31104422,0.4062682,0.28268752
17,0.053619724,0.3666853,0.57969505
18,0.56208986,0.3141015,0.1238087
19,0.64193517,0.08626984,0.27179497
20,0.39762285,0.49350688,0.1088703
21,0.1406086,0.72699326,0.13239814
22,0.31896457,0.35993743,0.32109803
23,0.7136295,0.12440569,0.1619649
24,0.33387738,0.546087,0.12003554
25,0.27429655,0.5119615,0.21374193
26,0.682736,0.16471118,0.15255287
27,0.2909129,0.583519,0.12556815
28,0.24492542,0.34239027,0.4126843
29,0.044107027,0.25693136,0.69896156
30,0.12762336,0.27733216,0.59504443
31,0.6728524,0.20183234,0.12531526
32,0.41590378,0.3205319,0.26356435
33,0.49736112,0.34292305,0.15971589
34,0.13859755,0.4777009,0.38370156
35,0.18829292,0.14160183,0.6701052
36,0.17010789,0.69930476,0.1305874
37,0.21323656,0.20472842,0.58203506
38,0.6107444,0.09377562,0.29547995
39,0.04718122,0.17941241,0.7734064
40,0.22889863,0.34703976,0.42406157
41,0.3230239,0.07421495,0.60276115
42,0.055606402,0.6401014,0.30429217
43,0.29039922,0.60574925,0.103851564
44,0.57455844,0.29302174,0.13241988
45,0.5509806,0.23731934,0.21170005
46,0.083363034,0.7925968,0.12404012
47,0.6373374,0.2156019,0.14706069
48,0.10591097,0.17619033,0.7178987
49,0.48988074,0.10703243,0.40308678
50,0.042190123,0.17970164,0.77810824
51,0.5754352,0.248341,0.17622378
52,0.13561366,0.71792036,0.14646591
53,0.31104422,0.4062682,0.28268752
54,0.45152375,0.42287445,0.1256018
55,0.35570014,0.42138398,0.22291586
56,0.64824766,0.09742421,0.25432813
57,0.05404794,0.31391165,0.6320404
58,0.31715754,0.5774554,0.105387025
59,0.4202088,0.47008318,0.10970797
60,0.39721268,0.48611143,0.11667589
61,0.10132594,0.77174264,0.12693146
62,0.5872156,0.2524664,0.16031802
63,0.04538214,0.76798373,0.18663411
64,0.067930296,0.86033916,0.071730494
65,0.46291804,0.30628523,0.23079672
66,0.5987548,0.20762943,0.19361573
67,0.58535254,0.30620468,0.1084428
68,0.3565776,0.22541901,0.4180034
69,0.26018846,0.5269226,0.21288893
70,0.06951869,0.1530168,0.7774645
71,0.4454754,0.44024184,0.11428277
72,0.13282812,0.16073455,0.7064373
73,0.53579587,0.08771075,0.37649342
74,0.5946484,0.08198988,0.32336172
75,0.5729583,0.09814539,0.32889634
76,0.08871473,0.8228945,0.08839074
77,0.34646866,0.34050217,0.3130292
78,0.7051276,0.10539771,0.18947466
79,0.52246743,0.2195137,0.2580188
80,0.26858053,0.508753,0.22266646
81,0.444408,0.31394017,0.24165191
82,0.6117805,0.27324587,0.11497357
83,0.29291072,0.5154173,0.19167201
84,0.28808242,0.59820473,0.11371287
85,0.05738418,0.44038376,0.5022321
86,0.42805126,0.33323714,0.23871166
87,0.68235385,0.15772176,0.1599244
88,0.44747272,0.3243899,0.22813736
89,0.058669966,0.5305948,0.41073516
90,0.08464318,0.17831913,0.7370377
91,0.076899916,0.16748057,0.7556196
92,0.23336971,0.6627774,0.10385288
93,0.3254868,0.07210675,0.6024065
94,0.4249147,0.27527484,0.29981053
95,0.04452558,0.7783321,0.17714232
96,0.053699262,0.67251337,0.27378738
97,0.36488032,0.4772399,0.15787974
98,0.5675345,0.3218661,0.11059939
99,0.60734665,0.12697408,0.2656792
100,0.33582997,0.44634405,0.21782602
101,0.53298795,0.27980894,0.18720312
102,0.43066874,0.23982412,0.32950717
103,0.72540903,0.1065389,0.16805203
104,0.050984874,0.70208603,0.24692908
105,0.44549555,0.4031527,0.15135175
106,0.42761913,0.46345952,0.10892132
107,0.4184108,0.22259086,0.35899833
108,0.592753,0.2505269,0.15672015
109,0.09958327,0.17781879,0.72259796
110,0.26147947,0.6265688,0.1119518
111,0.13985409,0.31839174,0.5417541
112,0.58602417,0.27630213,0.13767372
113,0.056530442,0.6165079,0.3269617
114,0.67140895,0.18300772,0.1455834
115,0.52881783,0.32924727,0.14193487
116,0.06704142,0.43157005,0.50138855
117,0.31120557,0.51514304,0.17365143
118,0.080568545,0.51181304,0.4076184
119,0.051205583,0.1666519,0.7821426
120,0.23712501,0.3134017,0.44947332
121,0.26380497,0.18751965,0.54867536
122,0.054134246,0.8133986,0.13246717
123,0.3722872,0.5199342,0.10777862
124,0.34702474,0.08609784,0.56687737
125,0.5146333,0.09808226,0.38728446
126,0.5854373,0.29057395,0.12398874
127,0.43216687,0.17346418,0.3943689
128,0.4518682,0.15689638,0.39123544
129,0.5355852,0.3446914,0.11972343
130,0.58146185,0.13549861,0.28303957
131,0.63022107,0.2559053,0.11387365
132,0.067124315,0.79033947,0.14253621
133,0.07174889,0.212863,0.7153881
134,0.038892582,0.8280143,0.13309306
135,0.5653463,0.32127184,0.113381855
136,0.31356102,0.37339088,0.31304806
