"","neu","NK","CD4","CD8","B","mono"
"0",0.250484834170085,0.20211995802425,0.0989564997030096,0.048360686937983,0.285456545290238,0.106124923554
"1",0.134669169055364,0.150294931586308,0.0870145948368461,0.0671348848938389,0.224504523177683,0.315415220732827
"2",0.129637131915046,0.0551554485641851,0.449836402048234,1e-04,0.271851486417321,0.0528999629662501
"3",0.00715266438059341,0.33199756508445,0.0932055781605494,0.188857880198922,0.130933459397537,0.243737414184651
"4",0.04499757937123,0.347601718258724,0.0317672341814751,0.108831201134587,0.374432399683832,0.0914747265472971
"5",0.0663693896388469,0.409904126758227,0.0631092537345138,0.107550954260517,0.214684834026313,0.138281508663092
"6",0.150388131801729,0.286970822614836,0.189387752564691,0.0254183741816539,0.210021727446405,0.130476176326575
"7",0.0091322037994509,0.14394854572985,0.172674761503068,0.245623225556944,0.205675391721642,0.19911947200564
"8",0.0973375315052464,0.229902129904748,0.224341275733046,0.000100049142692952,0.325369465601701,0.116961550556233
"9",0.120492827236707,0.27180696786597,0.172352098060587,0.125729537317682,0.161066746895013,0.141355823313359
"10",0.0966514535649119,0.236276124514125,0.253233820558502,0.073144390623957,0.0998574695178263,0.229957852993374
"11",0.0795631303905247,0.226330780896998,0.235340068886548,0.186478426954811,0.0506733253211009,0.211767314087737
"12",0.132371369503964,0.318110618770739,0.157382635165448,0.0796354678782503,0.00867057221238582,0.303729387817134
"13",0.271366404745889,0.230392908482736,0.0451359602118587,0.15241763221211,0.139032114594165,0.158338340903812
"14",0.323143288164731,0.231902252898612,0.245651100462219,0.128944549053762,0.00317022429385231,0.0574222475805447
"15",0.138717240771403,0.113099789203411,0.169669769063839,0.178009438061019,0.225707814197763,0.148648942141132
"16",0.230942791050085,0.179993619881756,0.118833361903405,0.175254358853905,0.198081552110941,0.077234669373494
"17",0.147215263545651,0.0526703937067271,0.293115686136096,0.128816755241095,0.00745645210678584,0.346275987753328
"18",0.224018984755121,0.039054858609273,0.114605386680113,0.0279792145298288,0.201842300758886,0.361387870848017
"19",0.36538773772737,0.349416391925844,0.0376158353465542,0.0436873613805241,0.119337037069228,0.0844556714340933
"20",0.0748577210004547,0.24478106477375,0.168500567719052,0.0826103983839601,0.138360492184176,0.290789784375902
"21",0.0110317932901483,0.311859840869157,0.429863308801371,0.000100004115616106,0.162169982658998,0.0825500881807254
"22",0.158513512463493,0.329039690829336,0.095464960255766,0.101538128874424,0.160296079583351,0.15034643253064
"23",0.170806549044311,0.208228541512704,0.215261428901406,0.162328442455166,0.110285751830021,0.130126215786749
"24",0.232711421173345,0.266143331631403,0.236509346226997,0.0161008133405502,0.180076491207625,0.0683586062474422
"25",0.114772709389121,0.0961959112111053,0.0588519690919784,0.163664367687541,0.350259543974024,0.194733455384276
"26",0.11753828033845,0.216212739335497,0.251385536855441,0.155477467427471,0.0012540125107115,0.249144973132155
"27",0.0214627115627026,0.0305240417257071,0.336515622375379,0.0649854474230454,0.0735513094057225,0.434389069497597
"28",0.151154100204256,0.0841018321852339,0.253911998188248,0.152053764184181,0.215567642566909,0.12696051955288
"29",0.0474122259123416,0.401132186170717,0.16966173375594,1e-04,0.318364719661592,0.0619273911866799
"30",0.221186172284338,0.393107054373835,0.28389162721433,0.000100015904785501,0.0713622619101182,0.0302529271862478
"31",0.128518149049983,0.150085381229622,0.108736417655981,0.185142422593733,0.195193491828448,0.196910920622999
"32",0.166364995636705,0.0355658402856177,0.119201761682177,0.237834501509586,0.116899198419894,0.285386482424304
"33",0.0178783784736642,0.0223959627856217,0.0522594570670028,0.253065045524343,0.534403278477227,0.0847467648538645
"34",0.260120226871018,0.0262415982445153,0.129238628527947,0.290374158928817,0.125506211475709,0.133770283447232
"35",0.153261871978568,0.24106716908089,0.250829101160289,0.174672422526705,0.0301571615204863,0.132009560428633
"36",0.0784843190503759,0.0814700472429992,0.320116516605634,0.0639274875942344,0.302132903765807,0.133544466972382
"37",0.196622152397777,0.0203568556702178,0.389270754873595,0.0492345306056222,0.0164568148802383,0.311065433640504
"38",0.147936055402523,0.266852274728693,0.0462217693711291,0.0198730666163931,0.267384748855315,0.238792535042045
"39",0.219648653193085,0.140246781441732,0.0997594770688981,0.137301727069309,0.184895265377912,0.194202246304201
"40",0.20778804500459,0.0840315902678707,0.174317706355349,0.0882920821881009,0.16379259431795,0.254288308140028
"41",0.239112462023947,0.011204957678128,0.274798552388403,0.143819009284358,0.222586041135724,0.0730605572759817
"42",0.269880029405099,0.0872329691220017,0.0284109826305639,0.0625655955055852,0.506518610577291,0.0101629551421538
"43",0.259515442214169,0.0982452637976998,0.222785732099808,0.220703480908312,0.00104036838036637,0.17523894364273
