"","B","CD4","CD8","mono","neu","NK"
"0",0.0610799335229552,0.375537055093342,0.0157031002800767,0.149212432011933,0.265577831093421,0.158935358853209
"1",0.085989078898561,0.383094008152992,0.0418196103404358,0.217073796339916,0.172264187608015,0.116248556936334
"2",0.0382892188645347,0.336164473919446,0.103076041447566,0.183626867309195,0.0352163638415002,0.309299172040078
"3",0.0203008074751492,0.0861780551641996,0.251716344745496,0.139042218421029,0.196088302649389,0.309594397369688
"4",0.165885168470604,0.138410315687318,0.0226526310748314,0.263603572136852,0.139130917384628,0.195923469933976
"5",0.117402104027777,0.200073158814524,0.27623453416283,0.0235596078080998,0.163311678852664,0.23372692976735
"6",0.112831823928184,0.0652864053082179,0.236092737270195,0.0412309340539445,0.32551394429966,0.220288352832891
"7",0.160030253947799,0.220251075754746,0.12649374969494,0.23119786650477,0.0590963342671976,0.188912064702226
"8",0.140654863447667,0.205748062784878,0.180231948107462,0.159536723986718,0.105046280201599,0.222528872941578
"9",0.197683270475277,0.11312644857235,0.23470160893333,0.079735891545878,0.205777716736704,0.0475984999576714
"10",0.0366188355936559,0.0567942090209723,0.126323791481683,0.461813383372362,0.246135591690077,0.0637762792522114
"11",0.140686779823826,0.215332358361236,0.207919760753263,0.120024221152017,0.0961319361599432,0.233251757275118
"12",0.0529088439066531,0.254169179696319,0.255725027840919,0.0243822273948848,0.085098493247524,0.349917453119328
"13",0.15135272322228,0.233009970909015,0.276660873146766,0.135597030202973,0.097429226477038,0.137903858039628
"14",0.14468612665665,0.0883824820975934,0.285880202601391,0.239546592609818,0.0847028280915036,0.157158633123708
"15",0.147547407880683,0.143493070387069,0.243896432893023,0.24167130609905,0.040244225402606,0.175587960679645
"16",0.0132669527557447,0.0700451538072313,0.121629929208796,0.249063152665827,0.225066278065975,0.31445283089526
"17",0.0296171876335178,0.0360885451603197,0.298752240916591,0.204185192025538,0.353967419860916,0.08322159256439
"18",0.182317859745774,0.131175393329897,0.279846088590345,0.113469438749942,0.210481756466084,0.085208509330112
"19",0.0106329453805998,0.0789495250400994,0.0955278863845241,0.269661671493822,0.259887901906072,0.271287743353679
"20",0.101457685261203,0.196048360141762,0.164686816411114,0.259828454663063,0.0361435675620467,0.249755022183816
"21",0.130924494089902,0.14289681135165,0.0879257533565277,0.233142810753945,0.197819346873875,0.21136893331749
"22",0.131285251975183,0.226606195685635,0.226314629332915,0.168564114203338,0.172805132213708,0.0856818985877632
"23",0.131377602996739,0.300314471211873,0.125911401354801,0.112652996876746,0.105744561350025,0.22858378957855
"24",0.144997087445291,0.0911754069875311,0.0357276112587705,0.239022479797487,0.273443204140735,0.218200418852371
"25",0.121750795547538,0.156935318321911,0.118973833692091,0.182889769425346,0.14840792775646,0.290548514364339
"26",0.135967142055139,0.152267579650921,0.178613586741368,0.197700651242784,0.180252950925003,0.179671345419855
"27",0.0360810984392084,0.0817294877223121,0.238357569570008,0.180163592419712,0.0783350085413254,0.39686332994309
"28",0.0887577493375937,0.0855593147296745,0.169691932590496,0.0457434691969867,0.265860906316075,0.349178945041515
"29",0.0344586208828242,0.3586996622686,0.265413733781225,0.0270008188950852,0.16282569191335,0.176729575755966
"30",0.143814253239099,0.143300989640412,0.23393707656469,0.227606014175982,0.191954233886685,0.0770309129810996
"31",0.1110552438356,0.225061796961215,0.212467089615314,0.1770363226142,0.169112906459875,0.114684934015805
"32",0.0609305604866204,0.173373623410996,0.0904137208242909,0.36198826305242,0.0886520908336882,0.22980700057086
"33",0.119761608779806,0.123462634937515,0.317707632375778,0.152928876006889,0.164937491605996,0.123056345799216
"34",0.140859741260573,0.160780213647836,0.101911569933852,0.0955796012255233,0.215597178117323,0.299027856006034
"35",0.116299204973507,0.182999177752916,0.132555972053577,0.244698036886414,0.121313245696974,0.200533480829986
