,CCC,RMSE,CORR
0,0.8949392753725289,0.09558073342545659,0.9327468967387067
1,0.890150868420825,0.09808566233542666,0.9128472311225202
2,0.9046145207332009,0.09051838521131032,0.9348897216990837
3,0.8793049014794226,0.10011053920907156,0.917501509099008
4,0.894851260612604,0.09390794748170125,0.9118658040061529
5,0.8919913397609214,0.09615211037021557,0.9302508935800464
6,0.8807793165796983,0.10189809308455115,0.9160309420215642
7,0.8904296622665498,0.09899393651817724,0.9271789700370685
8,0.8996653188613742,0.09471422914125878,0.9204065844429529
9,0.9003242836531273,0.09141530547733534,0.9280996235421922
10,0.8821262550428614,0.10025491255323335,0.9168495586615497
11,0.8927840758092064,0.09563774662402175,0.9261286514277415
12,0.8916720246318683,0.09641776374636295,0.9229481604383418
13,0.9103045244009538,0.0892345202384775,0.9307627258897402
14,0.9069869238573359,0.09038631956599028,0.9295906171295375
15,0.8883464062735315,0.09808097684887901,0.9152301271606248
16,0.8918086740053921,0.09674732946942052,0.9266222372770065
17,0.8835368593226598,0.10207319208466518,0.9012143125996039
18,0.8907444114602237,0.09749390338816899,0.9107986356445941
19,0.9019868477105367,0.09190037202515733,0.9288586821524943
