,CCC,RMSE,CORR
0,0.8944701861746083,0.09484798304580679,0.9278049963892274
1,0.8771297973261019,0.10226543801632619,0.902562668858978
2,0.8907399476169376,0.09548733450915434,0.921090300753461
3,0.8875386024207899,0.09802856428536458,0.9252153437996725
4,0.875145914189677,0.10266301039541781,0.9062989014918128
5,0.8959421808988286,0.09239886590237842,0.9266012548191618
6,0.8773062209024001,0.10139776057563905,0.9070900156515549
7,0.8928283170341389,0.09666185709102694,0.9305634511767147
8,0.9056274982102803,0.09032242962300403,0.9287553476750703
9,0.9064927509944485,0.08820605723922632,0.926087105321633
10,0.8789239333439642,0.09973414738288416,0.9086942677734892
11,0.8930336041065516,0.09684015837969352,0.9231712911121149
12,0.8781059570352104,0.10082420641747492,0.9122186900003885
13,0.9050334305315123,0.09105706898694294,0.9289300012294686
14,0.8986086545489725,0.09520314900888635,0.9244796404546699
15,0.8847389260257534,0.10051370735626763,0.9217023816132142
16,0.902115182092126,0.09366083810618424,0.925615983235321
17,0.9025015873449123,0.0916183680179384,0.923984954231043
18,0.8992951029527712,0.09610241409973203,0.9221002783535999
19,0.9075494948093633,0.09283089513858332,0.9279184889191887
