,CCC,RMSE,CORR
0,0.7726233829805529,0.11604635016895992,0.7745651318172878
1,0.8431801039039485,0.10012764682082773,0.8431805295857072
2,0.8377658361961614,0.1036692910652453,0.8378138500485943
3,0.8012658256104506,0.1106639733821535,0.802581808336006
4,0.8155013520063258,0.11329170777352002,0.816472035244094
5,0.8123068132944399,0.10253953007397747,0.817255079536652
6,0.7526778910020864,0.12557261486722016,0.7526959353171566
7,0.8165968551478425,0.1065904992668813,0.8167288169988707
8,0.7996670975653809,0.11428675650832582,0.7997658905417202
9,0.8022002168153028,0.11057959424968913,0.8022035228911603
10,0.805583635321655,0.11180903006769269,0.8080508859686759
11,0.8087290531834025,0.10806054544075806,0.8090718539191012
12,0.7594557881102815,0.11873732094017588,0.7613047811441737
13,0.793010557376193,0.11714502319195279,0.7938840703023904
14,0.8076609674593028,0.11100582761342162,0.8078590229128315
15,0.8313598673743823,0.10636745252028847,0.8340136663239219
16,0.7819232316675023,0.11503778310723439,0.7829268941599452
17,0.7667330338937843,0.11785109785366592,0.7702012444542603
18,0.8150292381234409,0.10932640385187047,0.8154698100663427
19,0.8349733910840799,0.1041836296472552,0.8359583221029356
