,CCC,RMSE,CORR
0,-0.19754230658317293,0.15627944110375153,-0.19910827086738686
1,-0.12545333522127955,0.1499314926728069,-0.12891714317537645
2,-0.18285456367667838,0.15459594203472135,-0.18797878461991954
3,-0.1920553410175948,0.15348795584802433,-0.19543088184569885
4,-0.16864460801956319,0.15477132076669428,-0.172625031260065
5,-0.18190407141260184,0.15921990458983487,-0.19184309761917928
6,-0.12707045677531995,0.15088842884889608,-0.1286930069155931
7,-0.18447641481347637,0.15554647770511262,-0.18850658419427058
8,-0.16753019906258615,0.15541059375869717,-0.1686313460484035
9,-0.2403105874137874,0.15824524328459563,-0.247171817260491
10,-0.17635558253527658,0.15120530933575896,-0.17968776749880633
11,-0.14541478121541035,0.14908575815269384,-0.147578695249785
12,-0.2308374485313067,0.16084268875798818,-0.23316255622979526
13,-0.18857719553799535,0.1537667230915124,-0.19019661109959657
14,-0.16718167461233494,0.15275024553476083,-0.16916326441753976
15,-0.22796099735340675,0.16120671866405364,-0.2305964141310254
16,-0.195079577741334,0.15776247438866178,-0.20280156377704994
17,-0.21170791078375964,0.15761096260855445,-0.21687822305124202
18,-0.19336605423685319,0.15668993379133678,-0.19416370806161892
19,-0.21236730667477038,0.16466724470305963,-0.2189189649717087
