,G1,S,G2
0,0.33729863,0.35591823,0.30678317
1,0.36441693,0.33626854,0.2993146
2,0.38474566,0.28727618,0.3279782
3,0.41391775,0.2824302,0.30365202
4,0.1811208,0.4570608,0.36181837
5,0.33624777,0.37861523,0.28513703
6,0.29796225,0.46760347,0.23443434
7,0.39152738,0.27488288,0.33358973
8,0.36442426,0.34497944,0.29059628
9,0.47062486,0.057373073,0.47200197
10,0.28241238,0.46480823,0.25277942
11,0.35188755,0.28458238,0.3635301
12,0.35526574,0.3639728,0.28076142
13,0.13406648,0.49481696,0.37111655
14,0.37686896,0.33284903,0.29028204
15,0.34750432,0.37039942,0.28209627
16,0.26202416,0.35398218,0.38399366
17,0.32352844,0.38165483,0.29481676
18,0.26619628,0.37244076,0.361363
19,0.31034097,0.061801963,0.6278571
20,0.36193433,0.29022923,0.34783646
21,0.42496744,0.19286962,0.3821629
22,0.2036537,0.4681514,0.3281949
23,0.2900761,0.47468174,0.2352422
24,0.49295893,0.11308229,0.39395875
25,0.47366703,0.1579871,0.3683459
26,0.3481319,0.3812327,0.27063546
27,0.4171201,0.2348606,0.34801927
28,0.42732114,0.22114953,0.3515293
29,0.33717567,0.3974002,0.26542407
30,0.4234719,0.24275643,0.33377174
31,0.35048494,0.38610336,0.26341164
32,0.22269958,0.45497248,0.3223279
33,0.40667114,0.077302456,0.51602644
34,0.16250917,0.49600464,0.3414862
35,0.336074,0.4056367,0.2582893
36,0.35099015,0.32646072,0.3225491
37,0.4167711,0.23369138,0.3495375
38,0.20338684,0.5255744,0.27103877
39,0.17778431,0.06627475,0.755941
40,0.24863034,0.45253086,0.29883885
41,0.35105893,0.38408607,0.264855
42,0.4265427,0.25805843,0.31539884
43,0.3523269,0.33345175,0.31422135
44,0.40954933,0.2796973,0.31075332
45,0.45128882,0.22350393,0.3252073
46,0.24978803,0.34621975,0.4039922
47,0.20132057,0.49826097,0.3004184
48,0.45340347,0.20365448,0.34294197
49,0.2752998,0.46816674,0.25653344
50,0.42164624,0.26045647,0.3178973
51,0.24951227,0.21626867,0.5342191
52,0.34258202,0.37747094,0.27994698
53,0.3516911,0.32380977,0.32449913
54,0.44753507,0.15852314,0.3939418
55,0.19711246,0.5142651,0.28862247
56,0.14981577,0.48607138,0.36411285
57,0.37706462,0.34156954,0.28136587
58,0.14553066,0.5608087,0.29366064
59,0.3606103,0.28170532,0.3576844
60,0.36819968,0.28324103,0.34855926
61,0.16337542,0.49072707,0.34589756
62,0.08274997,0.34278154,0.5744685
63,0.500089,0.10243392,0.39747712
64,0.089968696,0.35104907,0.5589822
65,0.3454333,0.39469123,0.25987545
66,0.4253018,0.2776217,0.29707652
67,0.4264111,0.24281727,0.33077163
68,0.3329293,0.35943177,0.30763888
69,0.46807697,0.09364239,0.43828055
70,0.4907881,0.10802432,0.40118763
71,0.13198103,0.3070764,0.5609426
72,0.37389472,0.31313583,0.31296945
73,0.3255494,0.41454503,0.25990558
74,0.41425726,0.14741324,0.43832955
75,0.45694762,0.18868731,0.35436505
76,0.2923517,0.08448447,0.6231639
77,0.40214303,0.04132638,0.5565306
78,0.24646607,0.46928468,0.28424922
