,G1,S,G2
0,0.29214245,0.46603245,0.24182504
1,0.39001673,0.32681203,0.28317124
2,0.43302086,0.23573773,0.3312414
3,0.3598309,0.12489238,0.5152768
4,0.3687856,0.3438559,0.28735852
5,0.23806116,0.50875634,0.25318244
6,0.5415529,0.050454058,0.40799302
7,0.3718364,0.3420403,0.28612328
8,0.25269094,0.49716297,0.25014612
9,0.41943508,0.27487224,0.3056926
10,0.4560188,0.1841475,0.35983378
11,0.3972205,0.31993145,0.28284806
12,0.31100604,0.29826805,0.3907259
13,0.33524856,0.3961896,0.2685618
14,0.3799834,0.31682578,0.3031908
15,0.43835115,0.018170433,0.5434784
16,0.28278828,0.49089488,0.22631684
17,0.3380857,0.3957615,0.26615277
18,0.26116562,0.38439858,0.3544358
19,0.45652744,0.20667881,0.33679366
20,0.331038,0.37422392,0.29473805
21,0.5131101,0.098606385,0.3882835
22,0.5116979,0.05133889,0.43696326
23,0.07696502,0.2426857,0.68034923
24,0.12481028,0.5289579,0.3462318
25,0.1749115,0.5453958,0.27969277
26,0.4867934,0.079252124,0.4339545
27,0.33307773,0.37470564,0.2922166
28,0.48162064,0.16009378,0.35828555
29,0.373984,0.33514777,0.29086825
30,0.121657476,0.45253545,0.42580712
31,0.41565502,0.2705899,0.31375518
32,0.39238432,0.2892329,0.31838274
33,0.12903132,0.47797155,0.39299712
34,0.45862058,0.16389869,0.3774807
35,0.36633363,0.2984719,0.33519453
36,0.1390473,0.0768657,0.784087
37,0.34426126,0.37735108,0.27838767
38,0.42584327,0.2677565,0.30640024
39,0.1152081,0.5086472,0.3761447
40,0.211077,0.4957017,0.29322132
41,0.07991103,0.3579431,0.56214595
42,0.35820246,0.272202,0.36959553
43,0.27729154,0.49411085,0.22859757
44,0.45656934,0.15139729,0.39203334
45,0.37243253,0.29898182,0.3285856
46,0.13241318,0.5107909,0.3567959
47,0.4086209,0.30515522,0.2862239
48,0.33176562,0.3671395,0.3010949
49,0.122035205,0.30713025,0.5708346
50,0.34549412,0.34984186,0.30466402
51,0.38761216,0.32655445,0.28583336
52,0.3445287,0.40032765,0.25514367
53,0.35244477,0.36878073,0.27877456
54,0.36124524,0.3631128,0.27564195
55,0.33728576,0.40978464,0.25292957
56,0.0984604,0.45953026,0.44200936
57,0.4737279,0.15915903,0.36711305
58,0.14526542,0.5664861,0.28824848
59,0.50893354,0.11255402,0.37851244
60,0.1132017,0.48122388,0.40557447
61,0.40021524,0.27100056,0.32878417
62,0.37752527,0.34182638,0.28064832
63,0.3569971,0.3399757,0.30302724
64,0.5004387,0.094610974,0.40495032
65,0.3177531,0.38678297,0.2954639
66,0.3815747,0.31958303,0.29884228
67,0.42519844,0.11602094,0.45878062
68,0.37728387,0.33200464,0.29071146
69,0.41038287,0.29927325,0.29034394
70,0.35619223,0.34261388,0.30119386
71,0.46717113,0.027340066,0.5054888
72,0.10592373,0.16418007,0.72989625
