,CCC,RMSE,CORR
0,0.9815105901554432,0.060340323554033695,0.9843915134896246
1,0.9806988046019255,0.06144784300281624,0.9849519282090715
2,0.982741627810735,0.05782825040307402,0.9861274045245081
3,0.9800026982459742,0.06235380452314751,0.9835070261584329
4,0.982312213309636,0.059029699785122264,0.985235936296378
5,0.9822677527516822,0.058797666100153516,0.9852549646003601
6,0.9765494784348503,0.06719480387957433,0.9824586375021065
7,0.981177235370621,0.060660837000195755,0.9850337844561907
8,0.9792178517154994,0.06379904231398377,0.9832538687165984
9,0.980922735411078,0.06111950594101851,0.9853411689235707
10,0.9760007306449996,0.0680512971404447,0.9820258183131261
11,0.9781674912052046,0.06547430533817195,0.9818254096893838
12,0.9822456968368009,0.05918297315365187,0.9851697126120682
13,0.9831963878496709,0.0571830754726309,0.9855277232679598
14,0.9787088658508654,0.06433413099818873,0.9818054235299649
15,0.9788504779572924,0.06464695128233137,0.9823833524113412
16,0.9816434439682679,0.06026400396386164,0.9844459169636139
17,0.9813906398410362,0.06019358866327173,0.9842724837157422
18,0.9819798920880715,0.05952891770187236,0.984854265779382
19,0.9799078280062288,0.062413424175309054,0.9827973563330541
