,VA,AV,BA,FI,HS,IM
0,0.2031024,0.12290195,0.35734573,0.13029979,0.15553439,0.030815754
1,0.11271802,0.068022504,0.102749564,0.37836766,0.09781089,0.24033132
2,0.18876085,0.043440614,0.040985633,0.21829307,0.3952694,0.113250434
3,0.057126142,0.15961638,0.30291218,0.1029318,0.14773421,0.22967933
4,0.097240925,0.08812878,0.28051805,0.05569106,0.33097294,0.14744826
5,0.10943104,0.17290257,0.30367634,0.30503398,0.0388387,0.07011732
6,0.1758622,0.17243777,0.19801483,0.24127315,0.080606446,0.13180569
7,0.085130215,0.15542583,0.30367804,0.04903859,0.06931873,0.33740857
8,0.41869065,0.16076268,0.15744977,0.11163772,0.11063744,0.04082167
9,0.12744638,0.35874048,0.2905818,0.09160764,0.060336344,0.07128741
10,0.24329631,0.29657587,0.17232475,0.086427845,0.10486888,0.09650636
11,0.41912332,0.036397777,0.10993421,0.23486829,0.10394601,0.09573043
12,0.3115086,0.44090936,0.031217853,0.10296248,0.08358786,0.029813893
13,0.09718929,0.2521867,0.06575392,0.22351444,0.18641888,0.17493677
14,0.31378624,0.11788111,0.033753302,0.07676521,0.3820775,0.075736724
15,0.060187608,0.062311895,0.03557222,0.23436399,0.2062424,0.40132183
16,0.07607353,0.111414395,0.580205,0.040808115,0.117909916,0.07358902
17,0.32013503,0.07736819,0.1380925,0.23311612,0.1248218,0.106466375
18,0.08040667,0.08435233,0.3350886,0.33688006,0.09372881,0.0695435
19,0.2220608,0.29159185,0.1818595,0.06929622,0.16303714,0.07215454
20,0.14432652,0.056928676,0.40659815,0.036216203,0.10438813,0.25154224
21,0.19653562,0.0884382,0.40295464,0.15728442,0.041985843,0.1128013
22,0.04962456,0.25123703,0.026997028,0.21381134,0.34347495,0.114855
23,0.088580936,0.15867072,0.50819254,0.06108293,0.091775164,0.091697715
24,0.30057675,0.24394934,0.15364571,0.2025904,0.0595163,0.03972152
25,0.20145388,0.15202488,0.20139481,0.21175273,0.07136463,0.16200902
26,0.19213648,0.07657329,0.21230802,0.40534362,0.046189934,0.06744863
