,VA,AV,BA,FI,HS,IM
0,0.27911955,0.13035774,0.25556365,0.068381235,0.2185937,0.047984127
1,0.09005871,0.09237223,0.18776676,0.30011675,0.045439567,0.28424597
2,0.63589835,0.08382049,0.068934545,0.09972709,0.051289555,0.060329877
3,0.071845464,0.0975258,0.21627317,0.3121452,0.19714409,0.10506623
4,0.17101392,0.13758206,0.076979876,0.28763697,0.08084218,0.24594495
5,0.10716133,0.2409539,0.12148037,0.18661839,0.15759218,0.18619387
6,0.33302018,0.22013736,0.04553789,0.10513585,0.19585778,0.10031092
7,0.2717099,0.15874533,0.15328021,0.067349,0.13408731,0.21482825
8,0.091825776,0.04950111,0.027465995,0.30706194,0.15283056,0.37131467
9,0.17591467,0.14619172,0.31519175,0.05867903,0.078438,0.22558485
10,0.07605227,0.1557435,0.33972555,0.042194854,0.09662409,0.2896597
11,0.04660031,0.083769135,0.19111626,0.29481184,0.18393391,0.19976856
12,0.3112053,0.084749095,0.07012441,0.2199809,0.11373997,0.20020033
13,0.09766986,0.1360109,0.1001416,0.02955644,0.29564044,0.34098077
14,0.08356601,0.2805044,0.2508387,0.049324505,0.09400966,0.2417567
15,0.040831592,0.3705244,0.27008283,0.054143935,0.19490854,0.06950872
16,0.035310455,0.048639633,0.3815188,0.09959748,0.21590637,0.21902722
17,0.049834162,0.3328956,0.3226244,0.07809407,0.18332344,0.033228353
18,0.045448318,0.40295997,0.08006907,0.37231272,0.06824335,0.030966543
19,0.3254078,0.1442573,0.0331398,0.21013561,0.20514731,0.0819122
20,0.07274786,0.26079002,0.045765758,0.39902726,0.09570211,0.12596692
21,0.36335674,0.15878569,0.05225575,0.119492196,0.15783192,0.1482777
22,0.047661215,0.077777885,0.27696073,0.34490076,0.1304945,0.12220491
23,0.028432218,0.07601713,0.19235632,0.03787972,0.43997708,0.22533761
24,0.29865554,0.15711978,0.24504401,0.1394928,0.05549024,0.104197726
25,0.061719615,0.08447756,0.15048258,0.32053167,0.3277082,0.05508038
26,0.28649244,0.027591454,0.20726247,0.14710586,0.0434932,0.28805462
27,0.05417217,0.055552058,0.23303218,0.3750723,0.100719675,0.18145163
28,0.047632795,0.3399597,0.16918066,0.10070472,0.20495799,0.13756414
29,0.22996303,0.2841822,0.06087294,0.23664795,0.15385984,0.034474026
30,0.17736919,0.28149128,0.22804561,0.04158218,0.21202934,0.059482366
31,0.18013893,0.08916213,0.12702428,0.1964117,0.108761914,0.29850107
32,0.21805203,0.06735905,0.0638792,0.28825235,0.15602808,0.20642929
33,0.12750389,0.339867,0.138937,0.031689875,0.21357198,0.1484302
34,0.075362355,0.07350573,0.33843628,0.03564591,0.06099699,0.41605273
35,0.13104059,0.05793716,0.3215956,0.087794915,0.041024536,0.36060715
36,0.21860975,0.21598159,0.2218776,0.21687151,0.077300124,0.049359374
37,0.1294891,0.092602685,0.089873545,0.3672991,0.10383075,0.21690485
38,0.04422268,0.2727246,0.18665747,0.1211088,0.066791244,0.30849516
39,0.28781745,0.09017903,0.08180796,0.3824164,0.098465964,0.05931321
40,0.25070506,0.15439518,0.17980374,0.14239065,0.10182962,0.17087573
41,0.10035765,0.34344554,0.10007875,0.08664846,0.32948366,0.039985966
42,0.059160173,0.1880664,0.33324796,0.0893795,0.26717705,0.062968954
43,0.21591148,0.2753021,0.18015978,0.06756073,0.15235691,0.10870898
44,0.081655525,0.071905814,0.052346833,0.19483835,0.31255564,0.28669792
45,0.24337396,0.05019798,0.3357785,0.16398625,0.07052246,0.13614084
46,0.13299406,0.08029694,0.6144321,0.06632564,0.07424245,0.03170871
47,0.29194492,0.057684112,0.07064414,0.17651081,0.059415363,0.3438007
48,0.124553256,0.11470368,0.23633467,0.24484314,0.22845809,0.051107097
49,0.18316188,0.07880436,0.038991466,0.32967457,0.089310564,0.28005713
50,0.20405696,0.12073765,0.18152003,0.3341433,0.07304829,0.086493656
51,0.3850897,0.26984665,0.059479527,0.04488286,0.19334166,0.047359645
52,0.113988124,0.18176886,0.20112765,0.33953133,0.09316478,0.07041925
53,0.2270068,0.23242363,0.18647578,0.060267475,0.18574263,0.10808373
54,0.12095354,0.13032229,0.284691,0.20749173,0.20738642,0.049155045
55,0.3764795,0.12692867,0.0878019,0.09456944,0.21958706,0.094633356
56,0.06749534,0.5174213,0.08795681,0.040930964,0.099853665,0.18634187
57,0.2147914,0.08641767,0.07576468,0.27210873,0.25572804,0.095189475
58,0.20913166,0.07282175,0.2575317,0.30918244,0.10100874,0.050323732
59,0.15464355,0.08066834,0.19212778,0.26173508,0.063811414,0.24701379
60,0.092162035,0.10627674,0.40249404,0.03234823,0.3263437,0.040375255
61,0.20598148,0.20433453,0.2903503,0.19166583,0.057748023,0.04991986
62,0.12241155,0.19291532,0.13900584,0.35944927,0.1407521,0.04546591
63,0.052692693,0.20031802,0.18393269,0.32845408,0.19303767,0.041564826
64,0.1415392,0.32351866,0.029103335,0.038696066,0.23624669,0.23089609
65,0.26362237,0.10406702,0.103878856,0.395591,0.07540299,0.05743774
66,0.034362752,0.56656086,0.11898374,0.06894006,0.15470113,0.05645137
67,0.24156003,0.18049265,0.26831692,0.19850095,0.06118449,0.049945
68,0.068552025,0.20410092,0.23471893,0.03736825,0.30619293,0.14906694
69,0.15617025,0.041929718,0.06732399,0.40509447,0.08534802,0.24413358
70,0.32162547,0.17015164,0.10432561,0.05899981,0.060007244,0.28489017
71,0.18502769,0.18676534,0.08887343,0.2172577,0.21312444,0.10895146
72,0.23244917,0.26824966,0.21414039,0.06798866,0.14844376,0.06872837
73,0.13815194,0.116638586,0.02934746,0.18732524,0.28678185,0.24175492
74,0.3838454,0.11526529,0.15619412,0.11750415,0.108004324,0.11918669
75,0.17437302,0.04315716,0.13856828,0.435873,0.067684025,0.14034444
76,0.14753257,0.106763184,0.2529668,0.1604897,0.049403377,0.28284436
77,0.104095295,0.24353041,0.14540823,0.34389874,0.080945164,0.08212222
78,0.049147792,0.038932115,0.031339586,0.1654164,0.37217504,0.34298903
79,0.26645434,0.082806,0.067475624,0.3958209,0.057167344,0.13027582
80,0.2411709,0.19053565,0.21104525,0.093147226,0.122397535,0.14170338
81,0.07468343,0.156133,0.037084617,0.3718836,0.1842749,0.17594045
82,0.23295039,0.067297906,0.15318424,0.18284495,0.09586247,0.26786003
83,0.2231176,0.2040583,0.12412526,0.16744232,0.07791199,0.2033445
84,0.08598042,0.065901436,0.29790834,0.23526308,0.055506304,0.25944042
85,0.18545216,0.13612969,0.28922495,0.120491296,0.20710075,0.06160113
86,0.29162526,0.11665037,0.22849798,0.055515222,0.07033122,0.23737992
87,0.08514054,0.33584207,0.18030067,0.05271017,0.16935006,0.17665653
88,0.3261918,0.14242339,0.11077066,0.14447017,0.1094567,0.16668732
89,0.3082411,0.39897436,0.04649686,0.07152344,0.12519334,0.049570866
90,0.058301277,0.087576285,0.25429884,0.3911466,0.10487372,0.10380322
91,0.18136099,0.15320624,0.1626166,0.051318116,0.11527743,0.33622062
92,0.26197422,0.10958027,0.26050356,0.0543604,0.04709497,0.26648656
93,0.036512762,0.22999552,0.25005728,0.1494693,0.2008664,0.13309877
94,0.06608103,0.07355503,0.26330313,0.3292864,0.12397446,0.14379992
95,0.39028326,0.13971555,0.052242406,0.25785244,0.09090294,0.06900348
96,0.27118593,0.051913764,0.04464518,0.113749355,0.20996061,0.30854508
97,0.10835059,0.36534768,0.21045779,0.07400833,0.19268773,0.04914788
98,0.23113658,0.22160175,0.30333304,0.07357312,0.06880165,0.10155385
99,0.06799038,0.188888,0.086900026,0.52121794,0.08723696,0.04776665
100,0.18993741,0.2391761,0.13144246,0.15351164,0.12568502,0.16024736
101,0.034489434,0.0865519,0.07977128,0.2685065,0.29104766,0.23963329
102,0.05408182,0.30026266,0.034883022,0.02480469,0.18053026,0.4054375
103,0.14502352,0.11594758,0.11582164,0.22464423,0.33516186,0.063401125
104,0.052646503,0.07046505,0.1774043,0.025144842,0.64230514,0.0320342
105,0.101245135,0.058764562,0.15603635,0.025116099,0.4935161,0.16532175
106,0.29743358,0.2830913,0.15722427,0.14383045,0.08569939,0.032721
107,0.41613463,0.25000268,0.029996673,0.05368166,0.18377836,0.066405945
108,0.05631381,0.27010092,0.12763903,0.06591406,0.27015325,0.2098789
109,0.18577667,0.21382627,0.24630536,0.072408564,0.13131349,0.15036961
110,0.20502229,0.30275416,0.15982373,0.14803432,0.1353104,0.049055114
111,0.22272189,0.19159,0.044831548,0.1955877,0.15110467,0.19416416
112,0.12186764,0.27105024,0.11303345,0.107689686,0.29123437,0.09512463
113,0.124916755,0.055670556,0.18802631,0.31403175,0.07357036,0.24378426
114,0.08567599,0.35333213,0.22992918,0.06270104,0.16360128,0.10476046
115,0.06118382,0.15053861,0.07793614,0.035815198,0.120777994,0.5537483
116,0.2167437,0.2639999,0.25779077,0.07235662,0.13636403,0.052744962
117,0.070108466,0.19424897,0.30876514,0.08182163,0.055614732,0.28944108
118,0.03575066,0.06870274,0.21658343,0.22946784,0.2936958,0.15579957
119,0.27498335,0.18338901,0.09761485,0.11019209,0.23680812,0.097012594
120,0.09453453,0.052035335,0.04922321,0.1972933,0.05807078,0.5488428
121,0.25905752,0.2734462,0.10599682,0.04525561,0.25040507,0.06583875
122,0.11258771,0.41387618,0.08046742,0.26090756,0.07981799,0.05234311
123,0.25445837,0.14230236,0.19955343,0.16081008,0.06300275,0.17987299
124,0.061210275,0.23577318,0.11022471,0.19640996,0.35572177,0.040660087
125,0.3222324,0.17311579,0.18964134,0.17526275,0.098319866,0.041427813
126,0.11296844,0.21648636,0.33034444,0.17035307,0.14053525,0.029312493
127,0.1440908,0.22601564,0.035603117,0.054702826,0.48317385,0.05641383
128,0.30462572,0.13124572,0.21809809,0.059054572,0.06343022,0.22354567
129,0.068173364,0.23950921,0.03522017,0.45070383,0.12980448,0.07658891
130,0.09989631,0.14763667,0.16286436,0.05914391,0.28871602,0.2417428
131,0.106234305,0.32853526,0.11303489,0.2817099,0.08836451,0.08212116
132,0.13441062,0.06677385,0.16244139,0.2555923,0.05293052,0.32785127
133,0.05279073,0.16413352,0.5018814,0.062093433,0.15232135,0.06677955
134,0.083777405,0.2655567,0.044186443,0.13189147,0.39369807,0.08088995
135,0.17701185,0.08995632,0.19967557,0.35995328,0.0823935,0.09100946
136,0.058992796,0.024902306,0.02384253,0.26789072,0.04149776,0.5828739
137,0.058823876,0.08022681,0.24201138,0.19530077,0.19575968,0.22787742
138,0.1479872,0.16027799,0.15558147,0.16902977,0.11774369,0.24937983
139,0.087231405,0.06826354,0.30892676,0.25081828,0.2477384,0.03702164
140,0.0966021,0.042131443,0.020965781,0.3536202,0.058149606,0.42853093
141,0.15691493,0.28348157,0.04153692,0.23783614,0.165332,0.11489842
142,0.18621351,0.15653028,0.09285658,0.28232163,0.13335258,0.14872544
143,0.09750704,0.27366483,0.40140238,0.04528209,0.103095785,0.07904788
144,0.3059579,0.17694333,0.16595577,0.054155067,0.06649362,0.23049428
145,0.22331986,0.2194226,0.070169635,0.03802697,0.24961203,0.19944884
146,0.13602391,0.08886191,0.037914433,0.21060903,0.24501365,0.2815771
147,0.18931144,0.27590647,0.18680829,0.05112347,0.18696025,0.109890126
148,0.2017939,0.34515935,0.18296807,0.07814038,0.08990126,0.102037005
