,VA,AV,BA,FI,HS,IM
0,0.08356859,0.082308784,0.05179512,0.6438623,0.06551497,0.07295029
1,0.0368797,0.17899877,0.0978923,0.044000383,0.37849417,0.2637347
2,0.1332338,0.12296559,0.178119,0.21115156,0.14041308,0.21411698
3,0.25254902,0.19716127,0.16553417,0.069739565,0.26955917,0.04545683
4,0.17641257,0.3886886,0.1499807,0.108303346,0.07512714,0.10148761
5,0.060861,0.29221305,0.150878,0.12085752,0.08482328,0.2903672
6,0.19646223,0.17134558,0.03704148,0.3046098,0.18833566,0.10220528
7,0.103978544,0.21748708,0.1810415,0.22416326,0.052587107,0.22074252
8,0.034527067,0.15033281,0.2548118,0.021131422,0.41232675,0.12687013
9,0.13113399,0.15458404,0.32614315,0.27408618,0.07481737,0.039235238
10,0.25098005,0.31995896,0.056982327,0.17659083,0.06340594,0.1320819
11,0.17814039,0.10366213,0.07997164,0.29804966,0.09899898,0.24117719
12,0.08267426,0.10109328,0.29986054,0.22020417,0.14130747,0.1548603
13,0.118587434,0.052212987,0.046677407,0.35821325,0.14433685,0.27997202
14,0.08147535,0.24997514,0.3257256,0.031102018,0.21172145,0.10000043
15,0.14116372,0.20215356,0.04709781,0.4996928,0.061376642,0.048515514
16,0.32465854,0.20520407,0.11311095,0.111336574,0.1897966,0.0558933
17,0.18647857,0.26220027,0.15783384,0.06445184,0.09123935,0.23779614
18,0.05828301,0.13507555,0.19371319,0.35290843,0.09016991,0.1698499
19,0.14396334,0.3112528,0.07713747,0.15062912,0.24276684,0.074250415
20,0.25630337,0.19963685,0.17991267,0.18812352,0.12095881,0.055064756
21,0.17661217,0.11251725,0.074930675,0.3150604,0.06330066,0.2575788
22,0.34487766,0.19190902,0.1254329,0.085033804,0.2157212,0.03702543
23,0.117176875,0.27658075,0.15087363,0.06634501,0.25631768,0.13270605
24,0.080573775,0.058064826,0.66207856,0.044314343,0.07543287,0.07953562
25,0.3286354,0.3395377,0.050723426,0.06438025,0.099701196,0.11702205
26,0.14163129,0.27841857,0.103648685,0.17667772,0.17745756,0.122166164
27,0.13298827,0.088977665,0.18688568,0.10615477,0.049586363,0.43540728
28,0.40167776,0.1652384,0.08954048,0.06257616,0.22313316,0.05783399
29,0.048315387,0.20856638,0.16620353,0.06658582,0.40780932,0.10251966
30,0.06724546,0.11934709,0.09339824,0.13928059,0.3796504,0.20107816
31,0.14079733,0.16094916,0.38619965,0.053663608,0.20051992,0.05787036
32,0.044432953,0.21446815,0.23393202,0.07660729,0.347766,0.08279357
33,0.15676443,0.10772041,0.06493377,0.17002465,0.27750805,0.22304869
34,0.15738921,0.22697818,0.17105834,0.062405422,0.0812352,0.30093366
35,0.21333484,0.05687422,0.41792274,0.14408061,0.027506249,0.14028138
36,0.09141404,0.23769598,0.21666756,0.12550046,0.29546815,0.033253755
37,0.2902145,0.06836442,0.054417107,0.18956631,0.072810896,0.32462677
38,0.26755118,0.049211454,0.0751498,0.28418723,0.19290179,0.13099861
39,0.28941515,0.2629586,0.04447489,0.22646725,0.12650087,0.05018329
40,0.08301172,0.21284302,0.034537174,0.15964544,0.28195763,0.22800502
41,0.06774124,0.19328645,0.15298618,0.0757858,0.23201807,0.2781823
42,0.27762267,0.18537077,0.23304918,0.07991657,0.08604829,0.13799256
43,0.1512386,0.17021213,0.13587272,0.26575804,0.09732806,0.17959043
44,0.28349203,0.14848125,0.0708321,0.068814576,0.30482003,0.123560004
45,0.040771767,0.3362308,0.10433157,0.22463161,0.14929546,0.14473869
46,0.32356665,0.079019286,0.14921895,0.24689461,0.07675283,0.124547616
47,0.110125214,0.08027832,0.18496822,0.21585852,0.3734974,0.035272364
48,0.09633054,0.46872115,0.048829194,0.024267027,0.25730422,0.104547866
49,0.09514113,0.25669667,0.07190727,0.28200328,0.15924484,0.13500686
50,0.17106622,0.14598174,0.051654883,0.29190567,0.07010693,0.26928458
51,0.038747188,0.38264567,0.20305891,0.041833866,0.24578309,0.08793122
52,0.18842569,0.19158244,0.039137166,0.1452765,0.23679699,0.19878122
53,0.23162374,0.17957415,0.13317351,0.075518176,0.30165118,0.07845925
54,0.20386747,0.20176981,0.27411857,0.1406234,0.07688213,0.1027386
55,0.10157584,0.09339735,0.39196604,0.18575732,0.11439074,0.11291272
56,0.21052438,0.113234356,0.0830258,0.03554136,0.31226435,0.24540971
57,0.07987437,0.119045,0.3450838,0.07210027,0.18287066,0.20102592
58,0.233353,0.08260903,0.14966099,0.2723185,0.09657343,0.16548501
59,0.030911358,0.26177645,0.27094975,0.034899894,0.23603456,0.16542795
60,0.33854142,0.108580835,0.09681434,0.25785297,0.078956135,0.11925439
61,0.05585898,0.26993322,0.09218974,0.06414631,0.2966173,0.22125447
62,0.10054589,0.04278424,0.2758227,0.02955015,0.07741957,0.47387746
63,0.066793606,0.35127702,0.07414782,0.27172622,0.11152268,0.12453262
64,0.032079104,0.095862284,0.66474015,0.038106944,0.07083995,0.09837162
65,0.2045871,0.1326825,0.054991305,0.4490138,0.067723714,0.09100153
66,0.18942423,0.1372085,0.19958217,0.16097414,0.1294666,0.18334435
67,0.22985809,0.13485655,0.37065673,0.052396085,0.11805731,0.09417522
68,0.29745314,0.34181634,0.08904185,0.14455864,0.07511698,0.052013006
69,0.054196864,0.2472235,0.2737667,0.16011138,0.18199866,0.0827029
70,0.032952067,0.1428859,0.2815636,0.0469976,0.46290034,0.032700453
71,0.099199444,0.16691302,0.12306204,0.47095335,0.07150556,0.06836659
72,0.085386045,0.12645496,0.25702757,0.1817613,0.10361435,0.24575575
73,0.2972686,0.08316882,0.3137242,0.08385489,0.16752656,0.05445694
74,0.2199425,0.14290738,0.21524249,0.24450444,0.06779776,0.10960543
75,0.17107862,0.102776095,0.06848753,0.034275476,0.48477036,0.13861202
76,0.18566589,0.05763203,0.22504278,0.057887502,0.09741456,0.37635723
77,0.17482404,0.08266436,0.11346841,0.40395668,0.16814253,0.056943975
78,0.05407762,0.07809806,0.07259507,0.46521762,0.23439008,0.095621526
79,0.36137134,0.40871242,0.03514206,0.04945775,0.10282899,0.04248748
80,0.06302014,0.08722746,0.17365989,0.3554308,0.05960894,0.2610528
81,0.091457374,0.088472456,0.3180897,0.11716952,0.22135673,0.1634542
82,0.18880403,0.15572324,0.036755618,0.09316379,0.084064454,0.44148892
83,0.12384455,0.09726882,0.16413358,0.14428028,0.053970203,0.4165026
84,0.23542175,0.21605971,0.24272339,0.15193185,0.07499879,0.07886448
85,0.113636024,0.08001924,0.04631302,0.24258703,0.2370956,0.28034908
