,CCC,RMSE,CORR
0,0.9890582991060444,0.013930976653784264,0.9943727261332327
1,0.9879711175710764,0.013877713111152244,0.9937201435836304
2,0.989266597302787,0.013285731613310746,0.9943730782317789
3,0.9885116047877817,0.013494357929132837,0.994225153000952
4,0.9880428814389767,0.014035612871221018,0.9939060155085873
5,0.988715795473275,0.01364019802733021,0.9938973788800738
6,0.9889298688465964,0.013895215518899636,0.9947269513989931
7,0.9886019005771233,0.014116892771494097,0.9946676308144614
8,0.9889371276892464,0.01407167657327918,0.9945592118676687
9,0.9888586772753304,0.013469278804455686,0.9940000020118491
10,0.9883083155653388,0.01370241900543478,0.9936101657512698
11,0.9886826751026726,0.013522970347430227,0.994124173407487
12,0.9900285799214623,0.013657884866898075,0.9951561237542865
13,0.9887976731785181,0.014293798552238397,0.9946637125618759
14,0.9887908885622444,0.013672689155904657,0.994065851149767
15,0.9891977399914116,0.01368490787546612,0.994442219897012
16,0.9878993614320145,0.014095829976838833,0.9940184991661076
17,0.9887023275504675,0.013890421916830006,0.9944203528077045
18,0.9897249104867625,0.013671348878814002,0.9946804545758839
19,0.988866870522028,0.013969358747362198,0.994478712724076
