,G1,S,G2
0,0.54471195,0.22957064,0.22571743
1,0.46012497,0.26991507,0.26995996
2,0.22148073,0.6870941,0.091425195
3,0.38124794,0.14338884,0.4753632
4,0.40878642,0.25058603,0.34062755
5,0.28685805,0.04312986,0.6700121
6,0.37796304,0.47866166,0.14337528
7,0.4819911,0.23025906,0.2877498
8,0.40035164,0.34116247,0.25848582
9,0.46976307,0.14171423,0.38852268
10,0.6400007,0.22021918,0.1397801
11,0.067210026,0.040613767,0.8921763
12,0.097016305,0.775421,0.12756267
13,0.685822,0.16289626,0.15128168
14,0.45712686,0.40147611,0.14139707
15,0.5581159,0.2854035,0.15648063
16,0.667225,0.18217693,0.15059811
17,0.45939556,0.4047095,0.13589492
18,0.45665887,0.13262191,0.41071925
19,0.39017656,0.37725905,0.23256442
20,0.03937283,0.5045782,0.45604897
21,0.39532495,0.14586805,0.45880696
22,0.12800063,0.026498662,0.8455007
23,0.060877774,0.7455976,0.1935247
24,0.06173561,0.26576984,0.67249453
25,0.46005678,0.3136849,0.22625831
26,0.49835297,0.22033542,0.2813116
27,0.05602727,0.45716247,0.48681018
28,0.045549374,0.3785925,0.5758582
29,0.43916765,0.40903494,0.15179738
30,0.21435693,0.4934152,0.29222792
31,0.055574764,0.7193417,0.22508354
32,0.43887094,0.24564557,0.31548348
33,0.33117315,0.24345905,0.4253678
34,0.42947724,0.29157645,0.2789463
35,0.1314222,0.04297905,0.8255988
36,0.58737755,0.24656674,0.16605577
37,0.09190778,0.4386183,0.469474
38,0.504676,0.22458544,0.27073854
39,0.64494365,0.216599,0.13845731
40,0.57195246,0.10359659,0.32445094
41,0.5413019,0.31835046,0.14034766
42,0.5634573,0.20017482,0.23636787
43,0.5185339,0.27468088,0.20678523
44,0.055766657,0.12702675,0.81720656
45,0.25509253,0.38867828,0.3562292
46,0.6252233,0.22005461,0.15472214
47,0.6727376,0.10813537,0.21912704
48,0.34770885,0.34099466,0.3112965
49,0.44287735,0.26344988,0.2936728
50,0.01651739,0.13364375,0.84983885
51,0.6129156,0.22286782,0.16421656
52,0.06256341,0.7521965,0.1852401
53,0.5664189,0.15049292,0.28308815
54,0.50095713,0.36657843,0.13246448
55,0.060027044,0.052567173,0.8874058
56,0.063913345,0.67016935,0.2659173
57,0.520928,0.14316933,0.33590263
58,0.48030826,0.09111056,0.42858118
59,0.4079402,0.42918095,0.16287878
60,0.076235525,0.111213155,0.8125514
61,0.05970093,0.6376878,0.30261123
62,0.39142606,0.22009993,0.38847405
63,0.2560109,0.030549584,0.7134395
64,0.07158803,0.4035207,0.5248913
65,0.065044686,0.47621083,0.45874456
66,0.39746386,0.35188633,0.25064984
67,0.13206768,0.03695081,0.8309815
68,0.018012479,0.118025675,0.8639618
69,0.6984031,0.14036703,0.1612299
70,0.47547126,0.049152043,0.4753767
71,0.6138518,0.118940674,0.26720756
72,0.43268308,0.35544613,0.21187082
73,0.68189204,0.16342805,0.15467994
74,0.5950549,0.24167007,0.16327499
75,0.06907971,0.6819506,0.24896964
76,0.60100675,0.21357109,0.18542214
77,0.34334546,0.4382706,0.2183839
78,0.036855437,0.47683093,0.48631364
79,0.39475313,0.40344903,0.20179787
80,0.13458414,0.18891054,0.67650527
81,0.08826081,0.2525522,0.65918696
82,0.5999031,0.18115039,0.21894656
83,0.11682096,0.5179193,0.36525974
84,0.42333892,0.42440554,0.1522556
85,0.5459736,0.064485095,0.3895413
86,0.09190778,0.4386183,0.469474
87,0.060191162,0.15612994,0.7836788
88,0.40273786,0.20217586,0.39508632
89,0.3552917,0.47259024,0.17211805
90,0.32303256,0.46890515,0.20806225
91,0.16726819,0.021122446,0.8116093
92,0.48082757,0.24764177,0.27153075
93,0.6064814,0.2556626,0.13785611
94,0.103306726,0.500812,0.39588127
95,0.074445955,0.44558433,0.4799697
96,0.046091605,0.045708288,0.90820014
97,0.04233979,0.34016716,0.61749303
98,0.48830503,0.12095269,0.3907422
99,0.48320273,0.3620499,0.15474738
100,0.6531694,0.19528382,0.15154684
101,0.3960456,0.47337434,0.13058005
102,0.052832287,0.07676706,0.8704007
103,0.21563691,0.31919345,0.4651696
