,G1,S,G2
0,0.070430666,0.6202624,0.30930698
1,0.5557733,0.12393324,0.3202934
2,0.34917688,0.12594767,0.52487546
3,0.1256865,0.7030265,0.17128703
4,0.02232734,0.16632475,0.8113479
5,0.08362407,0.04564423,0.8707318
6,0.61156213,0.093297526,0.2951404
7,0.17643082,0.50915205,0.3144171
8,0.44563687,0.37637323,0.17798994
9,0.13993683,0.571869,0.28819412
10,0.116839916,0.48544994,0.3977101
11,0.29934072,0.5143405,0.18631878
12,0.45474744,0.36910263,0.17614998
13,0.2375693,0.6138787,0.14855197
14,0.07858324,0.75127214,0.1701446
15,0.6771809,0.15674718,0.1660719
16,0.37623745,0.4843998,0.13936275
17,0.34667972,0.33026376,0.32305652
18,0.2748947,0.49471995,0.2303853
19,0.54739267,0.30948818,0.14311916
20,0.3382022,0.4057075,0.25609022
21,0.55212224,0.06732235,0.38055542
22,0.089973345,0.3084541,0.6015726
23,0.49531195,0.18073079,0.32395726
24,0.041332748,0.17866617,0.78000104
25,0.37508708,0.3495695,0.27534345
26,0.13719812,0.76207113,0.10073067
27,0.0419673,0.31349704,0.6445356
28,0.13453859,0.5159497,0.34951165
29,0.37421882,0.3679327,0.25784853
30,0.1283049,0.760637,0.11105814
31,0.4462529,0.39534587,0.15840122
32,0.655044,0.088950895,0.25600502
33,0.6646174,0.13603579,0.1993468
34,0.07704484,0.56092924,0.36202595
35,0.053970173,0.09379832,0.85223156
36,0.59210205,0.19979419,0.20810373
37,0.25462186,0.0722727,0.6731055
38,0.14243877,0.77375484,0.0838064
39,0.061494205,0.060918845,0.87758696
40,0.69322723,0.10835149,0.19842128
41,0.06769292,0.03607342,0.8962336
42,0.092868306,0.44480523,0.4623265
43,0.5996246,0.12677757,0.27359787
44,0.41894692,0.46491307,0.11613999
45,0.44380167,0.42220467,0.13399364
46,0.5244239,0.182706,0.29287007
47,0.07199043,0.4048873,0.5231223
48,0.42950222,0.33624598,0.23425178
49,0.025987558,0.24462755,0.72938496
