"","B","CD4","CD8","mono","neu","NK"
"0",0.300868818401504,0.0383816177513347,0.319203560865294,0.0448496254635674,0.138400466665683,0.105603611342432
"1",0.222727637919835,0.0564013933404227,0.211645254083162,0.0952576913975368,0.198184826320657,0.154843787207485
"2",0.111066187872486,0.217355309247962,0.090465084602996,0.224412882925592,0.15390514332853,0.143293621427413
"3",0.130734218939893,0.160640983671863,0.139163348410924,0.25758990951134,0.0313097877688331,0.226456087256079
"4",-0.00112813542023321,0.422573034763665,0.368841000717371,0.13014655294529,0.0182513279827111,0.0271446392247789
"5",0.152587291341776,0.141083504157021,0.177841559138874,0.147640561172498,0.11292296818855,0.211618107893679
"6",0.422488822817563,0.211320350414206,0.073949605021398,0.0478556236569526,0.0134447212005062,0.18671825428756
"7",-0.00602442926791684,0.200519894215197,0.116393367277563,0.202669039397248,0.227295996673945,0.212792447656158
"8",0.194349902053981,0.0622713173069298,0.252659815482691,0.229398682423799,0.00894491712060554,0.18037589783293
"9",0.0722284293888539,0.160839318108111,0.0359104993585843,0.297052628193306,0.152471713047658,0.225708394351371
"10",0.120560200350434,0.215852119324434,0.0159312580489177,0.234397345293808,0.140674511291517,0.202590276854063
"11",0.150499202067862,0.320934938618159,-0.0138886311439491,0.111146374751088,0.206502349888302,0.164762241778598
"12",0.171217423674902,0.161664824952629,0.243193890257505,0.0311020346922121,0.31387107567325,0.0312843635242119
"13",0.211773466519668,0.0270882280234861,0.106365741100761,0.237650258108595,0.124880838442703,0.238195067660385
"14",0.141950288886773,0.0225205196883519,0.185060490862212,0.176117097625723,0.236927974638572,0.189216645069658
"15",0.191252464783154,0.186431973990792,-0.0265007232451331,0.193658705587599,0.173058887685107,0.217463274890134
"16",0.271923346301882,0.323547005871393,0.00709758001807742,0.042929072353285,0.208160050761209,0.0932007918398974
"17",0.0923536610758622,0.0569375538793621,0.250471227081436,0.257493978968718,0.0518848225789799,0.228821767485583
"18",0.214649768229263,0.269970839670125,0.148282031804029,0.106973169301975,0.031740457297991,0.179021538346587
"19",0.106224689500937,0.179837519416855,0.167954778070999,0.126724612198087,0.195649867532595,0.170868667128991
