,G1,S,G2
0,0.56703454,0.103383176,0.32958233
1,0.34255925,0.5438431,0.11359767
2,0.05111622,0.36974284,0.57914096
3,0.5833541,0.121925674,0.29472023
4,0.58008957,0.0764039,0.34350654
5,0.57055914,0.28451347,0.14492735
6,0.26751572,0.045903295,0.68658096
7,0.13442163,0.05214281,0.81343555
8,0.027002921,0.13650385,0.8364932
9,0.6562719,0.13714299,0.20658518
10,0.6494464,0.13920054,0.21135302
11,0.453133,0.20166652,0.34520045
12,0.57177186,0.11707885,0.3111493
13,0.5418556,0.21211812,0.24602632
14,0.19848226,0.64189154,0.15962619
15,0.54406667,0.29025266,0.16568065
16,0.35747066,0.4280759,0.2144534
17,0.58118546,0.10963884,0.3091757
18,0.05681977,0.58667356,0.35650665
19,0.43323916,0.3611578,0.20560308
20,0.06265851,0.06539658,0.87194484
21,0.6610024,0.12762347,0.21137415
22,0.63462156,0.12223692,0.24314156
23,0.5851503,0.1541576,0.26069212
24,0.3882899,0.3618147,0.24989544
25,0.39186797,0.29788435,0.31024772
26,0.052120935,0.53848857,0.40939048
27,0.028540146,0.26223314,0.70922667
28,0.6080753,0.23994583,0.1519788
29,0.06587027,0.7345783,0.19955145
30,0.48360604,0.3867401,0.1296539
31,0.0954375,0.04840892,0.85615367
32,0.13308348,0.6789025,0.18801405
33,0.12549229,0.06478576,0.8097219
34,0.3685782,0.279466,0.35195583
35,0.4377278,0.24721034,0.3150618
36,0.34499592,0.30521077,0.34979334
37,0.21792182,0.049664725,0.7324135
38,0.31697586,0.49559906,0.1874251
39,0.5449393,0.28305787,0.17200285
40,0.07412805,0.12317572,0.8026962
41,0.12232923,0.36017114,0.51749957
42,0.52709484,0.14347029,0.32943487
43,0.4154859,0.16187114,0.422643
44,0.40418956,0.3864926,0.20931788
45,0.52436745,0.34223244,0.13340013
46,0.104860775,0.6714801,0.2236591
47,0.10385188,0.053025495,0.8431226
48,0.49094963,0.31917447,0.1898759
49,0.5261899,0.19819358,0.27561644
50,0.44499874,0.43510175,0.11989952
51,0.40127105,0.47272643,0.12600254
52,0.03890683,0.47693023,0.48416293
53,0.44220617,0.38738608,0.17040773
54,0.14208248,0.42512095,0.4327966
55,0.06758584,0.09660387,0.83581024
56,0.092213325,0.50743735,0.40034935
57,0.4555073,0.4111859,0.1333068
58,0.3757825,0.33635542,0.2878621
59,0.5890934,0.19765896,0.21324767
60,0.57781047,0.15120952,0.27098003
61,0.30570266,0.44459477,0.24970254
62,0.553998,0.15458407,0.29141793
63,0.6228281,0.20575054,0.17142129
64,0.06062789,0.7926137,0.14675839
65,0.16357143,0.75790966,0.07851883
66,0.47562614,0.40158957,0.12278426
67,0.06267793,0.7639154,0.17340663
68,0.33395818,0.5055318,0.16051
69,0.11940539,0.40039784,0.48019674
70,0.47385544,0.41037008,0.11577439
71,0.43503368,0.39877608,0.16619019
72,0.10099991,0.56594104,0.33305907
73,0.06358268,0.076120585,0.8602967
74,0.5904536,0.11929618,0.29025015
75,0.38677868,0.34902394,0.26419732
76,0.70027405,0.14227517,0.15745081
77,0.5869432,0.11236816,0.3006886
78,0.3482723,0.058182348,0.5935454
79,0.11239355,0.069507375,0.8180991
80,0.20206712,0.68111503,0.116817854
81,0.55771935,0.091212705,0.35106793
82,0.69886994,0.13537847,0.16575158
83,0.032877576,0.3648979,0.6022245
84,0.40793207,0.077267036,0.5148009
85,0.3995879,0.39217195,0.20824014
86,0.6133572,0.22808224,0.15856059
87,0.7022689,0.13695265,0.16077843
88,0.074295,0.7353031,0.19040188
89,0.41688454,0.43199533,0.15112013
90,0.16866077,0.47528166,0.3560576
91,0.3082111,0.12739637,0.5643925
92,0.48436096,0.24031587,0.27532324
93,0.36911896,0.17956202,0.451319
94,0.32028985,0.57774085,0.1019693
95,0.5238791,0.12534542,0.35077545
96,0.118091926,0.7481252,0.13378294
97,0.017436491,0.14663155,0.83593196
98,0.10657944,0.7289622,0.16445841
99,0.5220072,0.20783031,0.27016243
100,0.06951908,0.5173484,0.41313246
101,0.08233252,0.76222765,0.15543978
102,0.575328,0.101641506,0.32303047
103,0.6006235,0.20366721,0.19570933
104,0.4408733,0.38261968,0.17650704
105,0.5377981,0.15671332,0.3054886
106,0.086777635,0.4735443,0.43967813
107,0.5148991,0.34626144,0.13883948
108,0.52719307,0.31719425,0.15561269
109,0.06604476,0.05636482,0.8775904
110,0.09539886,0.42977327,0.47482792
111,0.04587219,0.39180818,0.56231964
112,0.48360604,0.3867401,0.1296539
113,0.549183,0.2903901,0.16042688
114,0.58962834,0.0781972,0.3321744
115,0.6870719,0.11748229,0.19544588
116,0.6771737,0.16840857,0.15441771
117,0.6295127,0.18501781,0.18546951
118,0.058821622,0.17483196,0.7663465
119,0.33086193,0.35175997,0.31737807
120,0.43088531,0.28747568,0.28163892
121,0.07805954,0.3821167,0.5398238
122,0.5787676,0.16867366,0.25255874
123,0.0994174,0.4185897,0.48199287
124,0.6082046,0.09527751,0.29651785
125,0.42230296,0.42904148,0.14865553
126,0.062776364,0.07265605,0.8645676
127,0.56058425,0.11765342,0.3217623
128,0.38890594,0.31296375,0.29813036
129,0.36833748,0.5281364,0.10352608
130,0.45983836,0.36748347,0.17267816
131,0.62372243,0.23180646,0.14447106
132,0.04407591,0.48807457,0.4678495
133,0.030826813,0.34656757,0.6226056
134,0.11976133,0.7776935,0.10254522
135,0.26061308,0.06885105,0.67053586
136,0.36965835,0.33904567,0.29129598
137,0.42028856,0.4443556,0.13535583
138,0.113942705,0.7233045,0.16275273
139,0.46048957,0.3769029,0.16260752
140,0.13639867,0.32331863,0.54028267
141,0.39599416,0.44990242,0.15410341
142,0.41697055,0.41502416,0.16800523
143,0.50646216,0.20424335,0.28929448
144,0.4072354,0.19279428,0.39997035
145,0.043503072,0.07300621,0.8834907
146,0.50663173,0.2404354,0.25293285
147,0.08403964,0.77539784,0.14056252
148,0.57471466,0.24664116,0.17864418
149,0.6157035,0.10264232,0.2816541
150,0.15315801,0.63769376,0.20914815
151,0.2359109,0.49891898,0.26517007
152,0.6814679,0.116975054,0.20155703
153,0.4047467,0.35146704,0.2437862
154,0.26787397,0.4583772,0.27374884
155,0.2952731,0.38885993,0.315867
156,0.039166577,0.4439143,0.51691914
157,0.32134578,0.53003347,0.14862075
158,0.56249654,0.276627,0.16087647
159,0.46878085,0.36128798,0.16993117
160,0.36465552,0.44084916,0.19449538
161,0.41278577,0.14621525,0.440999
162,0.676714,0.112885416,0.21040049
163,0.55562896,0.16618042,0.2781906
164,0.5231552,0.28548127,0.19136354
165,0.5030279,0.32717627,0.16979578
166,0.39078617,0.38756102,0.2216529
167,0.22398475,0.53665316,0.23936208
168,0.19135489,0.4084468,0.4001983
169,0.5763801,0.14857335,0.27504653
170,0.4429407,0.17055067,0.38650864
171,0.061980344,0.063569106,0.8744505
172,0.5585941,0.13126947,0.31013638
173,0.3903014,0.46802768,0.14167093
174,0.4839645,0.21094872,0.3050868
175,0.04953056,0.30986625,0.6406032
176,0.6478617,0.20667854,0.14545974
177,0.12685296,0.7730656,0.10008134
178,0.39263836,0.48053345,0.1268282
179,0.1296816,0.49241108,0.37790734
180,0.12871774,0.310357,0.56092525
181,0.060524162,0.76016706,0.1793088
182,0.61464715,0.09347096,0.29188183
183,0.30220667,0.08559785,0.61219555
184,0.020718435,0.14457682,0.8347047
185,0.53988993,0.16883728,0.2912728
186,0.59644836,0.18349409,0.22005756
187,0.4164168,0.28124395,0.3023393
188,0.52114683,0.26453242,0.21432078
189,0.34229815,0.07955252,0.5781493
190,0.18412797,0.2575431,0.5583289
191,0.69097596,0.1525127,0.15651135
192,0.36938396,0.52142185,0.1091942
193,0.08352631,0.42849463,0.487979
194,0.47785163,0.24833599,0.2738124
195,0.36423993,0.3087345,0.3270256
196,0.10989159,0.39171642,0.498392
197,0.534955,0.14614117,0.31890386
198,0.36809537,0.5315107,0.100393936
199,0.45016497,0.3478538,0.20198128
200,0.23735096,0.4688183,0.29383078
201,0.6414656,0.20181048,0.15672392
202,0.6101051,0.18245402,0.20744091
203,0.35204282,0.32768813,0.32026905
204,0.41224903,0.2963626,0.29138833
205,0.16908158,0.71902925,0.11188919
206,0.42943454,0.43479753,0.13576798
207,0.029540366,0.31327704,0.6571826
208,0.678043,0.10955924,0.21239772
209,0.43446565,0.41517076,0.15036361
210,0.43847921,0.3117594,0.24976133
211,0.49758556,0.32793134,0.17448305
212,0.42468983,0.45507398,0.12023624
213,0.33433977,0.51043504,0.15522519
214,0.16172782,0.5279641,0.31030807
215,0.5698117,0.122457996,0.30773032
216,0.38664812,0.4570088,0.15634303
217,0.07430659,0.7911397,0.13455369
218,0.07455925,0.4692739,0.45616683
219,0.60043573,0.21308872,0.18647553
220,0.23974378,0.07960607,0.6806502
221,0.062717915,0.78536826,0.15191379
222,0.15038618,0.044324003,0.8052898
223,0.09894717,0.5815229,0.31952998
224,0.64496034,0.13613003,0.21890962
225,0.1636362,0.68773264,0.1486311
226,0.15556319,0.69877654,0.1456603
227,0.60887057,0.10501597,0.28611347
228,0.48420647,0.17954095,0.33625263
229,0.6579444,0.1645128,0.1775428
230,0.6102566,0.23949294,0.15025045
231,0.09922535,0.26851982,0.63225484
232,0.13379365,0.05552572,0.81068075
233,0.033559818,0.11588889,0.8505513
234,0.37411094,0.4936642,0.1322248
235,0.069285706,0.7025661,0.22814825
236,0.4381232,0.0889157,0.47296113
237,0.38997796,0.18411952,0.4259025
238,0.056989964,0.64383006,0.29918
239,0.3987293,0.42227688,0.17899376
240,0.09935533,0.59247196,0.30817273
241,0.12187544,0.73377895,0.14434563
242,0.44242364,0.3196142,0.23796213
243,0.50921404,0.17883855,0.31194738
244,0.049793363,0.33533475,0.61487186
245,0.05327066,0.24597627,0.7007531
246,0.041931953,0.2589288,0.69913924
247,0.6086483,0.13028157,0.2610701
248,0.44042012,0.41853142,0.14104849
249,0.059101015,0.1289966,0.8119024
250,0.46810424,0.4204849,0.111410804
251,0.5824145,0.10471378,0.31287172
252,0.11519007,0.05830527,0.8265047
253,0.46247053,0.23366232,0.30386713
254,0.43276277,0.33944538,0.22779182
255,0.43459025,0.44867322,0.11673653
256,0.43980235,0.1345238,0.42567378
257,0.41492456,0.30154186,0.2835336
258,0.21729007,0.6940972,0.088612705
259,0.12270557,0.70311254,0.17418188
260,0.49677446,0.19765475,0.3055708
261,0.50395477,0.18999922,0.30604595
262,0.68103594,0.15266807,0.16629599
263,0.17208475,0.04854219,0.77937305
264,0.027147429,0.14423409,0.82861847
265,0.65342355,0.14201541,0.20456105
266,0.53344643,0.16542906,0.3011245
267,0.109563395,0.671741,0.21869561
268,0.6405389,0.10009009,0.25937107
269,0.6606971,0.16464204,0.17466095
270,0.3688913,0.29983154,0.33127716
271,0.4390479,0.41249242,0.14845963
272,0.695129,0.13443245,0.17043853
273,0.37568718,0.29074794,0.33356485
274,0.47320035,0.3270694,0.19973023
275,0.65839344,0.1460289,0.19557765
276,0.38593,0.416214,0.19785596
277,0.046855554,0.25267684,0.70046765
278,0.29035506,0.589408,0.120236985
279,0.54045737,0.3217074,0.13783522
280,0.07983114,0.57812476,0.3420441
281,0.0611283,0.80185336,0.13701834
282,0.14337274,0.04416775,0.8124595
283,0.46565506,0.26441914,0.26992586
284,0.1296816,0.49241108,0.37790734
285,0.46592993,0.32482752,0.20924258
286,0.67605126,0.12247384,0.20147492
287,0.0796013,0.74449044,0.17590824
288,0.57337314,0.11175347,0.31487346
289,0.5460046,0.17200303,0.28199244
290,0.13584705,0.04631606,0.81783694
291,0.05068459,0.43125325,0.5180622
292,0.048204467,0.07780045,0.87399507
293,0.4727255,0.23505995,0.29221454
294,0.07805954,0.3821167,0.5398238
295,0.4839645,0.21094872,0.3050868
296,0.6805868,0.1504428,0.16897048
297,0.05120977,0.08048454,0.86830574
298,0.5732407,0.13030471,0.2964546
299,0.49276114,0.28648835,0.22075059
300,0.5302979,0.07866868,0.39103347
301,0.030578429,0.13733447,0.8320871
302,0.63377094,0.2061964,0.16003267
303,0.5440467,0.1257044,0.33024892
304,0.4417387,0.08589273,0.47236857
305,0.2507306,0.5219255,0.22734392
306,0.5732407,0.13030471,0.2964546
307,0.2525238,0.66011405,0.08736217
308,0.649572,0.1195951,0.2308329
309,0.3104957,0.05825642,0.6312478
310,0.13582598,0.052219186,0.8119548
311,0.40943292,0.46259004,0.12797698
312,0.061942395,0.35826188,0.57979566
313,0.57333887,0.23322302,0.19343808
314,0.17927206,0.7020096,0.11871836
315,0.47339368,0.31580195,0.21080436
316,0.027002921,0.13650385,0.8364932
317,0.50646216,0.20424335,0.28929448
318,0.13537644,0.35281616,0.51180744
319,0.07097182,0.61196965,0.3170586
320,0.6154776,0.08377571,0.30074665
321,0.3980071,0.08759604,0.51439685
322,0.5105247,0.15668143,0.3327939
323,0.062340934,0.16046517,0.7771939
324,0.5461985,0.19511865,0.25868288
325,0.48382226,0.35478446,0.16139328
326,0.43994713,0.3791854,0.18086745
327,0.5074776,0.21340811,0.27911437
328,0.42849654,0.0703356,0.5011679
329,0.088929266,0.7609354,0.15013528
330,0.058612373,0.29328758,0.6481001
331,0.12062889,0.71304923,0.16632183
332,0.5518222,0.1748222,0.2733556
333,0.6358714,0.11150664,0.25262204
334,0.6590082,0.098184615,0.24280718
335,0.608641,0.20551148,0.1858475
336,0.28614017,0.5666723,0.1471875
337,0.2622371,0.3987771,0.33898577
338,0.38057747,0.47618654,0.14323598
339,0.60887057,0.10501597,0.28611347
340,0.48939803,0.26260692,0.2479951
341,0.3470058,0.55967444,0.093319744
342,0.017162636,0.15307139,0.8297661
343,0.08223862,0.33439654,0.58336484
344,0.3757694,0.3733453,0.25088534
345,0.46109855,0.33577466,0.2031268
346,0.10028388,0.7393412,0.16037497
347,0.3195334,0.4628144,0.21765223
348,0.026836736,0.1999309,0.7732324
349,0.09464257,0.81104976,0.09430765
350,0.30964613,0.58951163,0.10084223
351,0.0897005,0.77546185,0.13483766
352,0.49710035,0.33290747,0.16999227
353,0.5144284,0.16856287,0.31700873
354,0.26376125,0.55895716,0.17728156
355,0.44599497,0.35887668,0.19512834
356,0.13327962,0.04198774,0.82473266
357,0.085465275,0.79257137,0.121963345
358,0.16002427,0.043618657,0.7963571
359,0.13537644,0.35281616,0.51180744
360,0.0302082,0.2075395,0.76225233
361,0.46487156,0.3749895,0.160139
362,0.5861414,0.16368756,0.25017104
363,0.67898804,0.14701903,0.17399284
364,0.5671625,0.28611162,0.14672583
365,0.612312,0.16199371,0.2256943
366,0.09784695,0.39510143,0.50705165
367,0.11638519,0.66694295,0.21667184
368,0.11296136,0.7946629,0.09237575
369,0.1954681,0.550011,0.25452092
370,0.08835126,0.51451534,0.39713338
371,0.031235006,0.4021633,0.5666017
372,0.12715897,0.3862871,0.4865539
373,0.09126278,0.051432278,0.8573049
374,0.07280007,0.5821668,0.34503308
375,0.5670539,0.22035374,0.21259238
376,0.5306492,0.17876713,0.2905837
377,0.61445373,0.23855434,0.1469919
378,0.092121206,0.55881315,0.34906563
379,0.5014628,0.13613486,0.36240232
380,0.15601307,0.04079712,0.80318975
381,0.11500701,0.0777517,0.8072413
382,0.13044131,0.4658909,0.40366775
383,0.46303952,0.35474882,0.18221167
384,0.48847935,0.25345433,0.25806636
385,0.60462,0.12806343,0.2673166
386,0.4293517,0.36815602,0.20249225
387,0.07281608,0.7734293,0.15375467
388,0.46592993,0.32482752,0.20924258
389,0.056284904,0.41363037,0.5300847
390,0.5648926,0.114033595,0.32107386
391,0.11315505,0.513455,0.37338996
392,0.5039338,0.2964939,0.19957225
393,0.4059167,0.44728574,0.1467976
394,0.14356941,0.051518574,0.80491203
395,0.6321131,0.14948718,0.21839975
396,0.36426985,0.3739284,0.26180175
397,0.109323286,0.74140155,0.14927512
398,0.16376904,0.66913426,0.16709669
399,0.09822756,0.25124982,0.65052265
400,0.3272236,0.5540341,0.11874235
401,0.21093081,0.59856904,0.19050016
402,0.53950715,0.31869996,0.14179288
403,0.10695958,0.5004533,0.39258716
404,0.5778733,0.119650684,0.30247596
405,0.5242554,0.18545029,0.2902943
406,0.48595232,0.3759725,0.13807511
407,0.5039792,0.35661516,0.13940564
408,0.10695958,0.5004533,0.39258716
409,0.03060461,0.104982086,0.8644134
410,0.022287456,0.26784635,0.70986617
411,0.33115837,0.4728748,0.1959668
412,0.4839645,0.21094872,0.3050868
413,0.5307238,0.3326615,0.1366147
414,0.104650386,0.80314255,0.09220702
415,0.35278282,0.35755122,0.2896659
416,0.48665914,0.24951233,0.26382855
417,0.5289061,0.17519918,0.2958947
418,0.10258854,0.723458,0.17395355
419,0.15022907,0.51880336,0.3309676
420,0.46412078,0.20485508,0.33102417
421,0.048587564,0.52819234,0.42322013
422,0.5377981,0.15671332,0.3054886
423,0.46139503,0.38255116,0.15605381
424,0.08327505,0.15203366,0.76469135
425,0.27873504,0.45785972,0.26340526
426,0.50663173,0.2404354,0.25293285
427,0.049501933,0.083290055,0.867208
428,0.2803838,0.051083565,0.6685326
429,0.37808028,0.34776318,0.27415654
430,0.44044778,0.3157757,0.24377647
431,0.3415896,0.32499227,0.3334181
432,0.4368248,0.32753277,0.23564243
433,0.10880916,0.616669,0.2745219
434,0.45834568,0.3594256,0.18222877
435,0.47372672,0.36245462,0.16381864
436,0.4243856,0.27091798,0.3046964
437,0.2594764,0.18695149,0.5535721
438,0.4272125,0.37854654,0.19424096
439,0.5698117,0.122457996,0.30773032
440,0.34121954,0.20743811,0.45134234
441,0.056195978,0.38077343,0.5630306
442,0.6266778,0.12501049,0.24831176
443,0.13582598,0.052219186,0.8119548
444,0.30805176,0.3625971,0.32935113
445,0.4582703,0.41986746,0.12186224
446,0.052653186,0.16932079,0.778026
447,0.061702453,0.7867271,0.1515705
448,0.2337974,0.67177105,0.09443156
449,0.08913439,0.6471803,0.26368532
450,0.039488196,0.07719917,0.88331264
451,0.43221167,0.39075777,0.17703058
452,0.033223018,0.24023408,0.72654295
453,0.456935,0.10762915,0.43543586
454,0.10618874,0.05278872,0.84102255
455,0.058959614,0.06666865,0.87437177
456,0.26787397,0.4583772,0.27374884
457,0.06247108,0.5864542,0.35107473
458,0.24858826,0.42862567,0.3227861
459,0.46918997,0.36871794,0.1620921
460,0.68630874,0.13388687,0.17980443
461,0.18606845,0.39649025,0.41744125
462,0.07784513,0.71408445,0.2080704
463,0.43005085,0.400856,0.1690932
464,0.38390362,0.44830233,0.16779406
465,0.6999508,0.1403478,0.15970138
466,0.5658205,0.24839328,0.18578628
467,0.13063,0.35633862,0.5130313
468,0.61622524,0.11312301,0.2706518
469,0.09417487,0.80021966,0.10560553
470,0.20116599,0.67772526,0.121108755
471,0.58118546,0.10963884,0.3091757
472,0.16075033,0.73548347,0.103766195
473,0.66084254,0.18715814,0.15199935
474,0.15251625,0.061489332,0.7859944
475,0.10267493,0.7965583,0.10076683
476,0.5103019,0.28543985,0.20425825
477,0.0565141,0.5192942,0.42419174
478,0.5377695,0.25984994,0.2023806
479,0.14284632,0.040763192,0.81639045
480,0.55627114,0.19560984,0.24811904
481,0.11036154,0.06344776,0.82619065
482,0.57146275,0.19304974,0.23548754
483,0.48137414,0.36844137,0.15018451
484,0.6138208,0.10694917,0.27923003
485,0.6266297,0.08455928,0.28881094
486,0.6590082,0.098184615,0.24280718
487,0.088537626,0.21366009,0.6978023
488,0.39186797,0.29788435,0.31024772
489,0.49094963,0.31917447,0.1898759
490,0.556224,0.26523122,0.17854477
491,0.13607301,0.7609169,0.10301015
492,0.026307048,0.10824245,0.86545044
493,0.38677868,0.34902394,0.26419732
494,0.37348312,0.38987446,0.2366424
495,0.56116027,0.1254803,0.31335947
496,0.14568536,0.56555444,0.28876022
497,0.65248793,0.17941451,0.16809756
498,0.32158932,0.28463846,0.39377224
499,0.09782157,0.6264398,0.2757386
500,0.35727432,0.53515804,0.10756763
501,0.7005681,0.1450049,0.154427
502,0.077853695,0.05931599,0.86283034
503,0.03309812,0.2692643,0.69763756
504,0.6394875,0.089018814,0.27149367
505,0.44856894,0.15891995,0.39251113
506,0.18809567,0.66718906,0.14471528
507,0.44505262,0.06530622,0.48964122
508,0.43084288,0.37182328,0.19733383
509,0.12232923,0.36017114,0.51749957
510,0.5095697,0.35846382,0.13196652
511,0.4313479,0.31610808,0.25254402
512,0.12111051,0.47788975,0.40099972
513,0.06770214,0.07109,0.86120784
514,0.43079636,0.097857416,0.47134626
515,0.047304593,0.12312817,0.8295673
516,0.07303937,0.053958517,0.87300205
517,0.39143214,0.36701593,0.24155195
518,0.54413736,0.07429983,0.38156283
519,0.5888889,0.26811945,0.14299172
520,0.057731017,0.086162254,0.8561067
521,0.5171604,0.21816452,0.26467505
522,0.33099946,0.07694216,0.59205836
523,0.12062889,0.71304923,0.16632183
524,0.3987293,0.42227688,0.17899376
525,0.023579886,0.16141143,0.8150087
526,0.47453701,0.2079211,0.31754193
527,0.4565554,0.38163722,0.16180739
528,0.31903717,0.2194574,0.46150544
529,0.44719422,0.40792018,0.14488558
530,0.16048492,0.7254539,0.114061214
