,G1,S,G2
0,0.69048077,0.16522908,0.14429013
1,0.04811794,0.5161616,0.43572047
2,0.59183913,0.071068205,0.33709267
3,0.35207585,0.07089455,0.57702965
4,0.27006447,0.5335196,0.19641589
5,0.19256161,0.72149616,0.08594227
6,0.09391843,0.7664661,0.1396155
7,0.46059638,0.3292158,0.21018785
8,0.60161203,0.07433865,0.3240493
9,0.35332122,0.5315319,0.1151469
10,0.45797265,0.22198182,0.32004556
11,0.5464746,0.12237522,0.33115014
12,0.3689276,0.30944306,0.3216294
13,0.020599825,0.2767256,0.70267457
14,0.05462279,0.34133914,0.604038
15,0.6836287,0.13335328,0.18301804
16,0.40768674,0.31074145,0.28157178
17,0.587178,0.20467784,0.2081442
18,0.33868185,0.35945445,0.3018637
19,0.083147876,0.09501222,0.8218399
20,0.02717805,0.29136547,0.6814565
21,0.40980616,0.17375788,0.416436
22,0.1846566,0.193152,0.62219137
23,0.36147594,0.478294,0.16023004
24,0.46900886,0.14966062,0.38133058
25,0.07622831,0.74904746,0.1747242
26,0.08153532,0.6361399,0.28232473
27,0.2557987,0.024325449,0.7198758
28,0.67358464,0.15322211,0.17319325
29,0.5983417,0.1722502,0.2294081
30,0.030481482,0.30448857,0.6650299
31,0.12413557,0.02214927,0.8537151
32,0.2609462,0.63531184,0.10374198
33,0.5773716,0.10193422,0.32069412
34,0.36619174,0.2172085,0.4165998
35,0.5712637,0.138876,0.28986028
36,0.49957085,0.26299736,0.23743182
37,0.021476109,0.1151668,0.863357
38,0.23337471,0.67868006,0.08794525
39,0.064108126,0.58027667,0.35561526
40,0.020198071,0.2121314,0.7676705
41,0.21928857,0.25586903,0.5248423
42,0.3550282,0.4353502,0.20962167
43,0.5539236,0.30188453,0.14419183
44,0.02521158,0.08104598,0.8937425
45,0.43557367,0.36005405,0.20437227
46,0.42466378,0.45720434,0.1181319
47,0.4830389,0.3918731,0.12508802
48,0.6308895,0.18585137,0.18325925
49,0.62881297,0.059297692,0.31188932
50,0.58145326,0.28239793,0.13614875
51,0.5171078,0.20913793,0.27375436
52,0.6937398,0.13931622,0.16694404
53,0.5895561,0.23900022,0.1714437
54,0.04371258,0.24924926,0.70703816
55,0.45379612,0.28759712,0.25860676
56,0.46273953,0.23800606,0.2992544
57,0.06294554,0.7691638,0.16789068
58,0.06308817,0.6447744,0.29213747
59,0.06910755,0.76783276,0.1630597
60,0.09505351,0.040889982,0.8640565
61,0.08288355,0.69653666,0.22057983
62,0.43129125,0.28919977,0.27950904
63,0.07593127,0.60367525,0.32039347
64,0.29624927,0.20965093,0.4940998
65,0.29484433,0.1389504,0.56620526
66,0.37927276,0.38210785,0.23861939
67,0.28662294,0.6065353,0.10684176
68,0.08908812,0.68974125,0.22117063
69,0.43482092,0.37344515,0.19173393
70,0.090870656,0.55876124,0.35036808
71,0.6524421,0.1832184,0.1643395
72,0.36272418,0.39640445,0.24087131
73,0.09751804,0.026924727,0.8755571
74,0.047595087,0.0464098,0.90599513
75,0.08491431,0.67669755,0.23838809
76,0.515053,0.06975872,0.41518834
77,0.08703074,0.73519844,0.17777087
78,0.592419,0.2366739,0.1709071
79,0.07665398,0.7262955,0.19705056
80,0.51081127,0.33137324,0.15781552
81,0.6655314,0.17117487,0.1632937
82,0.074310996,0.6528055,0.27288347
83,0.13732839,0.72214586,0.14052576
84,0.0810083,0.57793874,0.34105298
85,0.6614712,0.15208031,0.18644857
86,0.1284056,0.69501376,0.17658068
87,0.408546,0.38473165,0.2067224
88,0.34327078,0.20522133,0.45150787
89,0.4667575,0.37427023,0.15897222
90,0.084643,0.026643818,0.8887132
91,0.30403197,0.45965126,0.23631673
92,0.11490599,0.4003246,0.48476946
93,0.49537945,0.11790877,0.3867118
94,0.6591547,0.0801318,0.2607135
95,0.050698623,0.60788137,0.34142
96,0.4099095,0.4617274,0.12836306
97,0.45762762,0.40576267,0.13660973
98,0.05402935,0.25679433,0.68917626
99,0.36541346,0.4315267,0.20305982
100,0.6019844,0.20388524,0.19413036
101,0.6040572,0.14561951,0.25032333
102,0.6063127,0.13743356,0.2562537
103,0.42363635,0.35699296,0.21937068
104,0.12828536,0.5757016,0.29601306
105,0.54002494,0.32854718,0.13142791
106,0.1114288,0.7862419,0.10232933
107,0.637086,0.15311864,0.20979531
108,0.40586874,0.26277018,0.3313611
109,0.4356668,0.39569786,0.16863535
110,0.06281613,0.0815215,0.85566235
111,0.033184264,0.050774176,0.9160416
112,0.07828709,0.36041287,0.5613
113,0.08396527,0.7344512,0.18158357
114,0.45025986,0.1571244,0.39261577
115,0.07626166,0.49424,0.4294983
116,0.5302443,0.17117551,0.29858026
117,0.096365556,0.6766186,0.22701587
118,0.26263702,0.27593794,0.46142498
119,0.5273002,0.24157421,0.2311256
120,0.5103641,0.17872544,0.3109104
